contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis Arnhem,0202::SB1,6811 DG,1929,1990,3,5,0,1,23,1820,156,0,0,0,1,0,0,1999,367,119,151,147,117,380,28,411,1,141,25,2,2,32,1,41,2,3,2,11,1,3,0,0,3,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rozet,0202::SB2,6811 EP,1350,1305,1,4,0,0,11,1195,105,0,1,0,1,0,0,1311,175,69,97,108,61,258,30,301,3,116,18,2,1,15,0,26,1,1,0,11,6,2,0,3,0,0,1
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Introdans (hoofdgebouw),0202::SB3,6811LN,1245,787,2,1,0,0,4,738,49,0,0,0,0,0,0,791,115,56,42,49,33,167,8,183,3,75,11,2,3,4,0,18,0,1,1,9,5,0,0,1,1,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis 't Huukske,0202::SB4,6812 BS,1190,1049,3,5,0,2,1,968,90,0,0,0,2,0,0,1059,146,70,78,96,62,189,17,229,3,90,21,2,0,3,2,24,2,0,0,5,4,4,0,0,1,0,1
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Klingelpoort,0202::SB5,6812 DV,1013,702,2,2,0,0,1,651,54,0,0,0,0,0,0,706,165,73,22,32,51,155,17,141,1,30,7,0,0,0,0,4,0,1,0,2,1,0,0,0,0,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkelijk Kultureel Centrum (SIZA),0202::SB6,6813 CD,1024,772,0,1,0,0,2,718,53,0,0,0,0,0,0,773,112,58,49,75,42,150,26,176,6,42,21,1,1,1,1,4,0,2,1,2,0,1,0,0,1,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ROC Rijn IJssel College,0202::SB7,6813 EE,1445,986,0,1,0,0,1,922,64,0,0,0,0,0,0,987,141,69,55,94,39,195,24,256,3,68,13,0,1,8,0,10,1,0,0,5,4,0,0,0,0,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Molenplaats Sonsbeek,0202::SB8,6814 CL,1638,1318,2,2,0,1,7,1215,101,0,0,0,1,0,0,1323,290,108,37,47,56,345,33,273,3,79,6,0,2,0,2,20,1,1,0,12,2,0,1,0,0,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Bakermat,0202::SB9,6814 JA,1672,1425,0,3,0,0,0,1274,154,0,0,0,0,0,0,1428,410,100,50,61,128,321,30,222,3,60,12,1,2,2,0,15,0,0,1,4,1,1,0,1,0,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pieter Brueghelschool,0202::SB11,6813 KZ,1135,1164,0,0,0,1,6,1037,122,0,0,0,1,0,0,1165,371,94,22,17,89,319,37,146,5,32,9,0,2,0,0,14,0,0,0,6,1,0,0,0,0,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 't Panorama,0202::SB12,6813 GS,1250,1257,1,0,1,0,3,1127,128,0,0,1,0,0,0,1258,372,89,45,31,106,309,30,175,3,57,17,1,0,0,0,18,0,0,0,2,1,1,0,0,0,0,0
Arnhem,Arnhem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Siza Dorp Groep,0202::SB13,6816 RP,1516,1034,4,1,0,0,9,915,115,0,0,0,0,0,0,1039,382,42,79,44,107,171,29,99,2,32,17,0,5,1,1,20,0,1,0,1,0,0,0,0,0,0,1
