contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel Centrum De Man,0614::SB1,3233 AG,1068,1246,2,2,0,7,7,1144,106,0,0,0,7,0,0,1257,403,69,235,78,138,98,15,47,3,50,45,1,9,2,5,41,2,0,1,2,0,1,0,0,1,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Oostvoorne,0614::SB2,3233 AN,1208,716,3,1,1,0,7,631,83,0,0,0,1,0,0,721,271,36,115,34,78,73,7,16,1,28,27,1,7,0,0,20,0,0,1,0,0,1,0,0,0,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Leemgaarde,0614::SB3,3233 BR,1187,1004,2,4,0,3,4,926,83,0,0,0,3,0,0,1013,384,59,115,35,121,128,10,37,4,31,50,1,4,0,2,19,0,0,0,1,2,0,0,1,0,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Overbosschool,0614::SB4,3233 VL,1328,1264,0,0,0,0,2,1096,166,0,0,0,0,0,0,1264,582,62,162,26,118,120,16,54,5,39,30,1,7,0,3,30,0,1,0,4,1,0,1,2,0,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC  de Meander,0614::SB5,3233 GX,1404,1098,2,2,0,1,1,987,115,0,0,0,1,0,0,1103,310,52,259,65,94,125,10,44,9,41,34,2,9,0,3,32,2,0,0,3,1,0,0,1,1,1
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Gemeentehuis (hal),0614::SB6,3235 AP,1165,1076,0,2,0,0,11,941,126,0,0,0,0,0,0,1078,428,48,159,42,132,92,26,40,0,34,29,1,6,0,2,31,0,0,1,4,1,0,0,0,0,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Welkomkerk,0614::SB7,3235 BK,1332,1092,1,3,0,1,2,998,97,0,0,0,1,0,0,1097,316,54,211,83,130,98,29,44,7,29,38,2,4,0,2,40,0,0,1,2,0,0,0,1,1,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stuifakkers,0614::SB8,3235 DZ,1216,761,3,0,0,0,4,696,64,0,0,0,0,0,0,764,249,49,96,50,102,71,15,29,8,17,38,1,4,1,0,25,0,2,0,1,0,2,0,1,0,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel Centrum de Merel,0614::SB9,3235 CE,1098,977,3,1,0,3,1,882,101,0,0,0,3,0,0,984,263,51,172,83,106,104,9,63,2,44,41,0,9,2,0,27,0,0,0,0,0,1,0,0,0,0
Dordrecht,Westvoorne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St. Verenigingsgebouw Tinte,0614::SB10,3234 KS,557,525,1,1,0,0,1,480,46,0,0,0,0,0,0,527,186,17,67,23,80,36,12,15,10,25,21,0,7,2,2,15,3,0,0,3,0,1,0,0,0,0
