contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0484::SB1,,964,1654,2,5,0,0,12,1489,160,0,0,0,0,0,0,1661,487,68,152,85,168,246,47,176,22,52,31,4,4,38,7,51,1,0,3,11,0,0,1,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Groene Hart Lyceum,0484::SB2,,1051,754,4,1,0,0,1,684,74,0,0,0,0,0,0,759,190,41,105,42,91,97,27,61,29,23,25,0,5,4,0,9,2,0,0,2,0,1,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Opstandingskerk,0484::SB3,,937,888,1,5,0,0,0,822,72,0,0,0,0,0,0,894,161,37,163,69,99,84,42,70,35,32,33,0,7,17,3,22,0,1,0,6,2,4,0,1,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Participe,0484::SB4,,606,377,0,2,0,0,0,357,22,0,0,0,0,0,0,379,80,15,46,29,68,42,19,27,6,16,5,0,2,5,2,10,1,0,1,1,0,2,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Volle Evangelie Gemeente De Ark,0484::SB5,,1058,866,0,1,1,0,0,787,79,0,0,1,0,0,0,866,240,37,105,57,101,86,49,42,22,24,39,0,0,33,1,25,0,0,0,2,0,2,1,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nutsgebouw Zwammerdam,0484::SB6,,1721,1145,2,3,0,4,2,1032,120,0,0,0,4,0,0,1154,277,50,136,98,216,106,64,55,38,34,25,4,7,0,1,25,0,0,2,5,0,0,2,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Aarlanderveen,0484::SB7,,894,808,0,0,0,2,4,726,80,0,0,0,2,0,0,810,277,29,87,33,176,67,34,31,25,11,13,2,4,0,0,16,0,0,2,0,0,0,0,1,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Windroos,0484::SB8,,1380,1027,0,1,0,1,6,930,93,0,0,0,1,0,0,1029,272,52,101,69,149,108,44,91,18,47,25,1,3,5,1,34,1,0,0,6,0,0,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool  De Rank,0484::SB9,,1459,1493,1,1,0,0,4,1374,117,0,0,0,0,0,0,1495,372,67,182,118,223,162,73,119,27,53,41,2,3,6,0,34,1,0,0,7,1,2,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw De Meerkoet,0484::SB10,,1296,949,1,1,0,1,0,864,88,0,0,0,1,0,0,952,237,46,127,58,112,121,45,74,14,21,40,0,9,3,4,28,0,0,0,5,4,0,1,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Goede Herderkerk,0484::SB11,,1481,1035,1,3,0,0,0,962,77,0,0,0,0,0,0,1039,238,51,158,80,131,101,61,81,17,30,26,2,9,11,2,29,0,0,0,5,2,1,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scala College,0484::SB12,,1621,1260,4,5,0,2,3,1119,145,0,0,2,0,0,0,1267,288,71,148,115,95,164,50,113,16,34,33,1,3,86,0,30,0,0,2,8,2,1,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dependance Basisschool An Noer,0484::SB13,,1337,857,1,7,0,0,0,746,119,0,0,0,0,0,0,865,114,38,107,87,58,58,29,82,10,25,23,0,6,200,2,3,0,0,1,6,7,0,1,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Driehoorne Serviceflat,0484::SB14,,1414,1237,3,2,0,0,3,1135,104,0,0,0,0,0,0,1242,267,64,137,83,208,111,42,102,19,24,48,2,1,91,1,18,0,0,1,7,4,2,0,5,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Alrijne Ziekenhuis,0484::SB15,,1254,975,2,7,0,0,0,911,73,0,0,0,0,0,0,984,290,50,102,53,102,136,36,68,12,28,33,0,2,41,3,16,0,0,1,2,0,0,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Ridderveld,0484::SB16,,1363,901,5,2,0,1,2,833,74,0,0,0,1,0,0,909,165,47,124,84,81,107,28,117,14,31,24,2,8,36,1,24,1,0,0,4,1,1,0,1,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Alphense Montessorischool,0484::SB17,,1020,992,0,2,0,0,2,922,70,0,0,0,0,0,0,994,180,60,150,96,104,113,35,93,10,23,40,0,1,57,4,13,0,0,1,7,3,1,1,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum De Bron (1),0484::SB18,,1233,1235,4,1,0,0,4,1141,95,0,0,0,0,0,0,1240,271,82,172,92,136,162,52,102,12,37,40,1,5,21,3,29,2,0,3,10,0,1,0,2,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum De Bron (2),0484::SB19,,1294,847,1,1,0,0,0,778,71,0,0,0,0,0,0,849,215,36,116,48,108,114,26,74,5,26,23,3,4,9,1,26,1,0,1,5,3,1,0,2,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bezoekerscentrum De Veenweiden,0484::SB20,,1329,895,0,1,0,2,2,800,96,0,0,0,2,0,0,898,178,54,111,82,124,115,44,78,8,22,38,0,6,3,3,21,2,0,0,6,0,0,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Het Spectrum,0484::SB21,,1207,1192,1,2,0,2,4,1074,119,0,0,0,2,0,0,1197,302,63,124,76,119,222,46,120,12,33,27,2,7,3,3,24,1,1,2,5,0,0,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Hobbitburcht locatie Batenstein,0484::SB22,,967,930,0,3,0,0,1,867,69,0,4,0,4,0,0,937,237,56,87,79,93,125,35,90,2,33,27,1,10,15,1,35,0,0,0,4,0,0,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Mare,0484::SB23,,1363,1033,0,2,0,0,1,938,96,0,0,0,0,0,0,1035,232,50,156,88,101,116,54,92,2,37,40,1,2,25,7,17,1,0,1,3,5,3,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Hobbitburcht locatie Havixhorst,0484::SB24,,1606,1395,0,0,0,0,1,1256,139,0,0,0,1,0,0,1396,357,79,171,95,162,168,57,112,8,50,45,1,4,22,4,46,0,0,0,9,2,1,0,2,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wooncentrum Noorderbrink,0484::SB25,,1135,917,1,5,0,0,2,870,51,0,0,0,0,0,0,923,177,58,136,112,98,98,31,81,12,32,29,2,3,15,3,17,0,1,2,4,4,0,0,2,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wooncentrum  Poortwachter (vh Anton Constandse),0484::SB26,,1238,1149,2,1,0,1,6,1043,104,0,0,0,1,0,0,1153,318,53,132,80,145,140,47,85,5,41,55,3,8,3,1,22,1,0,0,4,4,0,0,2,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ActiVite Zuidervaart,0484::SB27,,1635,1409,2,4,0,0,1,1278,136,0,0,0,0,0,0,1415,435,70,117,85,200,200,85,99,20,22,22,0,9,7,2,26,0,1,0,7,1,1,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Kerk en Zanen,0484::SB28,,1547,1849,1,2,0,0,6,1661,185,0,0,0,0,0,0,1852,556,75,162,97,206,282,97,157,22,56,51,1,6,18,7,36,2,0,1,10,3,2,1,1,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Maranathakerk,0484::SB29,,2017,1707,0,3,0,1,3,1519,189,0,0,0,1,0,0,1711,525,89,119,78,255,252,75,126,25,58,41,0,8,1,5,47,0,0,0,2,0,1,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Lichtkring,0484::SB30,,1362,1418,3,2,0,0,4,1286,133,0,0,0,0,0,0,1423,479,60,147,70,165,166,85,96,14,33,15,3,7,29,2,41,2,0,0,2,0,1,0,1,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Wereldwijzer,0484::SB31,,1422,977,1,1,0,0,2,877,100,0,0,0,0,0,0,979,296,67,58,43,96,184,46,89,10,32,23,0,7,5,4,9,0,1,0,5,0,2,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Het Baken,0484::SB32,,1077,833,0,0,0,0,1,741,91,0,0,0,0,0,0,833,216,35,62,46,134,109,38,82,12,14,36,1,5,9,3,19,1,0,0,5,5,1,0,0,0
Leiden,Alphen aan den Rijn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Ridderspoor,0484::SB33,,902,822,1,4,0,2,1,764,64,0,0,0,2,0,0,829,216,47,76,52,89,111,24,102,3,45,21,0,4,0,3,28,0,1,0,0,0,0,0,0,0
