contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeentehuis, Joure",1940::SB1,8501 AA,1392,1249,1,2,0,4,12,1136,100,0,0,4,0,0,0,1248,282,105,156,90,232,144,34,104,1,23,41,2,4,1,4,18,0,0,0,6,0,2
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum Sint Theresia, Joure",1940::SB2,8501 GC,1528,1204,2,1,0,0,1,1119,87,0,0,0,0,0,0,1207,169,112,144,142,306,105,32,97,2,32,32,0,3,0,2,22,1,1,1,1,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Party - Zalencentrum 't Haske, Joure",1940::SB3,8501 BZ,1339,1051,1,1,0,0,3,1044,6,0,0,0,0,0,0,1053,251,103,81,77,223,146,28,77,2,24,13,0,3,0,2,19,0,0,0,2,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Stuit, Joure",1940::SB4,8501 NC,1355,1185,2,2,0,0,2,1109,78,0,0,0,0,0,0,1189,264,92,107,108,241,148,35,85,6,37,24,2,4,0,2,26,0,1,0,2,0,1
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Oerdracht, Joure",1940::SB5,8501 NE,1607,1445,1,1,0,0,2,1340,105,0,0,0,0,0,0,1447,265,139,132,137,351,145,55,121,6,16,38,3,9,5,5,14,0,0,1,2,1,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Brede School, Joure",1940::SB6,8501 HL,1555,1295,4,6,1,1,0,1229,78,0,0,0,2,0,0,1307,182,119,180,176,228,132,47,115,3,37,44,1,1,1,4,18,0,1,2,3,0,1
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Stuit, Joure",1940::SB7,8501 NC,1555,1268,2,2,0,0,4,1178,90,0,0,0,0,0,0,1272,302,79,97,101,271,164,51,115,7,19,30,2,3,0,3,20,1,0,0,3,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Doarpshûs, Rottum",1940::SB8,8461 LD,820,673,1,0,0,0,0,615,59,0,0,0,0,0,0,674,122,65,85,68,136,60,27,45,3,19,25,0,2,1,4,7,0,0,0,1,0,3
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Yn 'e Doarpsfinne, Rotsterhaule",1940::SB9,8463 ND,1314,1055,0,0,0,0,5,972,78,0,0,0,0,0,0,1055,197,65,150,99,268,88,42,55,10,16,29,3,2,0,2,25,1,0,0,1,0,2
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau MFS It Heechein, Terkaple",1940::SB10,8542 AB,258,225,2,0,0,0,0,215,12,0,0,0,0,0,0,227,42,13,8,20,70,24,7,18,5,4,6,0,0,0,0,6,1,0,0,1,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis Trefpunt, Haskerhorne",1940::SB11,8506 BH,507,441,1,0,0,0,2,408,32,0,0,0,0,0,0,442,92,31,41,38,90,57,15,35,6,4,24,2,0,0,2,2,1,0,0,1,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Kulturhûs, Oudehaske",1940::SB12,8465 RC,1497,1303,0,0,2,0,3,1220,82,0,0,0,2,0,0,1305,293,106,94,107,230,190,57,122,5,35,36,6,1,0,1,15,2,0,0,2,0,1
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Sethage, Vegelinsoord",1940::SB13,8467 SK,299,265,0,0,0,0,0,243,22,0,0,0,0,0,0,265,68,13,22,21,74,22,4,12,5,1,10,0,0,1,0,10,0,2,0,0,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Doarpshûs De Stjelp, Idskenhuizen",1940::SB14,8523 NW,411,353,0,0,0,0,0,332,21,0,0,0,0,0,0,353,86,15,42,24,118,10,18,19,5,3,10,0,1,0,0,2,0,0,0,0,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Hoekstien, Langweer",1940::SB15,8525 EL,951,761,0,0,0,0,3,694,64,0,0,0,0,0,0,761,227,52,77,53,134,80,15,61,3,14,20,0,7,0,3,13,0,0,0,2,0,0
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcent Doniahiem, Sint Nicolaasga",1940::SB16,8521 JT,1343,1133,1,8,0,0,3,1037,102,0,0,0,0,0,0,1142,305,48,107,70,314,84,26,52,6,24,34,5,4,1,4,45,1,0,0,2,0,1
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sporthal Doniahal, Sint Nicolaasga",1940::SB17,8521 KS,1282,1023,0,4,0,0,4,949,74,0,0,0,0,0,0,1027,221,80,107,102,260,77,19,54,5,22,37,1,3,1,3,24,4,0,0,2,0,1
Leeuwarden,De Fryske Marren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Doarpshûs 't Spantsje, Tjerkgaast",1940::SB18,8522 ME,281,251,0,0,0,0,0,228,23,0,0,0,0,0,0,251,59,10,24,9,104,12,7,8,4,3,7,1,2,0,0,1,0,0,0,0,0,0
