contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeentehuis, Park 1, Made",1719::SB1,,1704,1683,3,5,0,0,11,1508,172,0,0,0,0,0,0,1691,519,55,287,220,204,159,15,80,5,28,68,0,9,5,1,25,0,0,1,1,0,0,1,0,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Cultureel Centrum De Mayboom, Kerkstraat 10, Made",1719::SB2,,1939,1741,1,1,0,0,4,1543,196,0,0,0,0,0,0,1743,538,76,278,176,297,148,14,69,2,30,62,1,7,0,4,30,0,1,1,6,1,0,0,0,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum De Wijngaerd, Cyclaamstraat 2 A, Made",1719::SB3,,1712,1354,3,2,0,0,4,1247,108,0,0,0,0,0,0,1359,356,50,251,162,205,118,6,72,2,22,80,6,3,0,2,15,0,0,0,1,0,0,0,3,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Duinpan, Romboutsstraat 78, Made",1719::SB4,,1441,950,1,0,0,0,2,843,106,0,0,0,0,0,0,951,259,48,195,106,119,82,6,46,0,21,39,1,3,0,1,20,0,0,0,3,1,0,0,0,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sporthal De Amerhal, Lignestraat 56, Made",1719::SB5,,1574,1296,0,5,0,0,6,1188,107,0,0,0,0,0,0,1301,323,50,261,157,180,125,8,61,2,26,68,2,6,0,1,24,0,0,0,0,1,0,0,1,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Basisschool De Stuifhoek, Norbartstraat 55, Made",1719::SB6,,1154,791,0,2,0,0,3,721,69,0,0,0,0,0,0,793,201,22,114,115,100,102,3,49,2,13,48,1,2,0,1,14,0,1,0,1,0,0,0,0,2,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Ons Dorpshuys, 't Fort 1, Drimmelen",1719::SB7,,530,428,0,0,0,0,1,376,51,0,0,0,0,0,0,428,167,9,67,27,59,38,5,17,3,8,18,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Ontmoetingscentrum De Zonzeel, Poolsestraat 13, Hooge Zwaluwe",1719::SB8,,1307,1038,0,0,0,0,1,943,94,0,0,0,0,0,0,1038,299,37,169,109,127,100,19,57,11,45,31,2,3,1,4,20,1,0,1,2,0,0,0,0,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum De Ganshoek, Ds Jamesstraat 18, Lage Zwaluwe",1719::SB9,,1657,1370,3,1,0,0,3,1245,126,0,0,0,0,0,0,1374,316,57,264,160,209,101,20,93,1,48,61,1,7,2,3,18,1,0,0,5,0,1,0,2,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Jeugdhuis Ons Belang, Kerkstraat 47, Lage Zwaluwe",1719::SB10,,1500,1216,1,4,0,0,2,1090,129,0,0,0,0,0,0,1221,389,45,209,124,146,91,18,81,10,27,35,0,5,0,2,28,1,0,0,4,0,0,0,1,0,0
Tilburg,Drimmelen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeenschapshuis Plexat, Kerkstraat 22, Wagenberg",1719::SB11,,1744,1416,1,3,0,0,3,1309,110,0,2,0,2,0,0,1422,424,62,211,156,204,149,5,77,1,29,55,3,9,1,4,20,0,0,1,2,0,1,0,2,0,0
