contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau D'r Brikkeoave,0899::SB1,,1463,1428,2,2,0,0,14,1292,126,0,0,0,0,0,0,1432,229,62,338,218,212,89,11,66,3,45,114,3,1,3,2,20,0,0,1,3,4,4,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiezaal Gregorius-kerk,0899::SB2,,1381,1139,4,0,0,0,4,1002,137,0,0,0,0,0,0,1143,166,34,273,216,150,77,11,69,2,36,71,0,3,6,2,15,2,0,0,3,2,1,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau zaal cafe De Kroeg,0899::SB3,,925,729,0,2,0,0,3,638,90,0,0,0,0,0,0,731,58,31,271,150,52,19,7,35,2,29,28,1,9,6,2,23,2,0,0,3,1,0,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Schuttershof,0899::SB4,,1108,774,1,0,0,0,3,691,81,0,0,0,0,0,0,775,80,27,227,122,106,55,6,53,2,32,45,0,1,1,0,13,0,0,0,2,0,2,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BS Meander,0899::SB5,,1711,1050,10,0,0,0,2,935,123,0,0,0,0,0,0,1060,68,24,398,258,45,49,11,49,0,43,45,2,10,4,5,22,2,1,2,9,1,2,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Huize Louise,0899::SB6,,1528,1168,4,3,0,0,3,1042,130,0,0,0,0,0,0,1175,138,45,315,229,141,81,4,59,4,39,72,1,1,7,0,22,0,0,0,7,2,1,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuingebouw Buschkesberg,0899::SB7,,1165,799,2,1,0,0,1,719,82,0,0,0,0,0,0,802,117,51,200,135,68,63,21,42,0,29,40,1,7,0,1,19,0,0,1,3,1,0,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School Langeberg,0899::SB8,,1131,931,0,1,0,0,1,824,107,0,0,0,0,0,0,932,110,30,305,167,92,70,3,38,1,44,47,0,0,2,0,16,0,1,0,3,1,1,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw De Burcht,0899::SB9,,1214,963,2,0,0,0,0,860,105,0,0,0,0,0,0,965,110,47,301,182,88,68,7,46,0,36,41,1,9,0,3,17,1,0,0,3,0,2,1
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiezaaltje Barbara-kerk,0899::SB10,,1893,1639,2,3,0,0,4,1473,167,0,0,0,0,0,0,1644,202,58,358,329,193,141,26,112,7,46,105,8,8,5,2,31,0,1,0,4,2,1,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Trefcentrum,0899::SB11,,1663,1183,3,2,0,0,1,1058,129,0,0,0,0,0,0,1188,171,53,275,247,102,96,18,72,2,34,66,0,6,8,2,24,0,0,1,5,1,0,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Emmastaete,0899::SB12,,1997,1467,3,3,0,0,2,1313,158,0,0,0,0,0,0,1473,243,70,311,209,162,153,61,74,13,43,78,2,5,6,5,30,1,0,0,1,0,0,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Fatima,0899::SB13,,2042,1638,2,2,0,0,2,1450,190,0,0,0,0,0,0,1642,250,81,370,294,224,141,14,93,0,56,72,3,4,3,1,26,1,0,0,5,0,0,0
Maastricht,Brunssum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Microhal Brunssum-Noord,0899::SB14,,3672,2524,1,4,0,0,2,2261,266,0,0,0,0,0,0,2529,293,126,669,468,318,160,23,141,9,65,131,5,10,37,4,44,3,2,2,8,3,2,1
