contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Botniahuis,0070::SB1,8801 KJ,1886,1399,0,1,0,0,13,1269,118,0,0,0,0,0,0,1400,265,104,119,153,284,140,59,151,5,52,23,0,7,2,4,20,1,1,0,9,0,0
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Saxenoord,0070::SB2,8801 DA,1009,789,4,2,0,0,2,738,55,0,0,0,0,0,0,795,109,81,107,88,168,50,25,62,3,20,46,0,1,5,0,18,1,0,0,3,0,2
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sjaerdemastate (stembureau 3),0070::SB3,8801 HS,1857,1366,3,5,0,0,4,1366,4,0,0,0,0,0,0,1374,209,130,174,182,225,110,55,151,6,27,60,1,4,0,0,23,2,0,0,6,0,1
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Het Westpunt,0070::SB4,8801 PP,1597,1399,2,0,0,1,9,1246,147,0,0,0,1,0,0,1402,316,120,167,120,231,133,45,128,8,44,36,1,10,3,0,26,0,5,1,4,0,1
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Serviceflat Froonacker,0070::SB5,8802 CL,1062,821,2,0,0,0,2,759,62,0,0,0,0,0,0,823,87,83,137,137,130,83,37,55,1,18,28,3,2,0,2,15,0,2,0,1,0,0
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Driesprong,0070::SB7,8801 AZ,1611,1363,0,0,0,0,1,1249,113,0,0,0,0,0,0,1363,247,121,107,126,342,139,77,100,6,23,49,2,2,0,4,12,2,0,0,1,0,3
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Toermalijn,0070::SB9,8802 RD,1586,1531,2,0,0,0,5,1389,139,0,0,0,0,0,0,1533,285,123,139,161,235,193,87,138,7,45,50,0,3,1,6,47,0,1,0,6,0,4
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS de Oanset,0070::SB11,8811 HK,374,313,1,0,0,0,3,285,26,0,0,0,0,0,0,314,79,27,23,34,41,39,3,24,1,13,17,0,0,0,1,7,1,0,1,2,0,0
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Us Doarpshûs,0070::SB12,8812 JJ,289,259,0,0,0,0,1,237,21,0,0,0,0,0,0,259,50,15,42,35,50,17,1,17,2,11,7,0,3,0,0,9,0,0,0,0,0,0
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Singel,0070::SB13,8806 KL,652,519,3,0,0,0,3,471,48,0,0,0,0,0,0,522,83,33,42,58,148,36,15,50,2,22,16,0,2,0,0,9,0,0,1,1,0,1
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Martenahiem,0070::SB14,8804 RA,885,753,0,1,0,0,3,675,76,0,0,0,0,0,0,754,121,31,74,48,259,54,61,46,9,20,16,2,0,0,1,8,0,0,0,1,0,2
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis It Waed,0070::SB15,8855 HL,1400,1102,1,4,0,0,4,1025,78,0,0,0,0,0,0,1107,187,63,127,94,350,66,53,68,5,26,37,3,4,0,4,10,0,0,1,1,0,3
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum het Bildt,0070::SB16,8851 EJ,1097,868,2,4,0,3,3,809,65,0,0,0,3,0,0,877,169,79,137,87,196,46,29,39,2,14,35,2,6,0,5,12,1,0,3,3,0,3
Leeuwarden,Franekeradeel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum It Mienskar,0070::SB17,8854 AG,421,345,0,2,0,0,2,317,28,0,0,0,0,0,0,347,61,18,51,40,99,16,15,16,4,7,9,0,1,0,1,6,0,0,1,0,0,0
