contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis (trouwzaal),0946::SB1,6031 VR,1089,1241,3,1,0,0,4,1126,115,0,0,0,0,0,0,1245,267,44,241,151,212,119,8,65,2,26,65,1,1,0,3,27,1,0,2,4,0,1,1
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum St. Joseph,0946::SB2,6031 BL,1682,967,2,0,0,0,2,874,93,0,0,0,0,0,0,969,230,32,144,111,206,87,4,50,1,26,49,0,3,0,2,12,1,0,1,5,0,3,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Kerneel,0946::SB3,6031 HR,1705,1173,0,2,0,0,1,1046,128,0,0,0,0,0,0,1175,343,52,148,115,244,125,3,62,2,17,36,2,4,0,1,17,0,0,0,2,0,0,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Pinnenhof,0946::SB4,6031 BX,1238,1135,1,0,0,0,2,1011,124,0,1,0,1,0,1,1137,244,38,192,125,193,137,3,64,1,19,76,0,7,0,5,26,2,0,0,2,0,1,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Pestoeërskoel,0946::SB5,6091 PD,826,681,1,0,0,0,4,603,75,0,0,0,0,0,0,682,140,29,102,69,173,82,6,38,1,6,11,1,8,0,2,9,0,0,1,3,0,0,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkelijke voorziening Budschop,0946::SB6,6031 BD,1445,1157,2,0,0,1,2,1044,114,0,0,0,1,0,0,1160,273,36,215,144,232,94,9,41,2,18,60,1,7,0,3,18,0,0,1,3,0,0,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting M.F.A. Haaze-hoof,0946::SB7,6035 AS,1225,1014,1,2,0,0,0,915,102,0,0,0,0,0,0,1017,239,27,201,108,227,96,3,30,0,16,45,2,3,0,0,15,0,0,1,1,0,0,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Schrank,0946::SB8,6035 BD,1431,1076,0,0,0,1,3,957,117,0,0,0,1,0,0,1077,261,19,184,126,256,80,2,44,2,13,58,3,1,0,3,19,0,0,0,5,0,0,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Thomashuis Ospeldijk,0946::SB9,6035 RB,563,462,2,2,0,1,1,410,56,0,0,0,1,0,0,467,98,19,90,50,117,26,0,15,1,15,12,1,2,0,1,13,0,0,0,2,0,0,0
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Reigershorst,0946::SB10,6034 TE,1227,1015,2,1,0,0,1,891,126,0,0,0,0,0,0,1018,228,28,156,80,288,89,3,44,1,29,36,3,5,2,3,16,0,0,1,2,0,0,1
Maastricht,Nederweert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis (Commissiekamer),0946::SB11,6031 VR,1103,902,2,6,0,0,1,829,80,0,0,0,0,0,0,910,171,31,171,126,169,88,5,48,1,18,50,1,5,0,0,13,1,0,0,4,0,0,0
