contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0037::SB1,9501 SZ,1222,1333,0,5,0,0,21,1207,110,0,0,0,0,0,0,1338,199,150,196,180,231,98,71,69,9,30,64,1,2,2,0,21,1,0,1,4,2,2,0,0
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Drouwenerhof,0037::SB2,9503 AV,1339,998,4,2,0,0,3,926,75,0,0,0,0,0,0,1004,146,82,146,158,161,69,70,64,7,22,48,1,0,0,1,19,1,0,0,1,0,1,0,1
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Rank Oosterkade 5,0037::SB3,9503 HN,1408,939,0,5,0,0,2,849,93,0,0,0,0,0,0,944,97,51,181,218,104,57,77,47,15,16,32,1,2,0,0,29,0,0,0,9,1,0,1,1
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hagenhofschool,0037::SB4,9501 WD,1129,938,1,1,0,0,0,873,67,0,0,0,0,0,0,940,90,87,137,188,111,65,83,81,16,11,35,1,1,0,1,28,1,0,1,1,0,0,0,0
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Maarsheerd,0037::SB5,9501 AM,1236,1084,5,2,0,0,2,1000,89,0,0,0,0,0,0,1091,157,102,135,149,225,75,112,37,11,15,46,5,1,0,0,11,1,0,1,1,0,0,0,0
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Chr Gereformeerde Kerk,0037::SB6,9501 BZ,1495,1370,2,0,0,0,2,1252,118,0,0,0,0,0,0,1372,153,130,148,214,226,105,175,83,15,18,61,1,7,0,1,26,0,0,0,5,0,2,0,0
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw Wijkraad Maarswold,0037::SB7,9501 PT,1872,812,2,2,0,0,2,751,63,0,0,0,0,0,0,816,56,83,202,213,58,30,41,46,2,20,43,2,2,1,0,11,0,0,0,2,0,0,0,0
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Meester Neuteboomschool,0037::SB8,9502 CR,1364,1419,2,2,0,0,1,1324,98,0,0,0,0,0,0,1423,124,135,248,309,158,117,117,95,10,28,43,4,4,0,1,18,1,0,0,1,0,0,0,6
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Pagedal, Hoveniersweg 1",0037::SB9,9502 BW,1343,871,0,0,0,0,0,794,77,0,0,0,0,0,0,871,188,57,84,98,132,94,70,61,8,13,23,0,2,0,0,27,0,0,0,2,0,2,1,9
Groningen,Stadskanaal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Oleander,0037::SB10,9501 VX,1370,1359,2,3,0,0,4,1240,120,0,0,0,0,0,0,1364,228,104,201,200,223,119,76,88,10,15,46,0,4,0,5,29,1,1,0,4,0,3,0,2
