contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rikkingahof Oosterwolde,0085::SB1,,1210,1031,1,2,0,0,2,938,94,0,0,0,0,0,0,1034,184,115,95,121,160,126,29,95,2,34,37,6,0,0,1,18,1,2,0,3,0,2
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare Bibliotheek,0085::SB2,8431 LN,1256,929,0,0,0,0,4,848,77,0,0,0,0,0,0,929,148,104,127,131,110,85,23,97,7,33,39,1,2,0,3,13,0,2,1,1,0,2
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Makkinga,0085::SB3,,828,667,1,0,0,0,1,617,50,0,0,0,0,0,0,668,135,72,80,66,91,78,11,59,2,28,19,0,6,0,0,15,1,0,0,1,0,3
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine dorpsbelang Nijeberkoop,0085::SB4,,215,194,0,0,0,0,2,171,21,0,0,0,0,0,0,194,41,10,18,18,41,9,4,15,0,20,5,1,2,0,0,8,2,0,0,0,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Kamphuis Oldeberkoop,0085::SB5,,1265,1052,1,0,0,0,5,955,93,0,0,0,0,0,0,1053,226,125,109,100,147,113,20,110,8,40,27,1,1,0,2,20,2,0,0,1,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal 't Anker Elsloo,0085::SB6,,489,405,0,2,0,0,5,363,39,0,0,0,0,0,0,407,108,18,48,50,81,28,4,26,3,14,11,0,3,0,1,9,0,0,0,1,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Langedijke,0085::SB7,,331,288,0,0,0,0,3,262,23,0,0,0,0,0,0,288,69,13,17,31,49,24,8,34,3,17,12,0,0,0,2,6,2,0,0,1,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal Appelhof Riemsoord,0085::SB8,8426 EC,1393,1190,1,2,0,0,5,1081,107,0,0,0,0,0,0,1193,213,115,179,137,151,118,22,95,7,33,56,6,10,0,2,41,0,0,0,3,1,1
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schutse Appelscha,0085::SB9,8426 AG,1072,858,0,4,0,0,12,783,67,0,0,0,0,0,0,862,160,64,144,139,116,65,26,60,1,15,39,5,1,0,1,18,0,0,0,2,1,1
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Fochteloo,0085::SB10,,328,278,0,0,0,0,2,249,27,0,0,0,0,0,0,278,52,21,18,16,43,32,21,29,8,12,16,0,1,0,3,5,0,0,0,1,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pro Rege Donkerbroek,0085::SB11,,1426,1186,1,3,0,0,2,1085,103,0,0,0,0,0,0,1190,222,79,122,110,287,106,64,73,11,32,43,6,3,0,1,20,2,0,0,4,0,1
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Anker Oosterwolde,0085::SB12,,1111,872,2,1,0,0,1,810,64,0,0,0,0,0,0,875,186,91,112,117,141,66,21,62,4,17,24,2,4,1,0,18,0,0,1,3,0,2
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Haule,0085::SB13,,482,409,0,0,0,0,1,370,38,0,0,0,0,0,0,409,74,35,49,38,90,31,20,37,8,7,9,1,2,2,3,3,0,0,0,0,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC Waskemeer,0085::SB14,,644,541,1,0,0,0,2,490,50,0,0,0,0,0,0,542,54,18,60,43,161,56,43,52,6,15,13,1,2,0,2,12,0,0,0,3,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sinnehiem Haulerwijk,0085::SB15,,1178,855,0,1,0,0,1,770,85,0,0,0,0,0,0,856,75,61,149,92,173,64,99,37,26,27,29,1,3,0,0,15,0,0,1,1,1,1
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Enter Haulerwijk,0085::SB16,,1364,1203,1,1,0,0,2,1101,102,0,0,0,0,0,0,1205,207,62,168,136,228,87,134,60,19,26,36,3,3,0,1,28,1,2,0,1,1,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Ravenswoud,0085::SB17,,337,301,0,0,0,0,2,276,23,0,0,0,0,0,0,301,40,26,55,17,39,30,1,38,0,19,18,0,3,0,4,8,2,0,0,1,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Miente Oosterwolde,0085::SB18,,2100,1601,5,3,0,0,6,1495,108,0,0,0,0,0,0,1609,212,166,287,250,225,156,37,110,5,44,45,1,5,5,3,37,2,2,0,7,0,2
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Oosterwolde,0085::SB19,,986,739,1,4,0,0,6,690,48,0,0,0,0,0,0,744,136,67,112,81,118,62,22,66,4,28,19,1,1,0,0,12,0,3,0,3,0,4
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stellinghaven Oosterwolde,0085::SB20,,981,798,0,6,0,0,0,735,69,0,0,0,0,0,0,804,88,72,128,146,111,69,27,61,0,36,27,0,1,0,3,27,0,0,0,2,0,0
Leeuwarden,Ooststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CBS De Mandebrink,0085::SB21,8426 BZ,1386,1004,1,1,0,0,6,924,76,0,0,0,0,0,0,1006,168,84,119,111,184,83,33,84,12,52,35,3,4,0,2,23,2,1,0,2,0,2
