contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau GEMEENTEHUIS,0737::SB1,9251 GH,1490,1248,3,2,0,0,8,1140,105,0,0,0,0,0,0,1253,158,89,164,130,294,119,77,105,3,33,32,2,3,2,5,22,1,0,0,4,5,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BERCHHIEM,0737::SB2,9251 HA,978,758,0,0,0,0,0,696,62,0,0,0,0,0,0,758,79,56,87,95,212,44,73,42,10,7,25,1,6,0,1,19,0,1,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau VER GEBOUW DE STRYP,0737::SB3,9251 BS,1427,1286,2,1,0,0,3,1189,97,0,0,0,0,0,0,1289,182,90,144,138,352,104,89,90,11,21,25,2,3,0,7,20,2,0,0,4,1,1
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau GLINSTRASTATE,0737::SB4,9251 EB,1384,1492,3,7,0,0,13,1337,152,0,0,0,0,0,0,1502,231,114,107,125,458,128,106,93,22,29,41,1,7,0,6,16,1,0,0,7,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau LOKALITEIT GEREF.KERK (vrijgem.),0737::SB5,9257 DR,547,362,0,1,0,0,2,326,35,0,0,0,0,0,0,363,54,18,48,34,71,24,35,23,13,10,18,1,2,0,2,8,0,0,0,0,0,1
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau DE BALSTIEN,0737::SB6,9257 VW,1203,966,0,1,0,1,0,879,89,0,0,0,1,0,0,968,125,67,179,133,182,76,55,48,7,22,32,4,7,0,2,22,1,0,0,2,0,2
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau JISTRUM,0737::SB7,9258 CL,707,584,0,2,0,0,3,535,48,0,0,0,0,0,0,586,74,24,108,63,140,41,42,36,12,12,13,1,0,0,3,12,1,0,0,1,0,1
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau EASTERMAR,0737::SB8,9261 ZH,1212,1035,2,4,0,0,2,958,81,0,0,0,0,0,0,1041,132,68,89,90,302,73,112,75,15,18,28,8,7,0,0,16,0,1,0,1,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SUMAR,0737::SB9,9262 WG,1066,844,2,1,0,0,1,769,77,0,0,0,0,0,0,847,94,46,146,87,244,47,40,30,11,23,40,2,6,1,7,15,1,0,0,3,0,1
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau GARYP,0737::SB10,9263 PK,1450,1187,0,2,0,0,0,1087,102,0,0,0,0,0,0,1189,140,59,123,83,450,70,86,61,28,18,37,1,5,0,3,21,0,0,0,2,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau EARNEWALD,0737::SB11,9264 TM,320,279,0,1,0,0,0,264,16,0,0,0,0,0,0,280,81,22,23,16,61,29,9,9,1,5,6,0,2,0,2,11,0,0,0,2,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SUWALD,0737::SB12,9265 LS,478,418,0,1,0,0,0,374,45,0,0,0,0,0,0,419,54,13,23,29,152,45,27,24,17,14,10,0,3,0,2,3,0,0,0,2,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau TYTSJERK,0737::SB13,9255 KC,1243,1099,8,0,0,0,3,1006,98,0,0,0,0,0,0,1107,207,105,98,110,211,120,65,81,11,49,13,1,6,0,4,14,1,0,1,2,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BENNEMASTATE,0737::SB14,9254 DE,681,502,0,3,0,0,1,453,51,0,0,0,0,0,0,505,82,31,61,44,121,28,41,41,10,8,19,0,1,0,1,9,3,0,0,2,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC IT MASKELYN,0737::SB15,9254 CM,1559,1415,1,1,0,0,4,1314,99,0,0,0,0,0,0,1417,210,138,148,152,277,155,76,133,10,40,38,1,9,0,2,19,3,1,0,1,0,2
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau NIEUW PERSPECTIEF,0737::SB16,9254 CV,1518,1284,0,1,0,1,1,1198,87,0,0,0,1,0,0,1286,158,116,127,168,266,120,68,135,7,38,38,2,5,2,4,20,0,3,0,4,1,2
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RYPTSJERK,0737::SB17,9256 HR,607,521,0,3,0,0,16,407,101,0,0,0,0,0,0,524,86,34,44,44,136,44,33,38,12,23,10,0,5,0,1,8,2,0,0,0,0,1
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau DE CANTERLANDEN,0737::SB18,9061 CC,933,823,0,1,0,0,1,752,71,0,0,0,0,0,0,824,154,96,68,79,139,89,35,79,3,20,31,3,4,0,3,15,2,2,1,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MUNEIN,0737::SB19,9063 JL,562,469,0,0,0,0,0,429,40,0,0,0,0,0,0,469,71,27,56,59,123,36,28,32,4,15,11,1,0,0,0,5,0,0,0,1,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OENTSJERK,0737::SB20,9062 GX,1474,1250,2,1,0,0,5,1150,98,0,0,0,0,0,0,1253,212,155,75,115,288,135,86,104,3,24,25,1,4,0,4,15,0,0,0,3,0,1
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ALDTSJERK,0737::SB21,9064 KE,497,431,0,0,0,0,1,406,24,0,0,0,0,0,0,431,96,51,47,45,62,49,13,30,4,12,4,1,4,0,1,12,0,0,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WYNS,0737::SB22,9091 BC,194,151,0,0,0,0,1,139,11,0,0,0,0,0,0,151,32,14,15,7,25,16,8,19,0,6,2,2,1,0,0,4,0,0,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OPENBARE BIBLIOTHEEK,0737::SB23,9061 BE,875,729,0,3,0,0,1,679,52,0,0,0,0,0,0,732,117,65,62,98,125,80,39,76,4,22,16,2,0,0,1,20,0,0,0,2,0,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WERF8,0737::SB24,9251 GA,1415,905,2,1,0,0,4,830,74,0,0,0,0,0,0,908,129,65,78,116,234,63,64,66,8,28,30,2,2,0,3,12,0,1,0,3,1,0
Leeuwarden,Tytsjerksteradiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau HET MARTINUSHUIS,0737::SB25,9251 GP,882,753,0,0,0,0,5,676,72,0,0,0,0,0,0,753,141,48,96,70,174,73,43,56,8,14,13,1,3,0,1,9,0,0,0,1,0,2
