contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Het Zonnelicht,0603::SB1,2281 TC,1542,1182,2,1,0,0,0,1085,100,0,0,0,0,0,0,1185,248,64,126,67,73,216,31,190,6,65,22,2,3,15,5,30,7,0,2,8,2,0,0,0,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Leeuwendaalkerk,0603::SB2,2281 GG,1686,1620,6,1,0,0,3,1459,165,0,0,0,0,0,0,1627,481,114,99,31,150,381,44,192,12,59,14,1,3,0,2,29,0,0,0,6,0,1,1,0,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum Het Oude Raadhuis,0603::SB3,2282 AL,1395,1189,2,6,1,0,1,1083,112,0,0,1,0,0,0,1196,223,62,268,88,107,117,31,114,3,66,40,4,3,5,0,41,2,0,1,8,4,2,0,0,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Oud Rijswijk,0603::SB4,2282 RZ,2035,1699,1,4,0,0,3,1588,125,0,0,0,12,0,0,1716,390,93,238,103,134,310,42,194,4,71,49,0,10,8,3,32,0,0,0,11,6,1,0,0,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kindercentr. de Dwergenhut (cirkelflat),0603::SB5,2285 GJ,1626,1319,2,2,0,0,1,1194,128,0,0,0,0,0,0,1323,361,78,216,63,123,197,27,105,2,47,52,1,4,6,1,27,1,0,0,4,3,0,0,1,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Vredenburch,0603::SB6,2282 SK,1974,1499,1,5,0,0,1,1379,125,0,0,0,0,0,0,1505,289,65,314,97,155,221,17,127,4,74,66,3,6,15,1,32,0,0,2,8,1,1,0,1,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuinver. Inter Amicos,0603::SB7,2282 KV,1614,1176,3,3,0,0,5,1092,85,0,0,0,0,0,0,1182,288,69,237,67,61,177,22,112,2,49,28,0,5,25,0,21,1,0,2,3,5,0,1,1,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Amateurspalet,0603::SB8,2282 HM,1649,1194,3,1,0,2,4,1103,93,0,0,0,2,0,0,1200,220,68,247,102,109,162,26,97,1,58,45,3,4,9,1,28,4,0,1,2,6,1,0,0,0,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0603::SB9,2284 DP,650,1143,7,1,0,5,17,1049,90,0,0,0,5,0,0,1156,275,73,177,90,95,155,15,105,4,36,35,0,5,46,3,18,0,0,0,3,5,1,0,0,0,2
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Belvédère Rijswijk,0603::SB10,2283 XM,1908,1292,5,3,0,1,7,1202,90,0,0,1,0,0,0,1299,244,83,311,103,98,130,19,100,5,59,62,1,1,36,1,26,0,0,1,6,5,0,0,0,1,0
Dordrecht,Rijswijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dep. Elsenburgschool,0603::SB11,2283 EG,1069,908,1,3,0,0,2,820,91,0,0,0,1,0,0,913,255,56,117,42,105,108,21,93,8,41,27,0,0,2,1,27,0,0,0,4,0,0,1,0,0,0
