contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vrije Evangelische Gemeente,0302::SB1,,1699,1574,6,0,0,0,16,1408,156,0,0,0,0,0,0,1580,355,46,121,53,301,106,218,68,186,45,19,0,4,0,2,41,0,0,0,4,0,1,0,1,2,1,0
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum ""De Bunterhoek""",0302::SB2,,1558,1205,3,3,0,0,10,1087,114,0,0,0,0,0,0,1211,202,28,111,44,219,47,191,38,270,16,14,4,4,0,1,9,0,0,0,5,0,0,0,1,0,0,1
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ds. A. van Stuijvenbergschool,0302::SB3,,1581,1521,0,2,0,0,24,1359,140,0,0,0,0,0,0,1523,226,44,176,67,241,65,188,30,380,29,44,0,6,2,0,11,0,0,0,6,1,1,0,0,3,0,1
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Chr. basisschool ""Da Costa""",0302::SB4,,1452,1363,0,2,0,0,3,1267,95,0,0,0,0,0,0,1365,235,39,215,79,227,57,192,45,177,17,30,4,12,11,0,15,0,0,1,3,0,0,0,0,2,0,2
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Chr. basisschool ""De Bron""",0302::SB5,,1757,1545,0,4,0,0,1,1423,125,0,0,0,0,0,0,1549,253,33,181,53,337,86,282,35,211,14,35,0,6,3,0,8,0,0,1,3,0,0,0,1,3,0,0
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Chr. basisschool ""De Morgenster""",0302::SB6,,1429,1140,1,4,0,3,0,1049,99,0,0,0,3,0,0,1148,172,36,158,63,189,42,200,27,181,17,31,0,6,5,0,10,1,0,0,0,0,1,0,0,1,0,0
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Chr. ZMLK-school ""De Wingerd""",0302::SB7,,1418,1254,2,1,0,0,5,1146,106,0,0,0,0,0,0,1257,223,36,95,53,204,86,214,33,229,23,28,1,3,2,2,16,0,0,1,1,0,1,0,0,3,0,0
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Montessorischool ""De Ontdekking""",0302::SB8,,1400,1165,0,0,0,0,1,1066,98,0,0,0,0,0,0,1165,174,37,122,81,158,58,155,59,241,16,24,0,4,5,0,20,0,0,0,5,0,0,0,1,4,0,1
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Chr. basisschool ""Petra""",0302::SB9,,1430,1207,1,0,0,0,1,1100,107,0,0,0,0,0,0,1208,154,27,156,78,232,64,179,55,187,14,30,0,1,8,1,16,0,0,0,2,0,0,0,0,2,0,1
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Boaz-Jachinschool,0302::SB10,,1589,1456,4,2,0,0,2,1268,192,0,0,0,0,0,0,1462,108,7,60,14,158,18,85,13,948,12,11,1,5,0,1,13,1,0,0,1,0,0,0,0,0,0,0
Arnhem,Nunspeet,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dislocatie Da Costaschool Elspeet,0302::SB11,,1665,1521,0,0,0,0,10,1313,198,0,0,0,0,0,0,1521,126,7,71,18,189,15,116,8,927,17,8,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0
