contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Hof van Twente,1735::SB1,7471 DK,1237,1732,2,7,0,1,0,1576,166,0,0,0,1,0,0,1742,432,127,226,139,302,214,25,124,5,39,40,0,4,20,2,27,0,0,0,3,2,0,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum de Stoevelaar,1735::SB2,7471 AB,1197,949,2,2,0,0,2,887,64,0,0,0,0,0,0,953,217,105,80,117,158,123,11,48,7,16,32,0,7,6,0,14,0,1,0,3,0,1,3
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau o.b.s. De Whee, locatie de Wiekslag",1735::SB3,7471 EL,1235,1117,3,3,0,0,0,1015,108,0,0,0,0,0,0,1123,210,93,162,122,197,117,24,67,4,23,37,3,6,31,0,14,0,0,0,7,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SG De Waerdenborch,1735::SB4,7471 EP,1264,849,1,5,0,0,3,793,59,0,0,0,0,0,0,855,158,76,161,111,118,85,14,40,0,13,30,1,7,23,0,7,0,0,0,4,0,0,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentr. De Bebsel,1735::SB5,7471 CH,1264,969,0,1,0,0,0,900,70,0,0,0,0,0,0,970,216,67,128,97,237,93,5,53,4,13,26,0,3,2,0,20,0,0,0,4,0,0,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Villa 70, 't Gijminkhuis",1735::SB6,7471 KP,1128,947,0,3,0,0,4,862,84,0,0,0,0,0,0,950,135,59,167,139,167,104,18,61,3,12,30,2,3,33,1,9,0,0,1,1,0,0,2
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine sporthal de Mossendam,1735::SB7,7471 SE,1340,1031,1,1,0,1,0,947,87,0,0,0,1,0,0,1034,301,77,87,72,229,121,16,56,2,14,29,0,5,0,2,17,0,0,0,1,0,0,2
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WOZOCO/woon- zorgcentrum,1735::SB8,7478 XN,1094,985,2,1,0,1,1,932,56,0,0,0,1,0,0,989,260,91,89,106,175,136,13,49,2,18,28,1,6,0,0,10,0,0,0,0,0,1,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel centrum het Beaufort,1735::SB9,7475 AG,1436,1275,1,2,0,2,6,1158,112,0,0,2,0,0,0,1276,448,76,133,71,208,153,17,65,14,21,26,3,5,1,0,24,2,0,1,3,0,4,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw  'n Veern hof,1735::SB10,7475 BW,1189,1000,0,2,0,0,6,907,90,0,1,0,1,0,0,1003,363,68,131,60,170,95,13,37,2,17,25,1,2,0,0,13,1,0,0,1,0,0,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtgebouw Stokkum,1735::SB11,7475 MV,646,551,0,1,0,1,4,483,66,0,0,0,1,0,0,553,168,40,41,27,160,44,7,28,0,8,16,0,2,1,1,5,0,0,0,3,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS Elserike,1735::SB12,7475 TT,596,560,0,0,0,0,0,560,0,0,0,0,0,0,0,560,145,16,55,23,169,44,30,19,33,9,4,0,1,0,0,10,0,0,0,2,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau obs Brookschole,1735::SB13,7475 PW,479,422,1,0,0,0,1,381,41,0,0,0,0,0,0,423,163,15,33,17,115,24,7,14,9,5,10,0,2,0,0,6,0,0,0,1,0,0,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgvoorziening Anholtskamp,1735::SB14,7475 CZ,1181,943,2,1,0,0,2,880,64,0,0,0,0,0,0,946,265,82,84,72,199,119,10,42,7,10,32,1,1,2,1,15,0,0,0,0,0,0,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau gemeenschapscentrum de Pol,1735::SB15,7497 LD,1432,1205,0,2,0,0,0,1069,138,0,0,0,0,0,0,1207,269,19,87,61,612,65,8,32,4,3,23,1,2,0,0,15,0,1,1,2,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum Esbrook,1735::SB16,7495 TC,310,269,0,0,0,0,0,235,34,0,0,0,0,0,0,269,83,10,32,6,66,37,4,11,1,5,6,0,0,0,0,8,0,0,0,0,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum  't Kempke,1735::SB17,7495 RL,592,482,1,1,0,0,1,421,62,0,0,0,0,0,0,484,122,4,35,14,242,28,5,18,1,3,4,0,1,0,0,4,0,0,0,1,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum De Marke,1735::SB18,7496 PP,955,1050,0,3,0,1,4,951,99,0,0,0,1,0,0,1054,271,23,81,53,464,69,3,32,4,3,25,1,3,0,2,12,0,0,1,3,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum De Hoff,1735::SB19,7495 TW,234,175,0,0,0,0,2,163,10,0,0,0,0,0,0,175,53,3,13,3,64,20,6,5,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiehuis,1735::SB20,7491 AB,1058,1137,3,1,0,0,7,1053,81,0,0,0,0,0,0,1141,339,59,101,88,286,127,9,55,0,17,28,0,4,0,2,18,1,0,1,2,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PC Basisschool Rannink,1735::SB21,7491 EA,1503,1322,1,3,0,0,3,1222,101,0,0,0,0,0,0,1326,363,63,109,122,328,172,9,78,0,15,22,1,2,0,2,29,0,0,0,3,1,2,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Erve Hooyerinck,1735::SB22,7491 DP,1145,1337,0,2,0,0,2,1232,105,0,0,0,0,0,0,1339,358,71,108,102,335,165,24,83,0,27,34,2,3,0,3,19,0,0,0,3,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Wieken,1735::SB23,7491 BD,1034,805,2,2,0,1,12,745,51,0,0,1,0,0,0,808,220,35,52,66,236,83,18,36,3,21,20,1,1,0,0,10,0,0,1,1,1,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Herfstzon,1735::SB24,7471 RG,1126,591,2,1,0,1,0,552,43,0,0,0,1,0,0,595,108,55,98,84,93,56,2,37,1,5,24,0,5,7,0,12,1,0,0,2,0,1,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel centrum Herberg de Pol,1735::SB25,7478 AG,841,698,0,0,0,1,10,626,63,0,0,0,1,0,0,699,144,77,40,82,133,113,8,51,1,22,12,0,2,0,0,10,1,0,0,1,0,0,1
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RK Petrusschool,1735::SB26,7496 AH,847,531,0,0,0,0,4,481,46,0,0,0,0,0,0,531,151,6,53,45,205,28,4,14,0,0,10,0,3,0,0,11,0,0,0,1,0,0,0
Zwolle,Hof van Twente,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Toonladder,1735::SB27,7491 EA,1268,831,1,3,0,0,3,830,2,0,0,0,0,0,0,835,248,41,80,57,183,125,8,45,1,9,17,1,2,0,3,7,0,1,1,2,0,0,0
