contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0736::SB1,3641 AL,1749,1901,3,3,0,0,6,1710,191,0,0,0,0,0,0,1907,618,71,244,89,295,187,44,113,22,57,60,2,9,23,5,47,1,0,2,6,3,1,0,0,0,2
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek AVV,0736::SB2,3641 JW,2058,1711,3,4,0,1,1,1532,186,0,0,0,1,0,0,1719,484,55,265,95,225,169,42,128,21,53,57,5,9,48,3,42,1,0,0,5,2,1,0,0,0,1
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal Driehuis,0736::SB3,3648 BN,2106,1435,1,0,0,0,4,1277,154,0,0,1,0,0,0,1435,423,66,228,88,192,139,44,79,15,44,62,4,9,1,1,35,1,0,0,2,0,1,1,0,0,0
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Verenigingsgebouw ""Ons Streven""",0736::SB4,1427 AK,1114,912,0,1,0,0,4,818,91,0,0,0,0,0,0,913,335,25,125,39,146,76,13,45,10,34,35,0,4,4,1,12,0,1,1,5,0,0,1,0,0,0
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Springbok,0736::SB5,1426 AG,716,625,1,2,0,0,0,558,70,0,0,0,0,0,0,628,248,26,77,8,129,53,10,29,7,20,10,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau voormalig de Hoeksteen,0736::SB6,3641 ML,1411,1163,0,1,0,1,1,1057,107,0,0,0,1,0,0,1165,339,53,137,63,158,127,34,80,16,28,38,2,6,41,2,30,0,2,0,4,1,0,1,1,0,0
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Veenlanden College,0736::SB7,3641 XR,1505,1406,0,3,0,0,0,1281,128,0,0,0,0,0,0,1409,539,52,103,59,174,199,41,104,9,23,43,2,9,6,1,38,0,1,0,1,0,0,0,0,0,2
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Trekvogel,0736::SB8,3641 BC,1868,1530,0,2,0,0,2,1390,140,0,0,0,0,0,0,1532,499,71,205,64,198,166,48,95,13,45,42,2,8,17,0,44,0,1,1,6,4,0,0,1,0,0
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS Molenland,0736::SB9,3642 BN,2270,1986,1,2,0,2,3,1793,195,0,0,0,2,0,0,1991,647,77,242,96,268,248,62,130,12,54,50,7,13,28,1,39,1,0,2,6,1,2,0,0,0,0
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Maria Oord,0736::SB10,3645 DH,1742,1444,2,6,0,0,6,1294,152,0,0,0,0,0,0,1452,483,46,172,66,199,145,55,66,50,50,52,3,4,5,6,37,2,0,0,2,0,1,0,0,0,0
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kids College,0736::SB12,3648 HC,1798,1421,4,2,0,0,3,1288,136,0,0,0,0,0,0,1427,444,44,194,66,235,155,63,79,10,37,34,3,12,7,3,27,1,0,0,3,1,1,0,1,0,1
Utrecht,De Ronde Venen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau NH Verenigingsgebouw,0736::SB13,3645 DL,1875,1363,2,1,0,0,1,1179,186,0,0,0,0,0,0,1366,576,39,173,29,163,116,59,44,62,30,25,3,4,0,1,33,0,1,0,0,1,2,0,0,0,2
