contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0285::SB1,7391 KA,1091,1391,4,6,0,0,12,1250,139,0,0,0,0,0,0,1401,487,81,86,81,224,201,41,72,20,28,34,1,4,3,2,18,1,0,0,2,0,0,0,1,2,1,1
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Voorst,0285::SB2,7383 CG,845,674,0,3,0,0,2,628,47,0,0,0,0,0,0,677,166,46,83,56,127,89,8,37,4,22,20,1,2,0,1,9,0,0,0,2,0,0,0,0,0,0,1
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 'De Benring',0285::SB3,7383 XC,1088,897,0,3,0,0,4,840,56,0,0,0,0,0,0,900,231,96,131,63,157,84,23,35,4,23,30,1,4,0,0,6,0,1,1,1,0,1,0,1,4,0,0
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Multifunctioneel Centrum 'De Pauw',0285::SB4,7382 CC,1044,910,0,0,0,0,3,812,95,0,0,0,0,0,0,910,237,40,85,78,253,86,18,31,12,16,31,3,3,0,0,13,0,0,0,2,0,0,0,2,0,0,0
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openb basisschool Wilp-Achterhoek,0285::SB6,7384 DE,724,614,1,4,0,0,2,558,59,0,0,0,0,0,0,619,171,14,63,17,211,52,7,28,12,7,15,0,3,0,2,8,1,0,0,2,0,1,0,0,0,0,0
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 'Bethel',0285::SB7,7384 CS,946,560,2,1,0,0,0,529,34,0,0,0,0,0,0,563,197,24,53,31,109,75,6,24,3,8,18,1,1,0,0,7,1,0,0,1,0,1,0,0,0,0,0
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 'de Pompe',0285::SB8,7384 BD,926,783,0,0,0,0,0,719,64,0,0,0,0,0,0,783,264,44,77,82,101,91,11,51,4,16,21,2,1,0,0,15,1,0,0,0,0,2,0,0,0,0,0
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Schoolgebouw 'Wilpse Dijk',",0285::SB9,7391 JM,1118,693,0,0,0,0,2,639,52,0,0,0,0,0,0,693,180,50,41,66,94,115,10,74,3,23,17,1,1,0,1,12,1,0,0,4,0,0,0,0,0,0,0
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek,0285::SB10,7391 DH,1398,1091,1,5,0,0,0,1037,60,0,0,0,0,0,0,1097,266,72,121,117,173,148,10,52,5,28,61,3,5,13,0,16,0,0,0,0,0,0,0,1,0,0,0
Arnhem,Voorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Martinusschool,0285::SB11,7391 AN,1034,959,2,3,0,0,2,891,70,0,0,1,0,1,0,963,256,55,61,117,176,107,13,72,11,15,48,1,8,4,0,13,1,0,0,0,0,0,0,0,0,0,1
