contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Willemschool,0164::SB1,7551 BT,1596,1367,0,6,0,0,12,1246,115,0,0,0,0,0,0,1373,327,76,129,208,143,176,28,157,8,33,24,1,4,10,1,31,1,1,1,4,1,3,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau TMZ zorgcomplex Het Borsthuis,0164::SB2,7555 SH,1520,1086,0,2,0,3,8,995,88,0,0,0,3,0,0,1091,258,83,103,96,169,150,20,107,1,37,24,2,5,4,0,22,0,0,0,4,0,1,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Het Woolde,0164::SB3,7555 DR,1695,1593,1,7,0,0,4,1478,119,0,0,0,0,0,0,1601,308,133,155,179,311,234,32,129,6,19,39,2,4,12,3,21,1,1,0,3,0,0,1
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Weidedorp - Woolderes,0164::SB4,7556 TM,1648,1338,3,5,0,1,9,1227,111,0,0,0,1,0,0,1347,265,75,139,221,183,167,24,127,4,35,19,2,5,37,2,22,0,2,0,6,1,1,1
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Kuyperschool,0164::SB5,7556 ET,1738,1420,0,4,0,0,1,1325,99,0,0,0,0,0,0,1425,264,112,155,188,226,171,33,147,5,46,25,0,2,13,2,21,1,1,0,5,0,3,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Hengelose Es (A),0164::SB6,7556 LN,1407,1123,0,3,0,0,5,1016,105,0,0,0,0,0,0,1126,190,64,163,181,124,143,35,78,3,31,13,3,0,68,3,21,0,0,0,2,0,1,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Hengelose Es (B),0164::SB7,7556 LN,1527,1370,5,10,0,0,6,1271,108,0,0,0,0,0,0,1385,216,65,219,261,157,144,27,107,4,32,28,0,11,63,3,22,2,0,1,5,2,1,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingsruimte Thiemsbrug,0164::SB8,7556 CH,1757,1482,4,4,0,0,8,1382,100,0,0,0,0,0,0,1490,295,100,142,197,282,195,34,102,2,31,53,1,2,12,1,19,0,3,1,6,1,1,2
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Carintreggeland Huis Bellinckborg,0164::SB9,7556 HV,1713,1211,2,1,0,1,0,1109,106,0,0,0,1,0,0,1215,255,74,130,163,231,155,25,63,1,29,41,2,6,16,2,13,1,1,0,2,0,0,1
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Carintreggeland Huis Backenhagen,0164::SB10,7557 KE,1484,1196,2,2,0,0,10,1085,105,0,0,0,0,0,0,1200,215,51,159,176,237,112,26,81,4,25,32,1,6,34,0,33,0,0,0,2,0,2,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Sterrentuin,0164::SB11,7557 XV,1602,1125,0,8,0,1,4,1046,84,0,0,0,1,0,0,1134,131,64,173,127,187,135,22,68,1,27,30,0,8,132,0,12,1,0,0,5,1,0,1
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scholengemeenschap Beyaert,0164::SB12,7557 CC,1185,1060,2,1,0,0,5,962,96,0,0,0,0,0,0,1063,284,65,76,98,174,169,18,100,0,28,14,2,4,3,0,20,0,0,0,5,0,0,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau VSO 't Korhoen,0164::SB13,7557 PC,1432,1133,1,3,0,5,5,1023,114,0,0,0,5,0,0,1142,189,74,135,127,237,169,19,90,2,31,23,1,0,12,3,17,0,0,1,3,0,0,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scholengemeenschap Beyaert,0164::SB14,7557 RH,1602,1105,0,3,0,0,7,1017,84,0,0,0,0,0,0,1108,146,51,170,161,202,110,23,98,0,41,8,1,1,56,3,23,1,1,0,7,1,0,1
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Carintreggeland Huis 't Gerbrand,0164::SB15,7557 TP,1406,886,1,3,0,0,4,828,58,0,0,0,0,0,0,890,118,40,146,118,148,118,14,68,0,25,22,0,2,32,0,22,0,1,1,5,1,1,4
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Zevensprong,0164::SB16,7552 MT,923,717,3,4,0,0,0,653,71,0,0,0,0,0,0,724,79,52,85,103,149,70,33,72,5,25,12,0,3,16,1,8,0,0,1,1,0,1,1
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum 't Swafert,0164::SB17,7552 ZB,944,675,0,3,0,3,2,637,42,0,0,0,3,0,0,681,56,57,83,122,148,59,28,37,0,14,26,1,4,26,0,13,0,0,0,0,1,0,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Tempel,0164::SB18,7552 JZ,1631,1054,3,9,0,1,0,987,80,0,0,0,1,0,0,1067,104,72,155,183,197,77,43,92,3,41,33,0,4,30,2,9,0,0,3,5,0,1,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Drienermarke,0164::SB19,7552 HE,1743,1899,6,7,0,0,6,1740,166,0,0,0,0,0,0,1912,355,143,170,179,311,287,72,213,5,59,35,1,8,24,2,29,0,0,0,5,1,0,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Humanitas,0164::SB20,7552 DN,1827,1469,1,11,0,1,1,1349,130,0,0,1,0,0,0,1480,325,97,173,148,250,216,37,116,2,38,30,1,0,5,0,24,0,1,0,4,2,0,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA/Brede School 't Berflo,0164::SB22,7552 VG,1435,1125,4,0,0,0,4,1037,88,0,0,0,0,0,0,1129,172,64,153,163,100,131,23,91,3,48,36,0,3,100,2,22,1,1,0,11,1,0,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nivoncentrum Hengelo,0164::SB23,7553 LB,1700,1449,3,5,0,2,5,1339,115,0,0,0,2,0,0,1459,246,78,282,199,186,145,19,120,4,36,45,1,5,47,1,25,0,1,0,4,0,3,2
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingsruimte Berflohoes,0164::SB24,7553 LG,1520,1109,0,4,0,16,1,1035,61,0,0,16,0,0,0,1097,179,74,153,181,143,120,23,102,4,32,32,0,3,30,2,23,1,0,1,3,1,0,2
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ROC van Twente,0164::SB25,7553 VZ,1514,1227,4,4,0,1,7,1155,74,0,0,0,1,0,0,1236,192,75,163,168,153,189,27,121,0,46,21,1,6,34,2,16,1,0,2,7,3,0,0
Zwolle,Hengelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum 't Lansink,0164::SB26,7553 BS,1415,1331,1,1,0,0,1,1242,90,0,0,0,0,0,0,1333,241,114,113,216,168,199,18,150,3,42,28,1,5,15,0,12,1,0,0,4,0,0,1
