contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Raadhuis,0928::SB1,6461 EB,1506,1331,1,13,0,0,9,1200,136,0,0,0,0,0,0,1345,256,80,255,175,219,110,6,82,3,40,68,1,1,5,2,22,0,0,2,2,0,1,1
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Kapelhof,0928::SB2,6461 EH,1004,640,0,5,0,0,6,569,70,0,0,0,0,0,0,645,99,37,117,93,130,43,6,52,0,20,26,0,0,2,1,13,1,0,0,0,0,0,0
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Diabolo,0928::SB3,6461 EX,1251,978,1,4,0,0,2,899,82,0,0,0,0,0,0,983,136,48,240,183,126,71,7,58,1,34,43,0,3,5,1,16,0,0,1,5,0,0,0
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Schatkist,0928::SB4,6462 HC,1346,891,4,4,0,0,2,805,92,0,0,0,0,0,0,899,97,32,274,206,68,51,2,54,0,21,53,4,3,3,0,14,3,0,0,3,1,1,1
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Vroenhof,0928::SB5,6462 VA,1353,877,4,7,0,0,0,806,82,0,0,0,0,0,0,888,104,31,267,173,91,38,2,43,2,29,59,2,4,21,1,9,0,0,0,1,0,0,0
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café Ackens,0928::SB6,6462 CS,830,531,0,2,0,0,1,468,64,0,0,0,0,0,0,533,73,13,179,111,52,34,2,20,0,18,13,0,4,2,0,10,0,0,0,0,0,0,0
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café Ejen Bouwerweij,0928::SB7,6462 CP,1186,859,1,6,0,0,1,786,79,0,0,0,0,0,0,866,79,16,322,179,71,51,13,46,0,21,39,0,5,2,4,9,1,0,0,1,0,0,0
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Catharinahoes,0928::SB8,6461 JK,1609,1179,3,1,0,2,2,1082,101,0,0,0,2,0,0,1185,170,62,257,218,175,93,3,73,1,39,58,3,0,2,1,20,0,0,2,2,0,0,0
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool St. Ursula,0928::SB9,6461 BS,1107,909,1,6,0,0,1,838,77,0,0,0,0,0,0,916,142,30,207,172,122,55,5,54,0,24,50,0,2,10,1,27,1,0,3,4,0,0,0
Maastricht,Kerkrade,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School de Steltloper,0928::SB10,6463 VZ,813,808,4,4,0,0,2,715,99,0,0,0,0,0,0,816,56,46,309,169,46,39,4,43,0,16,49,3,0,16,2,9,0,0,1,0,0,0,0
