contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis ingang Raadhuisplein,0917::SB1,,2032,2034,6,9,0,2,25,1857,169,0,0,0,2,0,0,2051,343,131,281,294,214,249,20,235,3,106,41,1,6,18,6,57,9,1,2,11,1,4,1
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Douvenrade,0917::SB2,,969,679,2,0,0,0,8,615,59,0,0,0,1,0,0,682,139,27,88,89,145,77,7,48,1,8,36,0,1,0,0,12,0,0,1,0,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Trefcentrum 't Loon,0917::SB4,,2040,1355,5,6,0,2,5,1245,118,0,0,0,2,0,0,1368,127,55,318,315,112,120,8,90,3,61,57,1,5,44,2,28,0,1,2,5,0,1,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De TWEE gezusters,0917::SB6,,1522,1170,3,5,1,0,3,1083,91,0,0,1,0,0,0,1177,215,58,153,186,146,142,19,102,2,52,57,1,0,2,5,23,0,0,0,6,0,0,1
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bernardinuscollege,0917::SB7,,1659,1285,4,1,0,0,11,1128,151,0,0,0,0,0,0,1290,357,59,62,127,148,259,9,155,1,46,22,0,9,4,1,20,0,1,0,5,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool St. Tarcisius,0917::SB10,,1561,1255,3,2,1,2,5,1164,94,0,0,0,3,0,0,1263,189,80,123,206,118,215,13,154,1,62,36,2,0,6,4,38,1,0,0,6,0,1,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MEE Zuid-Limburg,0917::SB11,,945,868,2,2,0,0,4,784,86,0,0,0,2,0,0,874,224,39,70,85,151,115,9,87,1,28,41,0,1,0,0,14,0,1,0,2,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum St. Anna,0917::SB12,,1849,1606,1,1,0,0,5,1455,148,0,0,0,0,0,0,1608,361,81,172,215,245,222,5,116,0,69,75,4,5,3,2,25,1,0,2,3,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Plataan,0917::SB14,,351,167,0,1,0,0,4,143,21,0,0,0,0,0,0,168,29,8,21,20,36,16,1,19,0,5,8,0,0,0,1,1,0,0,0,2,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Oranjehof,0917::SB16,,1688,1188,2,2,0,0,3,1082,107,0,0,0,0,0,0,1192,145,43,245,296,134,90,20,66,1,48,63,0,2,16,2,12,1,0,0,1,3,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Caumerbron,0917::SB17,,2273,1956,1,13,0,4,2,1783,189,0,0,0,4,0,0,1974,182,73,454,511,178,159,13,136,1,81,101,2,10,14,1,31,0,0,1,4,0,3,1
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vitalis Parc Imstenrade,0917::SB18,,1800,1180,4,1,0,0,10,1044,131,0,0,0,0,0,0,1185,314,65,153,95,225,133,4,69,0,43,44,1,4,5,0,19,2,0,0,2,1,0,1
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau A GENE BEK,0917::SB19,,1737,1213,3,5,0,0,9,1102,110,0,0,0,0,0,0,1221,254,61,133,181,132,180,13,112,0,61,45,1,2,3,2,28,1,0,1,3,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BMV Molenberg,0917::SB22,,2130,1488,1,10,0,1,3,1354,143,0,0,0,1,0,0,1500,164,35,418,316,106,119,14,113,0,63,78,4,1,25,2,22,1,0,0,6,0,0,1
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Bergweide,0917::SB23,,881,483,2,1,0,1,2,431,54,0,0,0,1,0,0,487,42,20,80,90,84,36,4,40,1,26,27,1,2,21,1,6,0,0,1,1,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Schaesbergerveld,0917::SB25,,1787,1224,4,3,0,0,3,1091,126,0,0,11,0,0,0,1220,110,42,311,284,86,97,11,85,4,52,51,0,6,41,3,28,0,0,2,4,4,3,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Residentie de Goseling,0917::SB26,,1130,628,4,4,0,3,1,576,62,0,0,0,3,0,0,639,32,24,219,175,30,19,1,34,0,26,25,0,1,21,1,17,0,0,0,1,2,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scouting St. Jan Baptist,0917::SB27,,1122,670,0,1,0,0,1,611,59,0,0,0,0,0,0,671,30,28,238,171,34,26,2,43,0,32,28,0,1,24,1,6,0,1,0,3,2,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Regenboog,0917::SB29,,930,664,0,2,0,1,2,603,62,0,0,0,1,0,0,667,73,16,215,146,63,22,4,37,0,36,23,3,3,15,0,4,2,0,0,1,1,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Juphuis,0917::SB30,,1273,841,1,10,0,0,3,766,83,0,0,0,0,0,0,852,71,31,190,241,51,62,6,62,1,31,37,3,1,33,1,12,0,0,1,2,1,2,2
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kinderopvang Humanitas,0917::SB31,,1226,760,1,7,0,0,2,696,68,0,0,2,0,0,0,766,51,37,154,198,48,58,6,87,2,31,23,1,3,32,3,16,1,2,0,1,6,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultuurhuis Heerlen,0917::SB32,,1269,976,5,5,0,0,7,896,83,0,0,0,0,0,0,986,102,31,258,232,63,86,8,73,2,31,49,0,2,8,2,19,2,1,1,4,0,2,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Frans Postma,0917::SB33,,1414,1041,1,3,0,0,3,900,142,0,0,0,0,0,0,1045,105,37,337,235,89,59,1,49,3,27,51,0,4,9,2,29,1,0,0,2,0,0,1
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ouderencentrum Hooghendael,0917::SB34,,1117,692,1,2,0,0,1,610,84,0,0,0,0,0,0,695,91,30,179,138,86,44,5,31,0,21,54,1,1,2,0,9,0,0,0,0,0,0,0
Maastricht,Heerlen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Ter Eyck,0917::SB35,,2155,1704,2,18,0,3,2,1551,174,0,0,0,3,0,0,1727,161,52,534,373,173,90,14,94,7,39,94,4,7,24,3,28,0,0,0,4,3,0,0
