contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ulrum,1663::SB1,9971 AJ,1139,877,2,0,0,0,4,794,81,0,0,0,0,0,0,879,101,42,122,89,240,38,124,30,30,20,21,1,7,0,0,9,0,1,0,1,0,1,0,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vierhuizen,1663::SB2,9975 VS,296,236,0,0,0,0,4,212,20,0,0,0,0,0,0,236,58,15,24,14,37,22,9,24,3,13,12,0,1,0,0,4,0,0,0,0,0,0,0,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zoutkamp,1663::SB3,9974 PG,1103,824,0,0,0,0,7,709,108,0,0,0,0,0,0,824,100,44,198,111,149,58,36,45,14,14,22,1,4,0,1,23,0,0,0,2,0,1,0,1
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wehe-den Hoorn,1663::SB4,9964 AA,616,515,3,0,0,0,0,501,17,0,0,0,0,0,0,518,67,50,83,85,72,55,19,29,0,18,17,3,2,0,1,11,0,0,0,3,0,0,0,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Leens,1663::SB5,9965 TD,1410,1239,1,1,0,1,4,1135,103,0,0,0,1,0,0,1242,169,65,122,126,249,63,265,66,23,38,33,3,0,0,2,11,0,1,0,3,0,0,0,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Warfhuizen,1663::SB6,9963 PH,428,299,1,0,0,0,4,273,23,0,0,0,0,0,0,300,24,24,36,28,33,30,11,62,1,42,5,0,1,0,0,2,0,0,0,0,0,0,0,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kloosterburen,1663::SB7,9977 RN,695,563,3,1,0,0,0,512,55,0,0,0,0,0,0,567,73,40,68,100,113,34,12,63,1,27,19,2,1,0,0,8,0,0,1,1,0,0,0,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kruisweg,1663::SB8,9977 PN,423,348,1,0,0,0,0,325,24,0,0,0,0,0,0,349,44,24,41,69,59,15,7,38,3,22,13,0,2,0,0,8,0,0,0,1,0,2,0,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Eenrum,1663::SB9,9967 SE,1344,1128,2,4,0,0,6,1035,93,0,0,0,0,0,0,1134,153,186,111,214,108,98,16,150,3,39,19,4,3,1,3,16,0,0,0,3,0,0,1,0
Groningen,De Marne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pieterburen,1663::SB10,9968 AL,574,449,0,1,0,0,3,414,33,0,0,0,0,0,0,450,75,52,23,66,45,44,22,67,3,36,11,0,0,0,0,5,0,0,0,0,0,0,0,0
