contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Stadhuis,0150::SB1,,1798,1992,2,2,0,0,26,1846,124,0,0,0,0,0,0,1996,371,149,135,164,92,421,46,363,4,127,26,3,7,25,3,35,2,0,1,16,1,1,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Groote-en Voorster Gasthuis,0150::SB2,,1932,1496,7,3,0,0,5,1384,117,0,0,0,0,0,0,1506,265,121,100,116,108,267,43,294,4,101,23,1,3,10,0,22,3,1,2,9,2,0,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Biljartcentrum De Dam,0150::SB3,,1440,1313,1,1,0,0,8,1204,103,0,0,0,0,0,0,1315,270,119,50,85,80,235,39,265,1,92,27,0,7,3,0,30,1,0,2,6,0,1,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis 't Hovenhuus,0150::SB4,,1793,1557,3,5,0,2,2,1468,93,0,0,2,0,0,0,1563,217,143,125,189,136,261,29,263,0,111,48,1,7,2,3,17,1,0,0,2,1,0,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Adwaita,0150::SB5,,1551,1232,0,7,0,0,6,1130,103,0,0,0,0,0,0,1239,183,100,160,150,94,172,36,186,4,51,28,0,4,40,2,18,0,0,0,2,2,0,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuinvereniging De IJssel,0150::SB6,,1690,1210,1,5,0,4,0,1135,85,0,0,0,4,0,0,1220,134,94,133,179,69,161,34,209,0,65,39,3,2,60,2,12,0,0,1,7,0,5,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Partycentrum De Horst,0150::SB7,,1960,1619,0,5,0,0,10,1536,78,0,0,0,0,0,0,1624,248,152,108,134,105,313,55,264,11,100,29,2,0,64,1,25,0,0,0,2,1,4,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cees Wilkeshuisschool,0150::SB8,,1977,1640,6,4,0,0,0,1549,101,0,0,0,0,0,0,1650,179,156,271,264,138,203,26,183,9,67,66,1,3,60,1,6,0,1,1,1,2,2,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woon- en zorgcentrum St.Jurriën,0150::SB9,,1721,1200,5,5,0,0,1,1207,2,0,0,0,0,0,0,1210,172,106,183,156,124,164,28,117,7,51,42,1,2,10,2,21,0,0,3,6,0,3,2
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Enkhuis,0150::SB11,,2714,1745,2,16,0,2,4,1618,143,0,0,0,2,0,0,1765,210,150,206,202,73,264,28,250,0,58,36,3,5,239,2,7,2,0,3,5,0,2,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Paladijn,0150::SB13,,1986,1504,2,13,0,10,7,1389,133,0,0,0,10,0,0,1529,142,135,185,192,68,197,35,252,4,78,27,1,0,152,1,18,1,2,4,8,0,1,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuin De Driehoek,0150::SB14,,1769,1325,1,13,0,0,7,1243,89,0,0,0,0,0,0,1339,141,106,185,172,57,179,35,194,6,73,41,0,5,87,4,30,0,1,0,6,0,2,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Kleine Planeet,0150::SB15,,1116,705,0,1,0,1,1,655,49,0,0,1,0,0,0,705,88,70,130,79,50,60,20,106,4,23,26,2,3,29,3,9,2,0,0,1,0,0,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woon- en zorgcentrum De Bloemendal,0150::SB16,,1415,1263,1,14,0,8,2,1222,62,0,0,0,8,0,0,1286,198,140,159,168,145,125,28,137,3,32,59,0,0,38,2,18,0,0,0,5,1,3,2
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Thomas Wildey,0150::SB17,,1931,1312,5,5,1,0,1,1237,85,0,0,0,1,0,0,1323,231,140,141,180,108,179,19,161,4,45,59,0,2,14,0,17,3,0,1,4,1,1,2
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubhuis FC RDC,0150::SB18,,1232,789,1,0,0,0,0,730,60,0,0,0,0,0,0,790,112,72,112,111,77,86,31,81,9,27,28,0,7,23,1,6,1,0,1,2,1,1,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bejaardencentrum Ludgerus,0150::SB19,,1893,1343,5,7,0,0,2,1276,77,0,0,0,0,0,0,1355,173,137,170,159,181,170,34,138,4,51,46,1,1,57,1,16,1,0,0,3,0,0,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woon- en zorgcentrum Humanitas,0150::SB20,,1371,1144,2,13,0,0,2,1064,93,0,0,0,0,0,0,1159,113,104,176,148,97,116,19,139,1,35,39,0,0,126,3,16,0,0,1,6,3,1,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Kroon,0150::SB21,,1555,1124,5,9,0,0,5,1054,79,0,0,0,0,0,0,1138,114,115,230,174,76,122,31,111,3,24,42,1,6,45,3,16,2,0,1,6,0,0,2
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Finse Hof,0150::SB22,,1686,1243,2,5,0,4,3,1168,83,0,0,0,4,0,0,1254,123,118,227,181,93,132,31,141,3,44,47,2,3,72,0,15,3,1,0,5,2,0,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Grand Café, Sint Jozef Verpleeghuis",0150::SB23,,1288,952,1,6,0,0,3,882,74,0,0,0,0,0,0,959,205,102,59,78,92,168,34,130,3,31,20,0,1,7,1,9,9,1,0,0,1,0,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuin Rivierenwijk,0150::SB24,,1327,716,0,0,0,0,0,650,66,0,0,0,0,0,0,716,50,43,211,57,18,42,6,44,1,26,12,0,3,195,0,4,0,0,0,2,2,0,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Huis van de Wijk,0150::SB25,,1496,1125,3,0,0,0,4,1040,84,0,0,0,0,0,0,1128,108,57,131,119,51,109,30,82,4,24,15,2,8,362,3,8,0,0,0,8,4,0,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Saxion Hogeschool,0150::SB26,,889,880,1,1,0,0,17,786,80,0,0,0,1,0,0,883,137,80,63,72,44,206,26,152,0,31,15,1,2,20,1,9,0,0,1,17,2,1,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Wijk 16,0150::SB27,,1130,1028,1,2,0,0,5,940,89,0,0,0,3,0,0,1034,170,115,182,122,71,114,23,86,0,44,25,0,7,53,2,10,0,0,0,3,0,0,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PW Janssen Verpleeghuis,0150::SB28,,1424,1219,0,6,0,0,1,1123,101,0,0,0,0,0,0,1225,178,90,196,155,96,134,40,117,8,40,57,4,8,55,0,25,1,0,2,4,3,3,3
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Leeuwenkuil,0150::SB29,,1884,2004,3,11,0,0,5,1853,162,0,0,0,2,0,0,2020,221,180,278,287,148,283,102,236,8,65,89,5,4,36,3,31,1,1,4,17,0,2,3
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SV Colmschate'33,0150::SB30,,1534,929,1,2,0,0,2,882,48,0,0,0,0,0,0,932,232,90,82,91,113,124,23,94,1,24,23,0,1,13,2,9,1,0,2,3,0,0,1
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Vijfhoek,0150::SB31,,1537,1276,0,1,0,0,2,1272,3,0,0,0,0,0,0,1277,279,100,101,125,116,203,33,146,0,43,42,1,3,58,3,15,0,1,0,5,0,0,2
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool De Wiz@rd,0150::SB32,,1354,1521,2,0,0,17,12,1362,132,0,0,17,0,0,0,1506,373,140,121,140,130,277,41,171,4,38,32,2,1,30,0,13,1,0,3,4,0,0,0
Zwolle,Deventer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gezondheidscentrum Spikvoorde,0150::SB33,,1908,1359,2,5,0,0,3,1246,117,0,0,0,0,0,0,1366,349,83,139,121,97,217,48,130,7,22,33,4,5,74,0,19,2,0,1,3,3,0,2
