contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Het Akkoord,0717::SB1,,1288,1059,2,1,0,1,28,920,115,0,0,0,1,0,0,1063,288,60,59,56,166,134,67,77,60,37,24,1,2,0,0,20,0,0,0,6,1,1,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw De Spil,0717::SB2,,414,373,2,0,0,0,0,345,30,0,0,0,0,0,0,375,91,11,16,37,64,26,19,35,33,23,8,1,0,0,0,8,0,0,0,1,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Vrouwenpolder,0717::SB3,,842,748,1,3,0,0,15,679,58,0,0,0,0,0,0,752,191,26,67,42,121,51,83,43,56,35,15,0,3,1,0,8,0,1,0,4,0,1,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw De Zandput,0717::SB4,,1381,1202,1,0,0,1,6,1100,98,0,0,0,1,0,0,1204,207,60,84,75,295,82,97,73,150,33,18,3,2,0,0,20,1,0,0,2,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Amicitia,0717::SB5,,1096,985,0,1,0,1,8,865,114,0,0,0,1,0,0,987,105,18,42,27,110,19,60,24,524,12,23,1,2,2,2,10,1,0,0,1,0,0,2,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Nimmerdor,0717::SB6,,1104,978,1,2,0,0,3,901,77,0,0,0,0,0,0,981,214,34,91,64,231,75,86,40,82,17,22,2,5,0,0,15,0,0,0,0,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Ons Huis,0717::SB7,,1014,937,0,3,0,0,3,822,115,0,0,0,0,0,0,940,82,14,28,13,99,14,39,14,592,10,18,0,0,0,1,11,0,0,0,2,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sportcentrum De Couburg,0717::SB8,,1369,1336,2,3,0,0,9,1214,118,0,0,0,0,0,0,1341,320,81,132,141,196,145,47,101,26,64,37,0,7,0,2,28,2,0,0,7,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WoZoCo De Brouwerij,0717::SB9,,1362,998,3,0,0,0,8,913,80,0,0,0,0,0,0,1001,238,79,74,75,199,99,47,57,26,24,37,1,6,0,0,28,1,0,0,6,1,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Klokuus,0717::SB10,,708,607,0,0,0,0,4,545,59,0,1,0,0,0,0,608,152,14,56,37,123,55,26,37,50,22,18,5,1,0,1,10,0,0,0,0,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA De Soute Schakel,0717::SB11,,1282,1102,0,3,0,1,54,926,124,0,0,1,0,0,0,1104,336,42,117,52,198,87,51,50,56,26,31,4,10,0,1,39,0,1,0,0,0,1,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Domburg,0717::SB12,,1175,1091,0,1,0,0,73,906,113,0,0,0,0,0,0,1092,375,89,84,84,124,106,16,82,39,34,29,2,4,1,4,17,0,0,0,1,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Protestants Kerkcentrum,0717::SB13,,1028,911,0,5,0,0,16,819,81,0,0,0,0,0,0,916,206,26,67,52,163,61,79,34,166,27,16,1,2,0,0,9,0,1,0,1,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Halve Maan,0717::SB14,,1003,813,0,0,0,0,9,720,84,0,0,0,0,0,0,813,210,48,34,35,120,88,70,48,107,16,20,0,4,0,0,12,0,0,0,1,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sportzaal De Bellink,0717::SB15,,956,804,1,0,0,0,0,737,68,0,0,0,0,0,0,805,163,80,87,55,124,73,31,49,90,18,17,0,3,0,1,9,0,0,0,1,0,0,3,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Westkapelle Herrijst,0717::SB16,,1143,956,0,0,0,0,19,839,98,0,0,0,0,0,0,956,212,94,122,57,135,74,44,39,105,25,25,1,3,0,1,19,0,0,0,0,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel Stembureau 1,0717::SB17,,0,150,0,0,0,0,0,140,10,0,0,0,0,0,0,150,20,12,13,9,57,8,6,8,12,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Middelburg,Veere,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel Stembureau 2,0717::SB18,,0,69,0,2,0,0,1,67,3,0,0,0,0,0,0,71,13,3,0,6,36,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
