contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1729::SB1,6271 DA,1297,1156,2,4,0,0,20,1011,133,0,2,0,2,0,0,1164,177,48,254,138,183,139,5,108,4,34,32,2,5,0,2,18,1,0,4,1,1,0,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Dr. Ackenshuis,1729::SB2,6271 EA,1039,756,1,3,0,0,6,647,107,0,0,0,0,0,0,760,123,39,157,92,131,71,3,53,4,16,42,2,0,4,0,17,0,0,0,2,0,0,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Reijmerstok,1729::SB3,6274 NK,642,482,0,0,0,0,8,426,48,0,0,0,0,0,0,482,104,23,69,31,144,23,1,36,4,18,13,0,3,0,0,7,1,0,0,4,1,0,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Wielderhoes,1729::SB4,6321 BG,1084,859,0,2,0,1,8,775,79,0,0,0,1,0,0,862,129,32,163,96,170,86,6,74,3,20,51,2,2,0,1,20,0,0,0,4,0,0,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Op de Tien Bunder,1729::SB5,6321 CP,985,858,0,0,0,0,1,778,79,0,0,0,0,0,0,858,147,46,156,117,151,66,6,44,4,24,64,4,1,0,0,22,0,0,0,5,0,0,1
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis A gen Sjoeël,1729::SB6,6281 AE,1541,1265,5,1,0,0,25,1090,156,0,0,0,0,0,0,1271,209,50,201,182,234,104,17,148,5,33,57,4,2,0,2,12,0,1,1,0,0,3,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Patronaat,1729::SB7,6285 BD,899,812,4,1,0,0,51,662,104,0,0,0,0,0,0,817,142,29,136,76,182,63,6,71,3,37,44,0,3,0,1,15,0,0,0,0,0,4,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café A gen Baan,1729::SB8,6286 CA,576,454,2,0,0,0,0,407,49,0,0,0,0,0,0,456,67,14,104,76,84,36,1,29,0,14,18,1,1,0,1,7,0,0,0,0,0,1,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis A ge Wienhoes,1729::SB9,6286 AM,571,511,1,2,0,0,1,470,43,0,0,0,0,0,0,514,96,17,76,70,87,48,10,49,0,12,37,1,0,0,0,8,0,0,0,0,0,0,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcomplex Agathahöfke,1729::SB10,6387 AL,1404,1201,2,5,0,2,2,1111,97,0,0,0,2,0,0,1210,226,51,174,142,252,116,6,107,3,29,74,0,2,2,0,12,1,0,1,3,0,0,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Wilder Tref,1729::SB11,6286 BG,391,295,0,0,0,0,3,275,17,0,0,0,0,0,0,295,41,9,54,35,33,44,1,29,0,20,19,0,0,0,0,9,0,0,0,0,0,0,1
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Fanfarezaal Berg en Dal,1729::SB12,6277 NC,533,536,0,2,0,0,75,410,53,0,0,0,0,0,0,538,117,34,79,60,93,54,2,52,0,18,14,0,1,0,0,10,0,1,0,1,0,0,0
Maastricht,Gulpen-Wittem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Klein Gulpen,1729::SB13,6271 AA,870,732,2,5,0,0,7,653,79,0,0,0,0,0,0,739,125,35,161,83,121,72,5,56,0,13,40,2,1,5,2,10,1,0,0,0,0,0,0
