contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,1711::SB1,6101CV,2123,2364,1,1,0,0,25,2085,256,0,0,0,0,0,0,2366,484,85,457,254,416,240,14,137,1,66,93,3,18,15,1,67,1,0,0,5,3,3,1
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Trefcentrum Edith Stein,1711::SB2,6101AT,1741,1178,1,3,0,0,4,1038,140,0,0,0,0,0,0,1182,211,36,253,153,203,113,7,67,4,27,37,2,16,6,1,34,0,2,1,4,0,1,0
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Egthe,1711::SB3,6101EX,1654,1087,1,8,0,0,2,988,106,0,0,0,0,0,0,1096,144,38,326,134,175,87,3,58,0,33,56,2,8,0,1,16,0,0,0,5,0,1,0
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis St Joris,1711::SB4,6101JX,2266,1512,2,2,0,0,3,1370,143,0,0,0,0,0,0,1516,190,66,375,256,207,126,10,110,1,51,72,1,5,3,1,27,0,0,0,6,5,0,0
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clublokaal De Ster,1711::SB6,6101CW,3188,2311,3,3,0,0,4,2034,279,0,0,0,0,0,0,2317,329,73,519,319,424,211,15,123,4,64,146,5,33,10,1,29,1,0,2,3,0,0,0
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw Slekker Boys,1711::SB8,6102XR,824,703,0,0,0,0,3,618,82,0,0,0,0,0,0,703,98,18,190,99,125,51,11,35,1,13,42,1,2,3,1,10,0,0,0,2,0,1,0
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Patronaat,1711::SB9,6112AL,1203,958,2,0,0,0,2,873,85,0,0,0,0,0,0,960,199,26,196,121,177,65,5,46,0,22,63,1,10,0,1,20,1,0,1,3,0,0,1
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Oos Heem,1711::SB10,6104BL,1351,1042,0,2,0,0,16,901,127,0,0,0,0,0,0,1044,162,24,294,126,185,54,7,35,1,32,88,5,5,0,1,17,0,0,1,5,0,0,0
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Maria Hoop,1711::SB11,6105AT,1032,858,4,0,0,0,1,766,95,0,0,0,0,0,0,862,146,15,231,98,173,52,3,37,1,27,46,3,6,0,1,17,0,0,0,2,0,0,0
Maastricht,Echt-Susteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Vastrada,1711::SB13,6114HG,2244,1782,0,6,0,0,5,1581,202,0,0,0,0,0,0,1788,314,59,331,201,441,170,5,80,4,64,71,1,10,4,0,23,0,0,1,0,1,2,0
