contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Gieten,1680::SB1,9461 BH,1341,1363,0,2,0,0,10,1257,98,0,0,0,0,0,0,1365,405,136,100,132,143,205,16,116,8,36,31,7,5,0,1,14,1,0,0,5,0,2
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool Gieten,1680::SB2,9460 AB,1404,1074,1,2,0,0,6,983,88,0,0,0,0,0,0,1077,276,97,88,122,125,161,23,87,4,19,37,6,7,0,3,11,4,0,0,3,0,1
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum 'Dekelhem' (Gieten),1680::SB3,9461 JA,1306,1163,2,2,0,0,4,1088,75,0,0,0,0,0,0,1167,242,152,124,154,120,117,11,96,2,33,67,13,4,0,0,19,0,0,0,4,2,3
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum Boerhoorn Rolde,1680::SB4,9451 KD,1733,1806,2,0,0,2,63,1595,152,0,0,0,2,0,0,1810,563,222,127,116,186,236,46,178,2,50,51,7,4,2,2,9,1,1,0,3,0,0
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum 'Hendrik Kok' (Rolde),1680::SB5,9451 CT,2055,1345,2,1,0,0,18,1228,102,0,0,0,0,0,0,1348,308,152,127,158,148,174,21,130,4,39,49,3,5,0,5,19,0,0,0,3,0,0
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 'De Eekhof' (Ekehaar),1680::SB6,9454 PL,444,392,0,0,0,0,1,348,43,0,0,0,0,0,0,392,139,40,21,17,46,45,9,38,1,16,9,1,1,0,0,4,0,1,0,4,0,0
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Markehuis (Grolloo),1680::SB7,9444 XE,948,800,0,1,0,0,9,716,76,0,0,0,0,0,0,801,297,53,71,70,69,112,8,61,4,17,16,4,2,0,1,14,0,0,0,1,0,0
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Gasselte,1680::SB8,9462 RH,1532,1241,3,4,0,0,10,1141,97,0,0,0,0,0,0,1248,306,161,131,144,134,133,16,83,0,40,62,0,2,1,0,24,1,1,1,0,0,1
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC De Spil Gasselternijveen,1680::SB9,9514 CA,1495,1179,2,1,0,0,2,1088,92,0,0,0,0,0,0,1182,151,123,230,208,129,108,21,75,4,40,54,2,3,0,2,20,1,0,3,3,0,2
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Gasselternijveenschemond,1680::SB10,9515 PE,557,461,0,0,0,0,3,414,44,0,0,0,0,0,0,461,66,24,64,90,74,25,27,29,6,19,21,0,3,0,0,12,0,0,0,1,0,0
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Ous Hoes (Gieterveen),1680::SB11,9511 PM,779,645,1,0,0,0,0,588,58,0,0,0,0,0,0,646,137,61,96,77,72,65,20,42,4,17,12,22,3,0,0,11,0,0,0,3,0,3
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Kiep Eexterveenscheka.,1680::SB12,9659 PL,408,272,0,0,0,0,0,252,20,0,0,0,0,0,0,272,35,21,65,53,15,25,2,18,0,10,18,0,0,0,0,10,0,0,0,0,0,0
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Multifunctioneel centrum De Badde,1680::SB13,9654 PP,326,286,0,0,0,0,0,259,27,0,0,0,0,0,0,286,43,32,43,58,8,37,12,29,1,5,8,3,0,0,1,5,0,0,0,1,0,0
Assen,Aa en Hunze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemschapshuis De Spiker N-Annerveen,1680::SB14,9657 PD,309,262,0,1,0,0,0,239,24,0,0,0,0,0,0,263,59,16,18,29,18,45,4,43,3,7,18,0,0,0,0,2,0,0,0,0,0,0
