contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1892::SB1,,2386,2271,2,7,0,0,7,2033,241,0,1,0,1,0,0,2281,583,77,317,170,242,237,169,142,85,87,77,5,3,10,3,45,2,1,2,7,2,0,1,3,1
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1892::SB2,,2457,2155,4,8,0,0,7,1937,224,0,1,0,1,0,0,2168,572,104,309,145,210,225,123,162,66,76,62,3,8,18,1,51,1,1,2,10,2,2,0,2,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Comenius College,1892::SB3,,1823,1422,1,2,0,0,0,1275,151,0,1,0,1,0,0,1426,405,54,199,82,151,163,83,67,75,34,41,2,7,2,4,45,0,1,0,5,1,0,0,1,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School Esse Zoom,1892::SB4,,2350,2076,2,4,0,0,3,1827,255,0,3,0,3,0,0,2085,754,91,195,62,239,269,95,104,107,45,43,0,9,1,9,42,1,0,0,7,0,3,0,0,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Elim School,1892::SB5,,2204,1421,0,1,0,0,3,1255,164,0,0,0,0,0,0,1422,426,57,152,68,195,145,99,77,48,29,33,1,12,49,4,17,0,0,0,3,1,4,0,1,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Meander,1892::SB6,,1978,2415,0,3,0,0,2,2211,207,0,2,0,2,0,0,2420,570,121,268,174,336,195,217,149,131,68,83,2,16,22,3,51,0,0,2,4,1,0,0,2,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Evangelisch Centrum het Kruispunt,1892::SB7,,2018,1243,0,2,0,0,3,1125,117,0,0,0,0,0,0,1245,282,58,172,115,155,142,65,69,59,34,29,4,7,0,5,31,2,0,1,9,1,2,0,1,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Wingerd,1892::SB8,,1335,1003,1,4,0,0,2,902,104,0,0,0,0,0,0,1008,309,43,102,81,111,141,50,60,7,31,30,0,8,0,0,26,1,0,0,3,0,0,0,0,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hervormd Centrum,1892::SB11,,1759,1151,1,3,0,0,1,1043,112,0,1,0,1,0,0,1156,293,69,170,72,197,96,55,58,25,28,43,3,9,4,1,24,0,0,0,3,0,0,0,0,1
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Drive in,1892::SB12,,0,483,0,0,0,0,2,441,40,0,0,0,0,0,0,483,162,17,66,14,48,53,26,14,33,13,4,1,6,4,1,19,1,0,0,0,0,0,0,1,0
Leiden,Zuidplas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hervormd Centrum,1892::SB13,,1820,1037,0,1,0,0,4,922,112,0,0,0,0,0,0,1038,316,53,148,65,139,98,47,60,30,29,26,1,3,2,2,17,0,0,0,0,0,0,0,0,1
