contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Lindestede loc.Verpleeghuis Wolvega,0098::SB1,8471 KZ,1844,1112,3,3,0,0,1,1027,90,0,0,0,0,0,0,1118,178,139,173,150,179,92,17,70,2,16,40,1,6,1,2,23,22,0,0,1,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Lycklama Stins, Wolvega",0098::SB2,8472 AB,2177,1488,5,4,0,4,4,1395,102,0,0,0,4,0,0,1501,389,101,179,175,209,167,38,111,2,28,44,4,2,0,7,17,7,1,0,4,2,1
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hotel Wolvega/Holland Inn,0098::SB3,8471 MT,1668,1329,4,2,0,0,4,1251,80,0,0,0,0,0,0,1335,230,142,181,203,201,127,38,85,5,19,51,2,5,5,0,17,8,0,0,7,0,3
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sickengaoord, Wolvega",0098::SB4,8471 BS,1468,1172,3,1,0,0,3,1091,82,0,0,0,0,0,0,1176,195,95,199,161,205,75,42,78,3,24,43,2,3,2,2,27,8,0,0,5,1,2
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Clubhuis ""Het Wolvennest"", Wolvega",0098::SB5,8471 HH,1512,1216,2,5,0,0,0,1144,79,0,0,0,0,0,0,1223,168,75,241,182,182,90,28,97,2,17,61,2,5,18,1,27,15,0,1,1,0,3
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau OBS ""De Heidepolle""",0098::SB6,8471 VM,1446,1120,2,0,0,0,1,1039,82,0,0,0,0,0,0,1122,198,80,190,169,125,90,39,101,6,29,43,0,2,11,4,17,11,0,0,5,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Polderhuus,0098::SB7,8485 JE,1147,927,1,2,0,0,5,829,96,0,0,0,0,0,0,930,203,64,101,86,181,72,27,82,11,40,29,0,5,0,1,18,0,0,1,4,0,2
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Oldelamer,0098::SB8,8486 GD,289,271,0,0,0,0,0,238,33,0,0,0,0,0,0,271,69,14,19,16,87,9,10,18,5,10,8,1,0,0,0,4,0,0,0,1,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis ""De Bult"", Ter Idzard",0098::SB9,8476 EN,519,434,0,1,0,0,0,401,34,0,0,0,0,0,0,435,121,17,28,28,111,40,7,36,3,13,13,0,2,0,0,11,3,0,0,1,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau OBS ""De Striepe"", Oldeholtpade",0098::SB10,8474 CE,844,697,4,1,0,0,4,638,60,0,0,0,0,0,0,702,175,51,86,64,116,81,13,47,0,17,18,3,3,0,0,13,10,0,0,0,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Multifunctioneel Centrum,0098::SB11,8475 CB,363,329,0,0,0,0,0,328,1,0,0,0,0,0,0,329,91,39,29,17,55,34,3,30,0,9,9,2,2,0,0,9,0,0,0,0,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis ""De Tille"", Boijl",0098::SB12,8392 MA,716,595,0,0,0,0,2,523,70,0,0,0,0,0,0,595,142,44,80,52,98,54,17,49,2,15,28,1,0,0,1,3,3,0,1,4,0,1
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare Bibliotheek Noordwolde,0098::SB13,8391 BG,1225,1071,2,0,0,0,7,996,70,0,0,0,0,0,0,1073,171,104,229,181,75,88,29,71,7,36,60,1,4,0,1,4,3,2,2,3,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw vv Zandhuizen,0098::SB14,8389 TH,325,259,0,0,0,0,7,227,25,0,0,0,0,0,0,259,39,21,38,37,29,24,4,23,4,26,9,1,0,0,1,1,1,0,0,1,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau OBS ""De Velden"", Noordwolde",0098::SB15,8391 KG,687,575,1,0,0,0,3,515,58,0,0,0,0,0,0,576,113,44,80,85,61,54,12,51,1,33,22,1,3,0,2,5,6,0,0,2,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpscentrum Sonnega-Oldetrijne,0098::SB16,8479 HH,390,317,0,2,0,0,1,316,2,0,0,0,0,0,0,319,85,9,33,15,82,30,17,14,2,9,12,0,0,0,0,6,2,0,0,1,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Krommestede, Noordwolde",0098::SB17,8391 LH,960,620,1,2,0,0,3,568,52,0,0,0,0,0,0,623,109,57,125,94,55,44,14,55,5,15,29,1,0,1,2,11,1,0,0,1,0,1
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau OBS ""De Klaeter"", De Hoeve",0098::SB18,8394 VL,322,285,2,0,0,0,0,262,25,0,0,0,0,0,0,287,51,14,24,17,71,35,13,39,1,8,2,0,2,0,1,4,2,0,0,1,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gebouw ""Het Anker"", Steggerda",0098::SB19,8395 PJ,964,780,1,0,0,0,6,714,61,0,0,0,0,0,0,781,151,52,117,76,184,64,12,42,7,26,29,2,3,0,0,13,0,0,0,1,0,1
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gebouw ""'t Centrum"", De Blesse",0098::SB20,8397 GC,1057,893,2,1,0,0,2,814,81,0,0,0,1,0,0,897,190,44,100,116,227,64,16,53,10,20,27,0,5,1,0,16,2,0,0,1,0,1
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Oosterstreek,0098::SB21,8388 NE,426,336,0,0,0,0,3,303,30,0,0,0,0,0,0,336,92,43,31,30,31,37,6,24,1,23,10,1,0,0,0,7,0,0,0,0,0,0
Leeuwarden,Weststellingwerf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0098::SB22,8471 KR,0,567,0,2,0,0,4,528,37,0,0,0,0,0,0,569,102,37,90,56,82,50,18,51,4,24,16,0,2,4,2,11,12,0,1,5,0,0
