contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0888::SB1,6191 KA,1157,1156,5,4,0,0,12,1055,102,0,4,0,4,0,0,1169,274,31,165,118,233,153,7,52,0,26,43,1,3,7,3,37,0,0,1,0,0,2,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Dagbeeker,0888::SB2,6191 TX,1143,926,3,4,0,0,3,929,1,0,0,0,0,0,0,933,149,29,192,111,127,111,2,77,1,25,47,1,5,6,2,39,0,0,0,1,0,1,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Duivenlokaal,0888::SB3,6191 TK,1165,941,0,2,0,0,4,895,44,0,0,0,0,0,0,943,140,43,171,133,134,118,8,69,1,25,52,0,4,13,1,18,1,0,3,7,0,0,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Om de Toren,0888::SB4,6191 KZ,1128,958,0,4,0,0,4,887,73,0,0,0,2,0,0,964,213,31,159,96,182,116,2,48,0,30,46,2,4,0,4,20,1,0,1,3,0,0,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau L'Union,0888::SB5,6191 BN,1176,827,2,3,0,0,0,768,64,0,0,0,0,0,0,832,143,41,179,97,153,90,8,44,0,19,28,1,4,0,0,19,0,0,0,1,0,0,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Muziekschool,0888::SB6,6191 VP,1084,773,1,2,0,0,4,702,70,0,0,0,0,0,0,776,104,36,198,114,78,49,12,57,1,26,54,0,2,15,2,21,0,0,0,4,0,0,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Neerbeek,0888::SB7,6191 GN,962,981,0,2,0,0,2,898,83,0,0,0,0,0,0,983,169,50,176,107,161,128,2,65,4,17,66,1,2,1,2,25,1,0,1,2,0,1,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Willem Tell,0888::SB8,6191 RP,462,375,3,1,0,0,1,335,43,0,0,0,0,0,0,379,91,7,65,27,66,47,3,22,0,10,15,0,3,0,0,10,0,0,0,6,1,2,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Genhout,0888::SB9,6191 NZ,986,841,0,2,0,0,3,755,86,0,0,0,1,0,0,844,160,24,179,114,133,102,5,44,0,21,42,1,1,0,0,11,0,0,0,4,0,0,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WOZOCO,0888::SB10,6176 BE,1050,946,0,0,0,0,1,850,95,0,0,0,0,0,0,946,154,27,230,103,172,109,6,44,1,24,52,2,2,0,0,18,0,0,0,1,0,1,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bejaardensocieteit Spaubeek,0888::SB11,6176 AS,966,743,1,1,0,0,1,677,67,0,0,0,0,0,0,745,135,37,157,65,157,63,4,40,3,17,36,0,3,0,0,24,0,0,0,2,0,0,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schutterijlokaal Spaubeek,0888::SB12,6176 BZ,755,637,3,2,0,0,0,581,61,0,0,0,0,0,0,642,122,21,123,63,124,71,5,41,1,23,20,0,5,0,0,13,1,0,1,1,0,2,0
Maastricht,Beek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School de Bron,0888::SB13,6191 EK,1006,690,3,0,0,0,0,627,66,0,0,0,0,0,0,693,186,20,144,65,104,75,1,33,0,13,23,1,2,3,0,17,1,0,0,2,0,0,0
