contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Maasbracht,1641::SB1,,2072,1712,7,2,0,0,8,1521,192,0,0,0,0,0,0,1721,344,51,381,195,281,131,18,89,4,52,86,2,11,1,2,50,2,0,0,7,0,4,1
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 't Breerke,1641::SB2,,2502,1762,3,10,0,0,6,1576,193,0,0,0,0,0,0,1775,347,51,405,207,260,170,11,96,7,43,93,1,6,1,6,51,1,0,0,5,0,1,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Baekerhoes,1641::SB3,,1092,874,3,0,0,0,0,796,81,0,0,0,0,0,0,877,213,29,167,102,171,74,7,31,0,12,37,5,1,1,2,20,0,0,0,1,0,1,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum De Harmonie,1641::SB4,,1283,1219,2,0,0,1,2,1093,127,0,0,0,1,0,0,1222,273,38,227,138,195,127,3,70,0,47,59,1,6,0,0,21,1,3,0,8,1,1,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Trefcentrum Stevensweert,1641::SB5,,1355,1097,0,2,0,2,4,999,98,0,0,0,2,0,0,1101,222,31,249,108,197,76,2,60,1,30,73,0,10,0,2,33,0,1,0,2,0,0,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingszaal Ohé en Laak,1641::SB6,,684,536,3,0,0,0,2,490,47,0,0,0,0,0,0,539,118,16,77,61,110,54,3,22,0,25,28,0,2,0,3,14,1,0,1,0,0,1,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Sporthal Reutsdael,1641::SB7,,1474,1292,4,0,0,0,2,1191,103,0,0,0,0,0,0,1296,265,47,196,157,241,169,8,75,0,31,62,0,7,2,5,20,0,0,0,4,0,1,2
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ouderencentrum St. Jozef,1641::SB8,,1677,1266,2,4,0,1,2,1162,109,0,0,0,1,0,0,1273,267,44,237,162,196,124,7,52,2,46,83,2,4,1,2,31,1,0,2,3,0,0,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Leuke,1641::SB9,,1427,1171,2,1,0,0,2,1049,123,0,0,0,0,0,0,1174,215,42,240,179,171,151,6,52,0,28,60,1,3,0,1,13,3,1,0,4,0,1,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ouderencentrum Sterrebosch,1641::SB10,,2025,1597,1,2,0,0,10,1429,161,0,0,0,0,0,0,1600,293,71,300,169,284,199,18,93,2,41,69,6,5,2,3,33,1,0,0,6,2,0,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voormalig Gemeentehuis Heel,1641::SB11,,2270,1323,3,4,0,0,9,1199,122,0,0,0,0,0,0,1330,335,46,173,188,181,167,6,85,4,42,49,5,5,3,0,28,3,0,2,0,1,0,0
Maastricht,Maasgouw,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Tennispark TC Linne,1641::SB12,,1667,1141,1,1,0,1,1,1030,113,0,0,0,1,0,0,1144,191,37,256,165,175,109,5,57,1,35,76,1,3,0,0,28,0,0,0,2,0,0,0
