contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0622::SB1,,1385,1379,4,8,0,0,10,1275,107,0,1,0,1,0,0,1392,249,87,242,133,108,140,25,138,8,41,52,0,4,95,4,33,0,0,0,4,10,1,2,1,2,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Heilige Lucaskerk,0622::SB2,,1313,1083,2,3,0,1,5,986,96,0,0,1,0,0,0,1087,242,53,182,99,86,126,19,101,12,45,33,0,4,25,2,35,1,2,0,10,1,1,0,2,2,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw de Fontein,0622::SB3,,1471,968,4,2,0,0,1,900,73,0,0,0,0,0,0,974,179,45,217,98,58,95,23,66,11,40,40,0,4,42,2,33,1,0,0,9,3,2,0,0,0,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rehobothkerk,0622::SB4,,1549,1332,0,2,0,16,1,1205,112,0,0,16,0,0,0,1318,236,70,274,97,148,109,47,86,38,40,60,2,19,57,1,39,0,0,0,5,1,1,0,2,0,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Soenda,0622::SB5,,1488,1504,2,9,0,5,0,1393,127,0,0,0,5,0,0,1520,231,80,317,138,157,121,49,100,79,46,60,1,7,60,4,48,0,1,1,0,1,1,0,2,0,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Centrum,0622::SB6,,1354,1111,5,4,0,0,3,1005,112,0,0,0,0,0,0,1120,189,64,250,119,83,92,28,95,6,35,44,1,5,57,8,19,1,0,0,4,8,1,0,1,1,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau VOP Buurtkamer,0622::SB7,,1685,1009,1,2,0,9,0,924,79,0,0,9,0,0,0,1003,123,43,196,128,81,97,16,69,19,51,49,0,10,78,5,38,0,1,0,2,1,0,0,0,2,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Het Visnet,0622::SB8,,1575,1135,3,6,0,1,2,1056,87,0,0,0,1,0,0,1145,89,73,287,132,40,90,22,107,1,47,31,1,8,156,4,33,0,0,0,6,6,0,0,1,1,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wooncentrum De Bolder,0622::SB9,,752,582,1,2,0,0,2,547,36,0,0,0,0,0,0,585,100,45,158,74,52,30,11,16,15,13,55,0,0,0,0,10,2,0,0,0,0,1,0,0,0,0
Dordrecht,Vlaardingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Calvijnschool,0622::SB10,,1469,824,1,0,0,2,0,721,106,0,0,0,2,0,0,827,163,47,142,67,72,52,34,41,44,19,35,1,3,76,0,17,1,0,0,4,4,2,0,0,0,0
