contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Baarn ing Laanstraat 1,0308::SB1,3743 BA,1451,1670,3,3,0,2,15,1515,149,0,1,0,3,0,0,1679,531,80,122,85,195,273,49,160,24,60,27,2,8,11,1,36,1,1,0,0,1,0,1,0,0,2
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Uitkijck,0308::SB2,3742 RC,1667,1196,0,0,0,0,3,1088,107,0,0,0,2,0,0,1198,297,69,117,65,148,197,45,110,14,39,39,0,7,18,0,23,1,0,0,4,0,1,1,0,0,1
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Maria Koningin Kerk,0308::SB3,3742 XM,1305,1025,2,1,0,0,5,952,71,0,0,0,0,0,0,1028,197,90,120,90,123,118,43,116,9,50,31,1,3,10,2,15,0,0,0,4,3,0,0,0,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Guido de Bresschool ing Maatkampweg,0308::SB4,3742 TG,1253,1033,0,2,0,0,1,947,87,0,0,0,0,0,0,1035,250,64,136,79,105,140,51,76,13,37,34,0,10,12,0,19,1,0,0,2,4,0,0,0,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw De Pool,0308::SB5,3742 RL,1266,925,1,1,0,4,3,841,79,0,0,4,0,0,0,923,150,54,159,99,83,88,36,94,1,29,46,0,2,55,1,15,1,0,1,5,1,0,2,1,0,2
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw Elan,0308::SB6,3742 SJ,1504,1008,1,1,0,0,3,931,76,0,0,0,0,0,0,1010,268,54,92,60,108,169,42,109,7,41,33,0,3,8,1,7,0,0,0,4,0,0,2,0,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau NS station,0308::SB7,3743 KM,1214,1518,1,1,0,1,22,1348,149,0,0,1,0,0,0,1519,572,66,65,40,186,295,60,122,16,33,18,0,1,9,1,19,1,0,0,10,0,0,3,0,0,1
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw Brandpunt,0308::SB8,3743 KN,1253,978,2,3,0,0,90,876,17,0,0,0,0,0,0,983,414,38,45,21,96,167,29,73,9,40,13,0,2,0,0,22,1,0,1,4,0,2,1,0,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rest. Greenfield's ingang  Chopinln,0308::SB9,3741 GS,1816,1099,1,3,0,0,8,978,117,0,0,0,0,0,0,1103,447,51,71,25,127,178,39,63,19,33,21,2,3,2,0,16,0,0,0,1,1,0,0,0,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis de Furs,0308::SB10,3749 AA,362,301,0,0,0,0,17,262,22,0,0,0,0,0,0,301,81,17,19,10,41,28,7,36,15,19,3,1,0,0,1,18,0,0,0,4,0,0,0,1,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingstehuis De Blinkert,0308::SB11,3741 BE,1388,1076,1,4,0,0,1,991,89,0,0,0,0,0,0,1081,231,55,117,83,134,144,55,91,15,33,28,2,3,57,3,14,1,0,1,2,0,3,3,1,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brandweerkazerne,0308::SB12,3741 WE,1642,1479,2,9,0,3,4,1353,136,0,0,0,3,0,0,1493,379,86,145,101,126,262,41,131,14,58,40,2,8,39,1,34,0,1,1,3,2,0,3,0,0,2
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woon- en zorgcentrum Santvoorde,0308::SB13,3741 VJ,1525,1156,0,1,0,0,0,1087,70,0,0,0,0,0,0,1157,249,66,174,80,135,134,40,93,19,53,50,2,4,24,0,25,0,0,2,2,3,1,0,0,0,0
Utrecht,Baarn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Speeldoos,0308::SB14,3741 TA,1430,1405,4,0,0,0,6,1284,119,0,0,0,0,0,0,1409,372,72,147,93,157,201,49,139,17,68,34,2,3,1,3,35,0,0,1,3,0,1,6,1,0,0
