contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Heijen, Gemeenschapshuis D'n Toomp",0907::SB1,6598 AW,1605,1355,3,3,0,2,77,1161,125,0,0,0,2,0,0,1363,348,51,180,304,233,85,11,45,0,19,36,0,7,2,2,28,0,0,0,1,0,2,1
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gennep, Fitland",0907::SB2,6591 KH,1253,1033,2,1,0,0,14,931,91,0,0,0,0,0,0,1036,196,56,113,239,155,111,6,65,2,35,26,0,1,13,1,11,1,1,1,0,0,0,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gennep, Gemeentekantoor",0907::SB3,6591 CP,1262,851,1,4,0,1,22,760,75,0,0,0,1,0,0,857,184,37,92,153,126,97,17,64,0,46,20,0,1,4,0,9,0,0,0,0,0,1,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gennep, Jongencentrum De Megafoon",0907::SB4,6591 JC,1477,1297,2,3,0,0,1,1168,133,0,0,0,0,0,0,1302,170,63,193,353,125,138,13,107,1,32,43,1,5,23,2,22,0,1,0,5,0,0,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gennep, Buurthuis VanOns A",0907::SB5,6591 XA,1527,1030,0,3,1,0,9,942,81,0,0,1,0,0,0,1032,179,47,140,279,110,106,8,74,2,24,18,0,6,8,1,27,0,0,0,1,0,0,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gennep, Buurthuis VanOns B",0907::SB6,6591 XA,1527,1049,1,3,0,0,5,950,98,0,0,0,0,0,0,1053,204,54,157,266,94,118,7,59,1,21,29,2,3,14,5,12,0,0,0,3,0,0,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Milsbeek, 't Trefpunt 68 A",0907::SB7,6596 AK,1121,966,1,1,0,0,2,865,101,0,0,0,0,0,0,968,240,45,115,147,151,123,7,61,1,23,28,2,6,0,2,12,1,0,0,2,0,0,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Milsbeek, 't Trefpunt 68 B",0907::SB8,6596 AK,1122,912,0,1,0,1,3,813,98,0,0,0,1,0,0,914,224,57,121,133,133,95,7,64,0,23,35,3,1,0,1,13,1,0,0,1,0,0,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Ottersum, Café-Zaal De Pub A",0907::SB9,6595 AD,1013,707,0,1,0,0,4,653,51,0,0,0,0,0,0,708,171,32,61,129,134,81,4,55,0,13,11,1,4,0,1,8,0,0,0,1,0,1,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Ottersum, Café-Zaal De Pub B",0907::SB10,6595 AD,1014,976,0,2,0,2,11,867,102,0,0,0,2,0,0,980,228,47,102,181,159,110,2,57,4,31,25,0,2,0,2,22,0,0,0,3,0,1,0
Maastricht,Gennep,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ven-Zel. Gemschapshuis De Uitkomst,0907::SB11,6599 AA,640,622,1,1,0,0,39,533,52,0,0,0,0,0,0,624,132,22,102,141,100,45,1,42,0,17,10,0,2,0,2,4,0,0,0,2,0,0,0
