contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Beilen,1731::SB1,9411 NB,1290,1293,0,1,0,0,5,1175,114,0,0,0,0,0,0,1294,297,127,130,121,197,160,44,84,10,38,35,2,7,3,0,29,3,0,2,1,0,3
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wooncentrum 't Stroomdal,1731::SB2,9411 KD,1355,1099,2,2,0,0,2,1012,89,0,0,0,0,0,0,1103,218,127,99,112,219,102,39,100,8,21,45,0,2,0,1,4,0,0,0,2,0,0
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtgebouw De Raat,1731::SB3,9411 GV,1474,1374,0,5,0,0,3,1274,102,0,0,0,0,0,0,1379,155,181,239,228,200,121,49,104,3,13,43,2,6,0,1,21,1,1,2,1,0,3
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Wester Es,1731::SB4,9411 LB,1710,1036,1,4,0,0,0,972,69,0,0,0,0,0,0,1041,177,137,97,117,211,87,38,76,12,12,45,1,4,0,1,16,0,0,0,3,0,2
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum De Valkenhof,1731::SB5,9411 LG,1828,1505,3,1,0,0,0,1386,123,0,0,0,0,0,0,1509,335,135,153,132,288,180,69,108,7,9,45,1,3,0,1,30,1,0,1,5,1,1
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Dorpshoeve,1731::SB6,9415 PG,813,708,0,1,0,0,1,644,64,0,0,0,0,0,0,709,136,42,85,60,164,57,37,37,5,19,41,2,5,0,0,14,1,0,0,3,0,0
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Haolerhoes,1731::SB7,9414 AV,1129,1007,1,2,0,0,25,910,75,0,0,0,0,0,0,1010,250,93,82,77,140,91,107,63,19,26,26,3,6,0,0,19,0,0,1,4,0,0
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Weidehoek,1731::SB8,9418 PB,1517,1234,1,1,0,0,11,1113,112,0,0,0,0,0,0,1236,300,80,138,116,255,88,42,83,12,30,52,3,3,0,5,21,0,2,1,2,0,1
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't aole gemientehoes,1731::SB9,9431 AD,1345,1376,0,0,0,0,36,1203,137,0,0,0,0,0,0,1376,402,110,106,107,235,150,38,104,16,47,30,3,2,0,0,19,0,1,1,3,0,2
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Annie Londo,1731::SB10,9431 CW,1031,821,1,0,0,0,0,745,77,0,0,0,0,0,0,822,169,96,94,102,120,90,10,63,3,21,36,1,0,0,0,13,0,1,0,2,0,0
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA De Groene Borg,1731::SB11,9431 MK,1311,1204,0,0,0,0,3,1102,99,0,0,0,0,0,0,1204,289,140,76,112,169,180,35,107,4,41,31,0,2,0,2,12,1,0,0,1,0,2
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcen. 't Derkshoes,1731::SB12,9431 LE,1051,827,1,0,0,0,0,766,62,0,0,0,0,0,0,828,234,88,47,67,172,105,15,31,5,15,40,2,0,0,0,5,0,0,0,0,0,1
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Heugte,1731::SB13,7938 PK,788,652,2,0,0,0,1,575,78,0,0,0,0,0,0,654,100,52,116,83,89,30,44,36,29,26,23,3,3,0,2,12,0,0,2,1,0,1
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Tille,1731::SB14,9439 PE,1014,819,2,1,0,0,15,714,93,0,0,0,0,0,0,822,186,57,91,79,120,88,5,80,12,44,31,2,4,0,2,14,1,1,0,2,0,0
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencen.'t Beurtschip,1731::SB15,9422 HT,1457,1201,0,5,0,0,4,1111,91,0,0,0,0,0,0,1206,164,105,178,173,246,78,56,65,16,23,48,3,4,4,1,32,0,2,0,1,0,2
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum Het Kompas,1731::SB16,9422 AA,1881,1661,2,5,0,0,2,1525,141,0,0,0,0,0,0,1668,264,129,222,187,314,163,105,91,21,40,60,3,8,0,2,45,1,1,0,2,0,3
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA De Spil,1731::SB17,9421 NN,1591,1283,2,4,0,0,4,1192,93,0,0,0,0,0,0,1289,195,116,158,224,187,124,40,101,14,35,42,1,8,2,1,29,2,0,0,3,0,1
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkelijk Centrum Het Kruispunt,1731::SB18,9421 PH,1287,993,3,1,0,0,2,906,89,0,0,0,0,0,0,997,161,69,102,102,211,78,49,110,12,12,48,0,4,0,0,24,5,0,0,3,0,3
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Olde Bieb,1731::SB19,9423 PV,1334,1066,1,0,0,0,2,931,134,0,0,0,0,0,0,1067,217,65,176,142,186,69,36,58,4,21,45,5,7,0,0,30,0,1,1,3,0,0
Assen,Midden-Drenthe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare Basisschool G.A. de Ridder,1731::SB20,9411 KV,1048,1050,0,4,0,0,7,951,97,0,1,0,1,0,0,1055,306,58,77,81,148,153,44,73,3,30,41,3,4,0,1,22,3,0,1,1,0,1
