contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Trefcentrum,0951::SB1,6361 CA,1219,978,6,9,0,0,5,904,84,0,0,0,0,0,0,993,156,46,205,165,138,77,5,54,0,30,67,0,3,4,0,21,1,0,0,3,1,0,2
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Bolster,0951::SB2,6361 XG,1459,1163,3,3,0,0,1,1054,114,0,0,0,0,0,0,1169,200,34,248,182,155,105,4,98,2,31,65,0,5,1,1,25,0,1,0,3,2,1,0
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Op den Toren,0951::SB3,6361 EB,943,630,4,2,0,0,3,579,53,0,0,1,0,1,0,635,107,18,135,119,79,46,3,49,1,27,35,0,2,0,0,7,0,0,0,2,0,0,0
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine tennisclub Nuth,0951::SB4,6361 EV,832,647,0,0,0,0,4,577,66,0,0,0,0,0,0,647,118,26,129,74,109,69,1,39,0,22,28,0,2,0,0,27,0,1,1,0,0,1,0
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau voorm. Servatiusschool,0951::SB5,6361 JE,807,643,1,2,0,0,1,576,69,0,0,0,0,0,0,646,89,22,193,94,106,47,3,27,2,10,18,2,3,0,0,22,1,0,1,2,0,1,0
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Wijnandsrade,0951::SB6,6363 BV,1358,1195,2,2,0,2,1,980,220,0,0,0,2,0,0,1201,242,62,173,163,204,111,5,77,3,54,63,1,6,0,0,22,0,0,1,7,0,1,0
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Schimmert,0951::SB7,6333 BJ,1268,1055,2,4,0,0,7,927,127,0,0,0,0,0,0,1061,254,41,174,93,246,85,1,60,3,20,43,1,3,0,0,25,0,3,1,0,0,2,0
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal 't Weverke,0951::SB8,6333 BG,1361,1167,4,2,0,0,5,1049,119,0,0,0,0,0,0,1173,261,49,150,105,267,139,4,71,1,32,47,3,2,0,2,28,0,1,0,2,0,2,1
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Panhuys,0951::SB9,6336 AH,1600,1308,7,1,0,0,0,1176,140,0,0,0,0,0,0,1316,244,60,219,150,259,129,8,85,0,42,75,2,2,0,2,26,0,1,0,1,0,1,2
Maastricht,Nuth,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Voetbalvere. Hulsberg,0951::SB10,6336 VT,1682,1434,5,3,0,0,5,1281,156,0,0,0,0,0,0,1442,305,53,248,156,273,150,7,86,2,42,70,1,6,0,3,28,1,0,0,1,0,2,0
