contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0158::SB1,7481 EB,1745,1771,6,15,0,0,22,1632,138,0,0,0,0,0,0,1792,410,104,192,205,322,209,22,122,5,31,57,0,9,58,3,15,1,0,1,2,2,0,1
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Saalmerink,0158::SB2,7481 EN,1524,940,2,6,0,0,1,861,86,0,0,0,0,0,0,948,249,58,92,81,266,72,10,39,4,9,36,3,2,9,0,9,1,0,0,0,0,0,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Trefkoel,Buurse",0158::SB3,7481 RP,1186,1016,0,3,0,0,11,902,106,0,0,0,0,0,0,1019,278,44,127,63,292,88,16,35,9,20,27,0,1,0,0,14,0,0,1,0,0,0,1
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau 't Meuken,Isidorushoeve",0158::SB4,7482 ST,1214,1065,0,3,0,0,2,947,119,0,0,0,0,0,0,1068,243,16,114,44,487,65,7,9,8,14,25,2,7,1,0,20,0,0,0,3,0,0,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School de Holthuizen,0158::SB5,7482 ET,1254,1071,0,2,0,0,0,982,91,0,0,0,0,0,0,1073,297,55,79,89,248,141,8,69,2,24,31,3,0,5,0,17,0,0,0,3,0,0,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Wiedenbroek,0158::SB6,7481 BT,1188,1065,1,2,0,0,2,996,70,0,0,0,0,0,0,1068,217,66,111,113,314,113,15,39,0,18,33,0,5,3,0,15,0,0,1,1,0,0,1
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Honeschschool,0158::SB7,7481 VB,1010,806,2,5,0,0,5,721,87,0,0,0,0,0,0,813,179,30,145,56,252,57,7,19,1,8,36,1,4,0,1,9,0,0,1,0,0,0,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School de Wereld,0158::SB8,7482 ET,1448,1147,2,1,0,0,1,1043,106,0,0,0,0,0,0,1150,229,75,127,153,207,146,13,74,0,12,50,0,2,20,0,32,0,1,1,4,0,1,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Montessorischool,0158::SB9,7481 BC,1512,1185,0,0,0,0,0,1096,89,0,0,0,0,0,0,1185,282,46,142,111,311,133,14,47,1,20,42,2,5,7,1,16,0,2,0,3,0,0,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw D.I.O.,0158::SB10,7481 GN,1451,1158,4,2,0,0,1,1072,91,0,0,0,0,0,0,1164,244,57,150,152,271,124,8,58,0,19,24,2,6,6,2,26,1,1,2,4,0,0,1
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Weert,0158::SB11,7482 TT,1223,1004,0,2,0,0,4,920,82,0,0,0,0,0,0,1006,230,69,114,106,218,117,20,56,0,14,21,1,4,16,0,16,0,0,0,0,0,1,1
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Dr. Ariens,0158::SB12,7482 ZK,1440,1235,7,4,0,0,0,1131,115,0,0,0,0,0,0,1246,241,67,154,154,232,148,11,77,0,18,41,1,4,68,2,10,1,1,1,3,0,1,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal de Els,0158::SB13,7482 VX,1240,1179,0,1,0,0,2,1090,88,0,0,0,0,0,0,1180,267,56,152,145,224,142,9,67,2,15,31,2,3,42,1,17,0,0,2,2,0,0,0
Zwolle,Haaksbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Los Hoes,0158::SB14,7483 CT,1591,1391,0,1,0,0,3,1285,104,0,0,0,0,0,0,1392,459,71,93,114,272,181,11,85,0,31,18,0,6,13,1,31,0,0,1,4,0,0,0
