contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hervormde Kerk,1696::SB1,1243JG,1645,1091,3,1,0,2,6,971,120,0,0,0,0,0,0,1097,324,49,108,46,118,176,30,103,13,54,28,0,7,5,1,24,0,0,2,2,0,1,0
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Dobber,1696::SB2,1241CZ,1476,1994,3,6,0,1,3,1827,174,0,0,0,0,0,0,2004,601,110,261,119,263,251,34,137,19,69,62,1,12,5,2,38,0,0,0,6,3,0,1
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Veenstaete,1696::SB4,1241AX,1755,1092,1,2,0,1,3,1025,68,0,0,0,0,0,0,1096,286,77,106,71,175,131,42,80,2,32,56,1,2,1,1,23,0,0,1,5,0,0,0
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wapen van Ankeveen,1696::SB5,1244PK,1421,1140,1,3,0,2,3,1037,106,0,0,0,0,0,0,1146,421,57,141,46,159,119,11,90,7,30,27,2,3,0,0,21,0,0,1,4,0,1,0
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dirk's Sportcafé,1696::SB6,1241HD,1670,1481,2,3,0,0,4,1382,100,0,0,0,0,0,0,1486,509,69,141,86,217,184,39,105,9,44,32,3,4,2,2,29,1,0,0,5,0,0,0
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1696::SB7,1231KB,1991,1674,2,6,0,0,2,1495,188,0,1,0,0,0,2,1685,632,75,119,79,192,253,44,99,21,54,38,4,9,5,2,37,0,0,1,8,0,0,2
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Emtinckhof,1696::SB8,1231BG,1746,1895,2,6,0,3,1,1738,167,0,0,0,0,0,0,1906,572,68,149,93,287,277,71,138,23,74,61,6,4,1,0,56,0,0,2,5,1,4,3
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oude Pastorie,1696::SB10,1231KS,1721,1300,0,3,0,1,5,1116,183,0,0,0,0,0,0,1304,596,42,147,29,129,141,29,52,14,33,47,2,5,3,0,27,1,0,0,3,0,0,0
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Catamaran,1696::SB11,1231PR,1531,1134,0,2,0,2,4,1007,123,0,0,2,0,0,0,1134,500,38,117,50,101,107,32,43,12,50,30,1,10,0,2,31,0,0,1,3,0,2,4
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Kuijer,1696::SB13,1394EK,1610,1561,2,2,0,6,4,1432,135,0,0,0,6,0,0,1571,471,106,179,92,231,206,23,113,5,39,46,2,4,1,1,32,1,0,0,7,1,1,0
Haarlem,Wijdemeren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine VV Nederhorst,1696::SB14,1394JR,1873,1446,5,3,0,0,7,1304,143,0,0,0,0,0,0,1454,459,78,192,101,171,160,20,91,8,47,47,0,17,2,1,39,1,1,2,5,2,1,1
