contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0779::SB1,4941DX,1997,2481,4,7,0,0,8,2254,230,0,0,0,0,0,0,2492,592,111,513,335,321,196,19,143,8,53,106,3,5,3,2,55,0,0,0,7,1,1,3,3,1,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum de Mauritsstaete,0779::SB2,4931HV,1495,1441,3,0,0,0,2,1333,109,0,0,0,0,0,0,1444,269,54,325,264,165,115,7,71,4,38,65,1,9,10,3,33,0,0,0,5,0,1,0,2,0,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum de Riethorst,0779::SB3,4931BP,1219,944,4,1,0,0,0,871,78,0,0,0,0,0,0,949,230,51,176,157,92,72,9,73,3,26,28,1,4,0,1,16,0,2,0,2,0,1,0,0,0,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schattelijn,0779::SB4,4931AZ,1885,1420,0,2,0,0,7,1287,128,0,0,0,0,0,0,1422,388,71,247,198,122,163,6,94,2,31,43,0,9,3,1,33,0,0,0,6,0,0,1,1,1,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau kinderboerderij de Kromme Akker,0779::SB5,4931XA,834,425,0,1,0,0,0,388,38,0,0,0,0,0,0,426,72,21,86,82,37,33,7,29,0,14,19,1,3,1,0,18,0,0,0,1,0,0,0,1,0,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau lokaal Dongemondscollege,0779::SB6,4942VC,1429,574,0,1,0,0,1,521,53,0,0,0,0,0,0,575,172,29,109,62,51,51,9,40,1,6,20,2,3,0,0,15,0,0,0,3,0,0,0,0,1,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Het Hoge Veer,0779::SB7,4941KH,1612,1181,0,0,0,0,1,1057,123,0,0,0,0,0,0,1181,316,51,187,119,202,91,18,65,12,25,53,1,8,2,2,24,1,0,0,1,0,1,0,2,0,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek,0779::SB8,4941AG,1341,895,0,2,0,0,1,803,93,0,0,0,0,0,0,897,245,27,150,133,118,80,10,30,3,17,51,0,3,0,3,24,0,0,0,0,0,0,1,0,0,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau basisschool de Schoof,0779::SB9,4942BC,1657,1008,4,3,0,0,3,913,99,0,0,0,0,0,0,1015,292,51,148,117,140,103,14,59,0,16,38,1,5,0,2,19,0,0,0,1,0,1,0,1,0,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Schelf,0779::SB10,4942AW,1896,1748,2,5,0,0,0,1573,182,0,0,0,0,0,0,1755,419,81,369,227,196,145,21,101,5,41,73,4,9,3,2,45,0,0,0,4,1,1,0,1,0,0
Tilburg,Geertruidenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum,0779::SB11,4944XD,1564,1329,5,2,0,0,0,1204,132,0,0,0,0,0,0,1336,367,35,244,131,251,116,7,96,4,20,27,1,3,2,0,21,0,2,0,1,0,0,1,0,0,0
