contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Rustoord,0553::SB1,,1007,880,2,0,0,1,2,785,96,0,0,0,1,0,0,883,353,21,58,17,126,116,29,43,53,21,19,0,3,0,0,19,0,0,0,0,0,0,0,0,2
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sportcentrum De Waterkanten,0553::SB2,,1409,1169,0,5,0,2,2,1071,103,0,0,0,2,0,0,1176,280,28,133,75,191,149,41,63,84,41,41,1,8,3,2,19,0,0,0,7,0,1,0,1,1
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cardea,0553::SB3,,1929,1651,1,7,0,0,2,1488,169,0,0,0,0,0,0,1659,407,55,171,105,198,184,65,94,205,39,66,4,7,6,2,39,1,0,0,3,0,0,0,0,0
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Lisbloem,0553::SB4,,1682,1335,3,4,0,1,3,1231,109,0,0,0,1,0,0,1343,354,48,195,92,175,133,53,82,54,41,60,0,12,4,1,25,0,0,2,2,2,0,0,0,0
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Klister,0553::SB5,,1755,1560,1,5,0,1,3,1413,151,0,0,0,1,0,0,1567,413,65,195,99,207,188,43,100,70,52,69,2,10,2,1,36,1,1,1,3,0,2,0,0,0
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Kleine Engel,0553::SB6,,1216,985,3,1,0,1,1,888,99,0,0,1,0,0,0,988,331,34,115,49,131,120,15,64,6,31,37,0,7,1,1,35,0,0,0,5,2,0,0,0,1
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum De Beukenhof,0553::SB7,,1327,1298,0,5,0,3,7,1193,100,0,0,3,0,0,0,1300,427,54,118,34,269,142,44,55,35,35,49,1,5,1,0,26,0,0,1,2,0,0,0,0,0
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw Postduivenvereniging,0553::SB8,,1146,761,1,3,0,3,2,708,58,0,0,0,3,0,0,768,174,46,89,50,137,87,21,41,42,13,38,1,2,0,1,14,0,0,0,3,0,1,0,0,1
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Poelhuys,0553::SB9,,1334,1540,1,6,0,2,2,1417,130,0,0,0,2,0,0,1549,412,84,176,94,229,179,44,94,48,46,71,1,10,1,1,34,0,1,4,7,0,2,0,1,1
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Da Capo,0553::SB10,,1757,1496,0,3,0,4,4,1352,147,0,0,0,4,0,0,1503,508,43,154,76,201,192,40,100,32,46,44,1,7,0,2,43,1,0,0,5,1,0,0,0,0
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Tweemaster,0553::SB11,,1703,1445,3,2,0,1,1,1343,107,0,0,0,1,0,0,1451,411,72,195,89,151,191,34,97,37,59,45,2,2,5,5,43,1,0,0,2,1,1,0,0,2
Leiden,Lisse,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Salvatori,0553::SB12,,1289,1067,0,3,0,0,7,982,81,0,0,0,0,0,0,1070,262,50,141,52,152,128,46,69,54,24,48,2,7,1,1,27,0,0,0,3,0,0,0,0,0
