contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0847::SB1,5711 EK,1263,1713,5,5,8,0,7,1551,173,0,0,0,8,0,0,1731,521,54,257,175,303,128,4,90,3,28,81,4,16,6,2,34,1,0,1,4,0,0,1,0,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine De Postel,0847::SB2,5711 ET,1777,1513,4,3,0,0,1,1359,160,0,0,0,0,0,0,1520,347,43,220,230,263,186,7,83,2,26,73,0,4,1,0,22,0,0,1,2,0,3,0,0,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sonnehove,0847::SB3,5711 HA,1798,1340,2,3,0,0,0,1217,130,0,1,0,2,0,1,1347,350,54,168,162,289,121,8,54,3,26,73,1,7,3,4,10,0,1,3,0,2,0,0,1,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Weijers,0847::SB4,5711 VV,1934,1337,3,3,0,0,1,1216,126,0,0,0,0,0,0,1343,388,58,194,139,281,119,10,36,5,22,51,3,4,0,1,16,0,0,1,6,0,0,0,3,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Eegelshoeve,0847::SB5,5711 VG,1610,1046,0,4,0,0,1,931,118,0,0,0,0,0,0,1050,239,23,190,120,186,106,10,56,1,19,66,1,4,2,1,16,0,0,1,4,0,0,0,1,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Bunt,0847::SB6,5712 GC,1142,922,2,1,0,0,3,799,123,0,0,0,0,0,0,925,292,15,177,64,209,68,0,27,2,15,29,2,5,0,3,10,0,0,1,0,0,1,0,2,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vurherd,0847::SB7,5715 AN,1721,1463,1,0,0,0,5,1299,160,0,0,0,0,0,0,1464,384,50,187,159,320,142,7,80,0,31,67,4,6,0,0,22,1,0,0,3,0,0,0,0,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Einder,0847::SB8,5712 CE,1069,1205,1,1,0,0,0,1052,156,1,0,0,1,0,0,1208,309,36,255,135,232,76,6,37,1,22,57,4,12,2,1,18,1,0,0,1,0,0,0,0,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Vonder,0847::SB9,5712 CA,1445,812,1,0,0,2,0,722,93,0,0,0,2,0,0,815,228,17,164,105,142,56,6,31,1,9,38,2,2,0,0,10,0,0,0,0,0,0,0,1,0
's-Hertogenbosch,Someren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Ranonkel,0847::SB10,5711 KT,1078,830,1,3,0,0,2,743,90,0,1,0,1,0,0,835,300,33,111,90,124,80,4,28,0,4,21,1,8,2,2,15,1,3,1,2,0,0,0,0,0
