contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vriezenhof,1700::SB1,7671 GM,1171,937,3,2,0,0,0,871,71,0,0,0,0,0,0,942,107,37,95,69,340,30,91,29,98,7,23,0,0,0,0,9,0,0,1,1,0,0,0
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Buurthuis, Dokter Boomstr",1700::SB2,7671 AK,850,710,4,0,0,0,1,647,66,0,0,0,0,0,0,714,104,15,99,35,226,29,57,21,104,3,11,1,1,0,0,4,0,0,0,0,0,0,0
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Westerkerk, Kanaalweg Z",1700::SB3,7671 GD,1449,1103,0,1,0,0,3,1015,86,0,0,0,0,0,0,1104,179,14,134,75,302,60,114,33,127,10,28,2,2,0,0,16,0,0,2,5,0,0,0
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hervormd Centrum Hoofdweg,1700::SB7,7676 AK,903,1063,3,3,0,0,0,979,90,0,0,0,0,0,0,1069,123,49,293,174,170,40,85,11,47,8,38,0,3,0,0,19,0,0,0,1,0,1,1
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau NH Kerk Oude Hoevenweg 40,1700::SB8,7671 PJ,567,435,1,1,0,0,0,393,44,0,0,0,0,0,0,437,74,13,58,43,133,16,37,12,15,8,18,1,1,0,0,4,0,0,0,1,0,0,1
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Eltheto,1700::SB9,7671 GG,648,528,0,0,0,0,0,496,32,0,0,0,0,0,0,528,71,16,57,43,162,28,51,15,53,5,19,0,3,0,0,1,0,0,0,3,0,0,1
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Weemelanden,1700::SB10,7672 GD,1168,1043,0,0,0,0,7,931,105,0,0,0,0,0,0,1043,198,35,97,73,301,61,105,38,83,11,12,1,5,0,0,11,3,0,0,7,0,2,0
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Baptistenkerk,1700::SB11,7676 AC,1241,922,1,5,0,2,0,833,97,0,0,0,2,0,0,930,122,42,178,135,209,38,62,25,40,12,34,2,4,0,2,9,0,1,1,5,0,0,1
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Vriezenveen,1700::SB12,7671 GS,1108,1109,0,0,0,0,4,1022,83,0,0,0,0,0,0,1109,137,40,149,116,329,63,97,42,77,14,26,0,4,0,0,12,0,0,0,2,0,0,1
Zwolle,Twenterand,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingscentrum 't Haarhuus,1700::SB13,7676 GA,1430,698,2,2,0,0,0,631,71,0,0,0,0,0,0,702,59,57,206,132,109,13,55,13,8,8,22,0,1,0,0,8,1,0,0,4,0,1,1
