contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1876::SB1,7255 KA,1452,1330,3,2,0,0,6,1230,99,0,0,0,0,0,0,1335,345,68,121,132,316,164,14,71,10,19,35,1,5,0,0,16,0,2,0,2,1,1,0,3,4,0,0
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Kamp / Hengelo Gld,1876::SB2,7255 CX,1587,1247,3,0,0,0,4,1167,79,0,0,0,0,0,0,1250,332,69,152,114,228,161,16,55,3,22,48,10,8,0,1,24,0,0,0,0,1,0,0,3,0,0,0
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ons Huis / Hengelo Gld,1876::SB3,7255 DM,1402,1199,0,7,0,0,0,1120,86,0,0,0,0,0,0,1206,291,66,112,132,294,126,17,48,5,24,50,2,2,0,1,24,0,0,0,1,0,0,1,1,2,0,0
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Horst / Keijenborg,1876::SB4,7256 BC,1444,1203,0,0,0,0,0,1093,110,0,0,0,0,0,0,1203,301,46,129,120,351,103,9,51,2,21,45,0,7,0,4,8,0,0,0,1,1,1,0,0,0,0,3
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voormalige school Varssel,1876::SB5,7255 MR,661,531,1,2,0,0,1,487,46,0,0,0,0,0,0,534,123,34,57,46,141,49,12,19,1,17,17,0,2,1,1,9,0,1,0,0,0,0,0,0,0,0,1
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cult. centrum De Brink / Zelhem,1876::SB6,7021 CN,1499,1296,1,2,0,1,0,1156,144,0,0,0,1,0,0,1300,357,62,113,107,237,169,45,58,49,25,39,1,3,1,4,20,0,0,2,2,0,0,0,2,0,0,0
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Muziekcentrum Union Zelhem,1876::SB7,7021 KH,1442,1326,2,2,0,0,1,1223,106,0,0,0,0,0,0,1330,339,98,141,127,212,164,56,70,29,16,45,1,4,5,0,16,0,0,0,1,0,1,0,0,1,0,0
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis D'n Draejer / Zelhem,1876::SB8,7021 KT,895,736,0,2,0,1,0,674,65,0,0,0,1,0,0,739,182,29,84,62,169,77,24,22,26,12,17,3,8,1,0,16,0,1,0,1,0,0,0,0,2,0,0
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ARX theater / Zelhem,1876::SB9,7021 HC,632,406,0,1,0,0,3,358,46,0,0,0,0,0,0,407,119,19,36,33,87,40,17,20,8,12,10,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Arnhem,Bronckhorst,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Heidehuus,1876::SB10,7025 CM,493,402,0,0,0,0,0,365,37,0,0,0,0,0,0,402,79,32,34,41,82,31,9,34,8,18,13,3,1,0,1,12,1,0,0,0,0,0,0,2,0,1,0
