contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Kernschool,0479::SB101,,2148,1267,1,20,0,0,4,1175,109,0,0,0,0,0,0,1288,110,76,226,179,65,116,25,147,4,41,48,1,6,164,2,12,2,0,3,8,27,4,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Handboog Schutters Czaar Peter,0479::SB102,,2223,1523,5,12,0,1,3,1378,160,0,0,0,1,0,0,1541,211,112,260,145,89,127,26,149,2,63,54,1,6,216,3,25,0,1,3,6,20,1,3,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw De Poelenburcht,0479::SB103,,2980,1974,11,3,0,5,3,1796,194,0,0,0,5,0,0,1993,145,112,159,193,67,162,41,157,3,41,40,0,5,780,1,8,2,1,1,2,49,2,1,2
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaans Natuur en Milieu Centrum,0479::SB105,,1144,935,0,5,0,4,3,854,79,0,0,4,0,0,0,936,64,72,94,83,48,73,13,76,2,31,22,0,2,327,2,6,0,0,1,3,15,0,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau JerehSalem,0479::SB106,,1711,1244,3,18,0,0,8,1139,121,0,3,0,3,0,0,1268,124,81,130,136,74,109,27,110,17,31,43,3,2,327,0,7,1,1,0,4,12,1,2,2
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau School De Windroos, INGANG PINASSTRAAT",0479::SB107,,1697,1311,6,17,0,0,4,1202,133,0,5,0,5,0,0,1339,120,97,141,146,49,104,24,104,1,23,29,0,1,422,0,8,3,0,1,8,15,0,0,15
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Evean Oostergouw, HOOFDINGANG",0479::SB108,,1834,1381,1,6,0,1,4,1263,122,0,0,0,1,0,0,1389,277,109,224,101,158,160,34,115,2,44,72,2,2,52,1,18,0,0,0,4,3,1,1,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Evean De Meerpaal, INGANG TJOTTERLAAN",0479::SB109,,1618,1316,5,9,1,0,5,1217,109,0,0,0,0,0,0,1331,243,123,146,121,110,134,34,117,6,52,47,4,3,140,2,16,0,0,0,4,8,2,0,4
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Evean Het Erasmushuis,0479::SB110,,1729,1264,1,5,0,0,5,1132,133,0,0,0,0,0,0,1270,208,142,141,125,92,131,40,118,2,40,55,2,2,134,2,16,0,3,0,1,8,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dependance Herman Gorterschool,0479::SB111,,1288,1039,1,8,0,0,0,982,66,0,0,0,0,0,0,1048,142,77,230,123,59,112,19,97,0,59,33,2,6,29,1,28,0,0,1,8,9,2,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Herman Gorterschool,0479::SB112,,1673,1422,2,1,0,0,2,1295,129,0,1,0,1,0,0,1426,208,94,257,192,56,156,16,184,0,71,57,5,14,30,6,49,0,0,2,11,9,3,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Het Mennistenerf,0479::SB113,,1680,1237,2,6,0,3,4,1141,103,0,0,0,3,0,0,1248,186,101,235,141,75,115,33,134,4,61,68,7,10,30,2,19,1,0,0,6,6,0,3,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Kolk,0479::SB114,,1599,984,1,1,0,0,0,902,84,0,0,0,0,0,0,986,187,81,149,100,62,117,10,88,1,24,62,1,1,61,1,25,1,1,0,4,5,1,2,0
