contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0213::SB1,671BV,1480,1352,0,1,0,0,7,1253,93,0,0,0,0,0,0,1353,359,95,120,100,196,191,26,147,2,39,43,0,2,1,4,19,0,2,0,4,0,0,0,2,0,0,0
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Tolzicht,0213::SB2,6971CC,1360,952,2,2,0,0,4,874,78,0,0,0,0,0,0,956,209,90,111,82,140,132,12,111,3,16,22,2,3,0,0,14,0,0,1,2,0,1,1,0,0,0,0
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Seniorencomplex ""de Molenhorst""",0213::SB3,6971CV,1301,954,2,7,0,0,1,882,80,0,0,0,0,0,0,963,141,88,150,134,111,131,9,95,0,30,39,0,0,3,3,11,1,0,3,2,1,1,0,1,0,0,0
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kindcentrum Het P@rk,0213::SB4,6971CN,1116,1108,0,0,0,0,2,1022,84,0,0,0,0,0,0,1108,184,87,150,176,95,138,21,121,3,44,39,2,4,14,1,22,2,0,0,2,1,0,0,2,0,0,0
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Buurthuis Leuvenheim,0213::SB5,6974AH,550,475,0,1,0,0,3,441,32,0,0,0,0,0,0,476,111,30,56,57,55,39,12,53,3,38,11,1,1,0,0,4,2,0,0,0,0,0,0,2,0,0,0
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Buitengewoon Kinderopvang, Oeken",0213::SB6,6971KC,466,424,0,1,0,0,3,385,37,0,0,0,0,0,0,425,101,33,33,33,53,73,8,43,10,18,13,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Basisschool J.H.Isings, Empe",0213::SB7,7399AG,711,614,0,1,0,0,3,551,61,0,0,0,0,0,0,615,192,35,52,52,107,83,11,32,5,15,7,3,4,0,0,11,0,0,0,2,0,1,0,0,0,0,2
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeenschapshuis De Wheme, Hall",0213::SB8,6964AA,742,609,0,1,0,0,3,555,52,0,0,0,0,0,0,610,163,50,49,59,99,61,17,47,11,21,15,2,2,0,0,8,0,0,1,2,0,2,0,0,0,0,0
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Woonzorgcentrum De Beekwal, Eerbeek",0213::SB9,6961DZ,1487,1030,0,2,0,0,6,932,97,0,0,0,3,0,0,1035,301,70,93,93,133,108,14,63,9,29,47,0,2,51,1,14,0,0,0,0,0,0,0,0,0,0,2
Arnhem,Brummen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Eerbeek,0213::SB10,6961EA,1474,1153,2,4,0,0,67,1002,90,0,0,0,0,0,0,1159,298,94,171,87,147,134,22,62,3,39,33,1,7,38,0,13,1,0,0,1,0,0,0,0,0,0,2
