contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Streekmuseum De Oude Wolden,0007::SB1,9695 AE,491,476,0,0,0,0,17,426,33,0,0,0,0,0,0,476,69,29,106,71,44,38,6,45,5,30,18,2,0,0,3,7,0,0,0,1,0,1,0,1
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Steunstee Reiderstee,0007::SB2,9695 GD,887,609,1,1,1,0,2,571,39,0,0,0,1,0,0,612,61,60,162,139,45,29,7,36,0,34,24,0,0,1,2,5,0,0,0,4,0,0,0,0
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brandweerkazerne,0007::SB3,9695 BA,764,638,0,0,0,0,2,594,42,0,0,0,0,0,0,638,79,64,119,129,59,58,20,44,3,23,19,0,1,0,0,17,0,0,0,1,1,0,0,1
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Brug,0007::SB4,9695 CJ,545,469,0,0,0,0,20,409,40,0,0,0,0,0,0,469,41,37,139,89,22,18,11,37,0,35,19,1,2,0,1,13,0,1,0,1,0,1,0,1
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkje,0007::SB5,9696 XN,144,142,0,0,0,0,2,135,5,0,0,0,0,0,0,142,34,11,17,22,7,11,5,15,1,10,5,0,0,0,2,2,0,0,0,0,0,0,0,0
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis 't Ganzenust,0007::SB6,9699 SE,645,468,1,0,0,0,1,431,37,0,0,0,0,0,0,469,63,42,90,95,46,29,19,25,3,27,18,2,1,0,0,5,3,0,0,0,0,0,0,0
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA Ons Noabershoes,0007::SB7,9566 PL,542,399,0,0,0,0,1,367,31,0,0,0,0,0,0,399,35,38,78,66,37,26,13,46,1,25,22,0,0,0,0,9,0,0,0,2,0,0,1,0
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Blanckenborg,0007::SB8,9697 RJ,806,556,0,2,0,0,1,527,30,0,0,0,0,0,0,558,70,78,88,109,63,37,9,39,1,17,31,3,1,0,0,5,0,0,0,5,0,0,0,0
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau c.b.s. De Loopplank,0007::SB9,9697 NS,397,359,0,0,0,0,3,331,25,0,0,0,0,0,0,359,63,23,58,62,47,32,11,17,1,16,9,0,0,0,1,13,0,0,1,4,0,0,0,1
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0007::SB10,9698 AE,868,730,2,4,0,0,3,670,63,0,0,0,0,0,0,736,124,83,98,146,72,54,32,54,0,30,21,3,2,0,0,9,0,0,0,2,0,0,0,0
Groningen,Bellingwedde,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum Het Oude Wapen,0007::SB11,9697 NL,1160,951,0,1,0,0,1,869,82,0,0,0,0,0,0,952,182,86,168,141,113,70,30,53,1,24,37,0,2,0,3,34,0,0,0,4,0,1,0,2
