contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Hoogkarspel,0498::SB1,1616 AV,1555,1770,0,6,0,0,2,1651,123,0,0,0,0,0,0,1776,517,88,178,149,252,238,23,125,7,59,62,7,12,2,2,38,0,3,0,3,1,2,2,0
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Reigersnest (aula van basisscholen),0498::SB2,1616 HB,1967,1333,0,0,0,0,4,1214,117,0,0,0,2,0,0,1335,453,70,122,75,203,185,7,87,2,24,36,4,9,0,4,38,0,0,3,7,1,2,1,0
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Water en Vuurhuis,0498::SB3,1616 CB,1202,1047,3,2,0,0,3,972,77,0,0,0,0,0,0,1052,252,48,145,109,152,96,12,105,1,28,45,1,11,0,0,30,1,0,0,0,6,2,2,1
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Schalm,0498::SB4,1617 KC,1494,1223,0,0,0,1,0,1129,93,0,0,1,0,0,0,1222,354,59,172,76,218,136,8,53,0,30,55,4,12,0,2,42,0,0,0,2,0,0,0,0
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel Centrum Pancratius,0498::SB5,1696 BK,1179,1008,2,3,0,0,1,920,92,0,0,0,0,0,0,1013,355,65,115,67,131,117,15,49,5,15,35,3,8,0,1,19,0,0,0,4,2,1,0,1
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Het Centrum,0498::SB6,1606 BW,1552,1296,1,1,0,0,4,1189,105,0,0,0,0,0,0,1298,397,60,190,105,216,126,16,53,1,26,56,0,8,0,0,33,3,0,0,3,1,0,2,0
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nederlands Hervormde Kerk (de Triangel),0498::SB7,1606 AP,1631,1411,2,1,0,0,4,1285,125,0,0,0,0,0,0,1414,449,77,191,82,169,169,23,94,5,45,41,2,10,1,2,42,1,0,0,6,0,1,0,1
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voormalig gemeentehuis Venhuizen,0498::SB8,1606 CZ,1192,1027,0,1,0,0,1,932,95,0,0,0,0,0,0,1028,340,38,138,55,171,115,11,53,4,27,33,2,5,0,6,23,0,0,0,4,2,0,0,0
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Wiekslag,0498::SB9,1608 EC,1136,936,0,1,0,0,2,859,76,0,0,0,0,0,0,937,319,47,90,53,119,118,11,49,1,47,37,2,6,0,2,28,1,0,0,5,0,0,1,0
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Dregt,0498::SB10,1697 KG,678,585,1,0,0,0,0,527,59,0,0,0,0,0,0,586,182,54,43,40,54,71,3,66,0,31,21,1,2,0,0,13,1,0,1,2,0,0,0,0
Den Helder,Drechterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jeugdcentrum Loods 2,0498::SB11,1616 RT,1209,990,1,1,0,2,6,915,75,0,0,0,4,0,2,996,311,44,126,67,148,126,10,78,1,20,26,1,7,0,3,15,1,0,0,4,1,0,0,1
