contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Bibliotheek, Emmasingel 22 of",0772::SB1,,1299,965,1,2,0,0,17,876,75,0,0,0,0,0,0,968,249,45,67,60,41,212,4,177,1,51,14,0,1,6,2,17,0,1,2,11,3,0,1,0,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Driestam,0772::SB2,,2382,756,0,5,0,0,3,686,72,0,0,0,0,0,0,761,124,28,90,71,55,141,8,101,1,36,24,2,2,52,0,14,0,0,0,5,2,0,0,0,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Fellenoord,0772::SB3,,3227,1210,1,10,0,0,4,1130,87,0,0,0,0,0,0,1221,158,63,158,178,61,167,11,166,1,60,41,2,3,108,4,19,0,0,0,7,2,0,1,0,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtinfowinkel Woensel-West,0772::SB4,,2658,746,9,11,0,0,0,712,54,0,0,0,0,0,0,766,77,40,68,80,30,154,6,154,1,59,13,1,1,45,0,9,1,0,0,6,1,0,0,0,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau zorgcentrum De Horst Imkerstr 6,0772::SB5,,2772,831,3,1,0,0,4,770,61,0,0,0,0,0,0,835,149,28,95,82,122,100,12,110,3,27,47,0,0,37,0,11,0,0,0,3,2,0,0,2,1
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Atalanta,0772::SB6,,3257,1237,3,7,0,0,0,1120,127,0,0,0,0,0,0,1247,163,95,184,134,73,172,19,115,4,39,36,0,5,165,1,19,1,0,1,8,2,1,0,0,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau B&O gebouw Pieter Poststraat 13 of,0772::SB7,,3096,1033,1,5,0,6,1,936,96,0,0,6,0,0,0,1033,126,27,162,130,56,132,11,133,0,51,44,1,9,116,1,20,0,1,1,9,1,0,0,2,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau B&O gebouw Pieter Poststraat 13 of,0772::SB8,,1986,1198,2,1,0,0,3,1093,105,0,0,0,0,0,0,1201,229,78,136,139,136,163,63,109,2,49,27,1,4,42,3,10,1,0,0,3,2,1,0,0,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingsruimte Pieter Eiffhuis,0772::SB9,,2578,704,2,5,0,0,2,656,53,0,0,0,0,0,0,711,125,55,86,111,112,63,20,42,0,15,42,1,2,10,0,14,0,0,1,3,2,0,0,0,0
's-Hertogenbosch,Eindhoven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Gunterslaer,0772::SB10,,1382,1326,1,3,0,0,3,1195,132,0,0,0,0,0,0,1330,337,55,118,139,158,244,20,107,4,33,67,0,9,4,0,24,0,0,0,6,0,1,0,0,0
