contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Opheusden,1740::SB1,4043 KM,1190,1141,0,2,0,2,10,945,190,0,0,0,2,0,0,1145,114,38,114,45,79,35,35,20,614,4,13,2,0,5,1,16,0,0,0,1,0,0,0,0,5,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Snellenburg Opheusden,1740::SB2,4043 NS,1561,1299,3,5,0,1,0,1080,228,0,0,0,1,0,0,1308,97,39,149,71,86,35,36,30,695,8,32,1,3,0,1,12,1,0,0,1,0,1,0,0,1,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw Eltheto Opheusden,1740::SB3,4043 KV,1622,1328,0,2,0,0,1,1118,211,0,0,0,0,0,0,1330,121,35,179,40,87,44,51,25,666,12,42,0,5,0,1,11,0,2,1,1,1,0,0,0,4,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum 't Anker Kesteren,1740::SB4,4041 CA,1512,1297,2,3,0,4,2,1148,156,0,0,0,4,0,0,1306,185,50,112,51,138,52,55,32,538,12,29,6,5,13,2,11,2,0,0,3,0,0,0,0,1,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ons Dorpshuis Kesteren,1740::SB16,4041 XE,1185,1320,0,3,0,2,10,1157,158,0,0,0,2,0,0,1325,193,60,149,75,135,65,70,49,417,23,34,6,3,18,1,13,2,0,1,4,0,0,0,0,2,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Rehoboth Ochten,1740::SB17,4051 GS,1881,1600,3,4,0,0,6,1391,210,0,0,0,0,0,0,1607,281,101,216,92,212,73,115,38,349,22,57,0,13,7,1,18,0,0,0,5,0,0,0,0,0,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Elim Ochten,1740::SB18,4051 AK,1735,1434,5,3,0,0,2,1231,209,0,0,0,0,0,0,1442,222,99,216,65,206,67,111,37,324,25,29,2,4,0,0,24,0,0,0,2,0,0,0,0,1,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Ons Tehuis IJzendoorn,1740::SB19,4053 JN,793,700,1,0,0,0,0,619,82,0,0,0,0,0,0,701,122,32,156,45,58,39,21,20,164,14,12,3,1,0,1,11,0,0,0,0,0,0,0,1,0,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Hoge Hof Echteld,1740::SB20,4054 MX,825,702,1,0,0,0,0,625,78,0,0,0,0,0,0,703,186,28,124,43,106,51,15,30,67,12,18,1,0,2,3,14,0,0,0,1,0,1,0,0,0,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nannenberghuis Dodewaard,1740::SB21,6669 CJ,1647,1283,1,5,0,0,0,1145,144,0,0,0,0,0,0,1289,198,95,241,107,161,77,43,34,233,21,44,0,4,4,0,18,1,0,0,1,0,0,0,1,0,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Steegakker Dodewaard,1740::SB22,6669 CZ,1687,1495,1,3,0,4,4,1321,178,0,0,0,4,0,0,1503,282,94,268,92,211,96,81,64,182,23,65,0,3,1,1,26,1,0,1,0,0,2,0,1,1,0
Nijmegen,Neder-Betuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Restaurant Castra Kesteren,1740::SB23,4041 AC,1362,920,1,1,0,0,2,783,137,0,0,0,0,0,0,922,143,18,109,33,103,39,44,25,369,7,9,1,0,3,0,14,0,0,0,1,0,0,0,0,2,0
