contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis (dependance),0267::SB1,3861 AK,1685,1483,1,3,0,0,21,1332,134,0,0,0,0,0,0,1487,323,49,226,75,261,104,167,67,93,26,38,0,5,16,2,21,0,0,0,5,0,0,0,2,3,0,0
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Pol,0267::SB2,3862 JN,1641,1404,0,3,0,1,13,1256,139,0,0,0,1,0,0,1408,321,48,104,63,306,79,214,54,142,17,25,0,2,2,1,21,0,0,0,2,0,1,1,0,0,0,1
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schakel,0267::SB3,3862 CX,1879,1555,2,3,0,1,10,1403,148,0,0,0,1,0,0,1561,333,46,212,62,320,104,159,75,111,37,50,2,2,20,3,14,0,0,0,1,0,4,0,0,0,0,0
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Huize Sint Jozef,0267::SB4,3861 CK,1722,1435,1,2,0,1,1,1313,123,0,0,0,0,0,0,1437,242,65,223,80,334,115,126,62,74,19,39,1,3,14,3,25,0,2,0,3,1,0,2,0,2,0,0
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oranje- Nassauschool,0267::SB5,3861 CW,1392,1164,1,1,0,5,0,1057,114,0,0,0,5,0,0,1171,228,45,167,68,229,86,122,53,62,15,27,1,2,42,1,8,0,0,0,7,0,1,0,0,0,0,0
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Daltonschool Corlaer,0267::SB6,3863 AZ,1184,1022,0,2,0,0,4,931,89,0,0,0,0,0,0,1024,214,44,123,44,213,91,110,58,36,23,40,1,2,3,0,10,3,0,1,5,1,0,0,0,0,0,0
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum  Corlaer,0267::SB7,3863 BZ,1333,1193,0,4,0,2,3,1071,125,0,0,0,2,0,0,1199,267,43,163,51,277,84,141,54,48,16,21,0,3,5,1,16,1,0,0,1,0,0,0,0,1,0,0
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau school Holk,0267::SB8,3863 EN,2273,1818,1,4,0,3,6,1665,155,0,0,0,3,0,0,1826,490,61,196,71,335,127,183,80,66,34,49,2,8,58,3,41,0,0,0,7,1,2,0,2,1,0,1
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau school De Hoeksteen,0267::SB9,3863 HS,1356,1237,1,1,0,0,8,1120,111,0,0,0,0,0,0,1239,303,35,138,56,205,86,184,52,68,17,21,2,9,36,0,19,0,3,0,1,0,0,0,2,0,0,0
Arnhem,Nijkerk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau school  De Open Kring,0267::SB11,3862 HN,1426,1260,1,4,0,8,4,1129,124,0,0,8,0,0,0,1257,214,37,162,46,244,84,207,45,97,13,27,2,7,41,1,27,0,0,0,1,2,1,0,0,2,0,0
