contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentekantoor,1904::SB1,3601 GR,1497,1332,1,1,0,0,10,1184,140,0,0,0,0,0,0,1334,428,79,153,63,131,225,38,103,7,36,27,0,2,5,0,26,0,3,1,3,0,2,0,0,0,0
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Maria Dommer,1904::SB2,3601 EX,1366,1157,1,7,0,4,3,1066,100,0,0,0,4,0,0,1169,173,84,231,124,160,122,41,66,7,27,51,3,4,32,1,26,1,0,1,1,1,1,0,0,0,0
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Klaroen,1904::SB3,3601 TJ,1390,1179,0,5,0,0,1,1062,121,0,0,0,0,0,0,1184,264,52,201,75,166,141,44,87,10,35,51,1,5,25,2,14,1,0,0,4,1,0,0,0,0,0
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Merenhoef,1904::SB4,3601 AC,1463,1457,2,4,1,0,2,1296,164,0,0,1,0,0,0,1462,411,72,177,48,233,163,61,119,20,46,58,1,4,2,0,37,0,0,0,2,1,2,0,0,0,0
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 't Palet(Buitenweg),1904::SB5,3602 ZK,1246,1015,0,1,0,0,0,916,100,0,0,0,0,0,0,1016,321,74,91,30,124,189,19,81,8,23,27,0,4,0,2,17,0,0,0,3,1,1,0,0,0,0
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Restaurant Belle,1904::SB6,3611 AE,1321,1130,1,0,0,0,4,986,141,0,0,0,0,0,0,1131,502,52,57,21,97,204,24,92,4,33,10,2,3,2,1,18,0,2,0,6,0,0,0,0,0,0
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Veenkluit,1904::SB7,3612 BH,1441,1103,0,1,0,2,8,962,136,0,0,0,2,0,0,1106,308,42,144,43,162,112,23,125,27,60,18,1,1,2,2,26,0,0,0,4,0,1,0,1,0,1
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Het Kompas,1904::SB8,3603 AZ,1389,1233,0,0,0,5,5,1107,126,0,0,0,5,0,0,1238,406,40,109,53,182,222,45,89,1,34,26,1,3,1,1,14,1,0,0,5,0,0,0,0,0,0
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WereldKidz Palet(ingang Bolens),1904::SB9,3603 CN,1671,1364,0,4,0,0,10,1220,139,0,0,0,1,0,1,1369,484,72,75,40,142,264,33,146,2,46,24,0,7,3,2,16,0,0,0,5,2,0,0,0,0,1
Utrecht,Stichtse Vecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau KBS De Wilde Wingerd,1904::SB10,3608 TK,1300,1137,5,6,0,0,4,1062,82,0,0,0,0,0,0,1148,174,65,222,140,111,148,23,89,1,34,58,1,4,40,4,17,0,0,0,3,2,1,0,0,0,0
