contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Meierijstad,1948::SB1,5461 KN,1429,1519,2,6,0,0,6,1386,135,0,0,0,0,0,0,1527,430,68,172,180,218,190,7,109,1,29,40,4,6,42,2,17,0,0,0,2,0,1,1,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum De Peppelhof,1948::SB2,5461 EA,1466,1021,0,1,0,0,0,928,94,0,0,0,0,0,0,1022,277,45,109,135,191,114,3,40,1,23,48,0,7,6,1,19,0,0,0,2,0,0,0,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw De Bloemfontein,1948::SB3,5462 AE,1330,855,5,2,0,5,2,787,78,0,0,0,5,0,0,867,160,32,182,134,69,73,4,65,0,22,19,0,4,65,0,15,0,0,0,8,1,2,0,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Joachim en Anna,1948::SB4,5461 BL,1447,1289,3,8,1,0,2,1172,127,0,0,0,1,0,0,1301,362,47,129,142,311,119,4,62,3,22,40,0,1,29,1,14,0,1,0,2,0,0,0,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Lapvoet,1948::SB5,5463 JA,1417,1199,5,7,0,2,0,1107,106,0,0,0,2,0,0,1213,195,44,179,201,103,115,8,105,1,29,37,4,5,145,2,17,1,0,0,4,2,1,0,0,1
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum AAtrium,1948::SB6,5463 GK,1336,1095,0,5,0,1,2,1000,99,0,0,0,1,0,0,1101,220,53,147,165,153,126,15,68,0,19,55,2,2,53,1,8,0,0,0,5,0,1,0,0,2
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Vijfmaster,1948::SB7,5463 ET,1075,823,2,6,0,0,1,749,81,0,0,0,0,0,0,831,134,23,129,116,95,66,5,50,1,11,26,0,1,149,1,12,0,0,0,2,1,1,0,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Locatie 'oude vijfmaster',1948::SB8,5463 HB,1335,652,1,3,0,0,0,599,57,0,0,0,0,0,0,656,127,27,94,115,92,67,3,27,0,13,28,1,0,49,0,8,0,0,0,1,0,0,0,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Uilenbrink,1948::SB9,5467 BM,1329,1203,0,1,0,2,2,1069,135,0,0,0,2,0,0,1206,357,57,118,135,138,176,12,80,1,24,31,3,1,47,0,20,1,0,0,1,0,0,0,1,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleegtehuis de Watersteeg,1948::SB10,5467 AN,1147,1154,0,2,0,8,7,1059,98,0,0,0,8,0,0,1164,278,52,132,152,192,136,8,77,3,30,26,0,3,38,2,18,0,0,2,1,0,2,0,1,1
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw De Spil,1948::SB11,5467 JZ,975,895,0,2,0,0,3,808,86,0,0,0,0,0,0,897,142,47,135,162,103,107,8,59,3,17,36,3,2,35,5,18,2,0,2,4,0,0,0,3,2
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool  't Heibosch,1948::SB12,5467 KE,1236,1064,1,1,0,0,0,972,94,0,0,0,0,0,0,1066,274,32,122,151,124,152,9,99,3,19,25,1,5,26,0,18,2,0,0,2,0,0,0,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ROC de Leijgraaf,1948::SB13,5467 HA,1173,800,3,2,0,0,4,727,74,0,0,0,0,0,0,805,195,35,111,89,107,115,2,61,0,23,24,0,2,16,0,16,1,0,1,2,0,0,0,0,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau M.F.C. De Hintel,1948::SB14,5464 PN,3043,2183,4,2,0,3,3,1981,208,0,0,0,3,0,0,2192,758,60,239,210,280,276,13,113,0,49,59,4,10,57,3,38,0,2,1,7,0,0,3,1,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis D'n Brak,1948::SB15,5464 VR,1304,1083,1,0,0,1,0,963,120,0,0,1,0,0,0,1083,360,25,98,122,284,92,4,45,0,13,24,3,0,0,0,10,0,0,0,2,0,0,0,1,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Zijtaart,1948::SB16,5465 RJ,1300,1131,0,0,0,1,3,1011,118,0,0,0,1,0,0,1132,280,31,143,115,367,96,1,25,2,14,31,3,4,0,2,14,0,0,0,2,0,0,0,1,0
's-Hertogenbosch,Meierijstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Brink,1948::SB17,5466 PE,1119,940,0,1,0,1,1,865,76,0,0,0,1,0,0,942,253,28,124,127,216,65,1,36,2,18,32,0,8,9,3,16,1,0,0,1,0,0,0,0,0
