contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0448::SB1,,1791,1597,0,3,0,1,151,1317,133,0,0,0,1,0,0,1601,451,123,128,135,164,182,28,201,11,75,40,3,19,0,1,26,2,1,0,6,0,0,1,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek,0448::SB2,,2255,1717,3,4,0,2,28,1545,153,0,0,0,2,0,0,1726,405,135,181,159,232,227,36,168,3,53,39,4,16,1,2,45,4,0,0,2,1,2,2,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Gollards,0448::SB3,,1521,1508,2,4,0,0,33,1377,104,0,0,0,0,0,0,1514,332,158,135,136,237,173,33,149,9,58,66,1,0,0,0,12,3,0,0,0,2,1,3,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Eierlandsche Huis,0448::SB4,,638,768,1,0,0,0,212,505,52,0,0,0,0,0,0,769,237,61,95,53,71,74,21,62,6,27,23,3,6,0,3,20,0,1,0,2,1,0,2,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingshuis Bethel,0448::SB5,,313,315,0,0,0,0,27,253,35,0,0,0,0,0,0,315,108,9,37,25,54,22,1,32,1,11,9,0,1,0,0,4,0,0,0,1,0,0,0,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Waldhorn,0448::SB6,,599,591,0,2,0,0,89,468,36,0,0,0,0,0,0,593,152,44,26,42,66,91,14,86,5,29,21,0,3,0,1,7,0,1,0,2,1,0,0,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Hof,0448::SB7,,1032,1117,3,2,0,0,287,738,97,0,0,0,0,0,0,1122,399,80,119,81,115,104,18,91,0,35,22,2,5,0,5,33,1,1,0,4,0,0,2,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Bijenkorf,0448::SB8,,991,885,2,1,0,1,20,783,86,0,0,0,1,0,0,889,189,51,69,70,178,91,37,89,31,43,8,2,1,0,3,11,1,0,0,7,1,1,2,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Skiltje,0448::SB9,,1054,896,1,2,0,0,33,777,89,0,0,0,0,0,0,899,254,63,124,71,128,100,10,64,5,15,36,0,9,0,0,11,0,0,0,6,0,0,0,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Wielewaal,0448::SB10,,313,297,0,0,0,0,13,251,33,0,0,0,0,0,0,297,110,25,26,16,40,35,3,21,0,9,1,0,0,0,0,8,0,0,1,1,0,1,0,0
Den Helder,Texel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Havenrestaurant Texel,0448::SB11,,255,283,2,0,0,0,18,239,28,0,0,0,0,0,0,285,67,27,23,18,25,45,9,40,1,18,6,0,1,0,0,2,0,0,0,1,0,0,0,0
