contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1721::SB1,,1491,1546,0,3,0,0,8,1403,138,0,0,0,0,0,0,1549,350,78,236,268,248,141,8,81,4,25,63,5,5,10,1,14,2,0,0,5,0,0,0,2,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorginstelling Heelwijk,1721::SB2,,1911,1542,3,2,0,0,3,1393,151,0,0,0,0,0,0,1547,445,52,183,252,241,174,5,74,1,17,60,1,3,11,2,16,0,1,0,3,0,0,0,1,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Kiem,1721::SB3,,1509,1221,1,6,0,0,1,1134,93,0,0,0,0,0,0,1228,240,59,185,244,169,128,7,80,1,21,35,0,3,12,2,26,0,1,0,0,8,0,0,0,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal 't Vijfeiken,1721::SB4,,1681,1377,1,3,0,0,0,1262,119,0,0,0,0,0,0,1381,330,55,228,217,241,119,6,63,1,22,48,2,2,3,2,29,1,0,0,8,0,0,0,0,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau College Het Hooghuis,1721::SB5,,1666,1024,4,0,0,0,2,924,102,0,0,0,0,0,0,1028,275,22,143,156,206,123,6,33,2,11,27,5,0,0,0,13,0,0,0,2,0,0,0,0,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brandweerkazerne Heesch,1721::SB6,,1685,1502,1,2,0,0,3,1355,147,0,0,0,0,0,0,1505,485,51,170,174,289,158,9,64,2,25,29,2,7,2,1,25,0,0,0,7,0,0,0,2,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Wis,1721::SB7,,1266,1020,1,1,0,0,0,918,104,0,0,0,0,0,0,1022,296,30,83,69,337,103,7,49,0,7,21,1,4,0,0,9,0,0,0,1,1,0,0,2,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel centrum Nesterlé,1721::SB8,,1597,1281,2,1,0,0,4,1154,126,0,0,0,0,0,0,1284,311,52,148,180,278,149,10,73,1,14,30,2,6,3,1,18,1,0,0,3,0,0,1,0,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorginstelling Laarstede,1721::SB9,,1445,998,2,0,0,0,2,900,98,0,0,0,0,0,0,1000,223,28,138,203,189,79,9,52,1,19,39,0,2,2,2,9,0,0,0,2,0,0,0,1,0
's-Hertogenbosch,Bernheze,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Overbeek,1721::SB10,,1635,1404,2,1,0,0,2,1265,140,0,0,0,0,0,0,1407,361,41,127,276,272,168,2,71,0,17,28,1,4,0,0,31,0,0,0,3,0,2,0,0,0
