contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0575::SB1,,1127,1330,4,2,0,0,8,1179,149,0,0,0,0,0,0,1336,491,50,134,72,143,180,16,109,2,42,36,3,7,1,2,39,0,1,0,0,0,2,0,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vinkenhof,0575::SB2,,1395,1175,1,1,0,1,1,1056,121,0,0,0,1,0,0,1178,390,55,150,54,160,137,23,75,8,32,57,0,7,2,1,20,0,0,1,2,1,0,0,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Jeroen,0575::SB3,,1533,1141,4,5,0,0,1,1026,123,0,0,0,0,0,0,1150,363,55,128,78,132,137,17,103,0,38,47,4,5,2,2,24,0,0,1,5,0,0,0,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Wieken,0575::SB4,,1536,1271,3,5,0,0,6,1179,96,0,2,0,2,0,0,1281,323,57,200,110,145,122,18,103,3,49,81,0,7,11,2,36,0,0,0,3,0,0,0,1,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Noordwijk,0575::SB5,,1747,1431,4,1,0,0,2,1301,133,0,0,0,0,0,0,1436,410,88,184,96,166,165,30,127,8,35,63,2,11,5,0,35,1,0,0,4,0,1,0,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Schapendel,0575::SB6,,1386,1282,2,1,0,0,3,1183,101,0,2,0,2,0,0,1287,351,73,190,67,168,154,23,85,7,38,52,3,3,19,2,43,0,0,2,2,0,0,0,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Theater de Muze,0575::SB7,,1289,892,0,4,0,0,10,757,129,0,0,0,0,0,0,896,473,22,74,15,74,93,10,32,4,34,12,2,0,0,3,42,1,0,0,1,0,0,0,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Trefpunt,0575::SB8,,1246,1267,1,2,0,0,19,1103,148,0,0,0,0,0,0,1270,546,43,159,49,121,116,24,70,8,38,33,4,6,0,1,42,2,1,0,2,1,0,1,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Zeehonk,0575::SB9,,1198,999,4,1,0,0,8,889,107,0,0,0,0,0,0,1004,356,48,131,49,85,134,9,74,5,23,31,0,11,1,3,29,0,0,1,8,0,1,0,0,0
Leiden,Noordwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Wakersduin,0575::SB10,,1053,1024,2,7,0,0,4,918,111,0,0,0,0,0,0,1033,308,50,149,61,121,111,20,69,3,38,36,1,7,9,1,34,0,1,0,3,0,0,0,1,1
