contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0281::SB1,4001 MV,2275,1811,0,4,0,0,9,1661,145,0,0,0,0,0,0,1815,368,123,320,173,145,183,29,181,12,80,68,2,6,46,11,34,1,1,3,17,2,3,0,1,2,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw AVGN,0281::SB2,4001 WJ,1829,1259,3,5,0,0,3,1123,141,0,0,0,0,0,0,1267,229,82,221,143,103,121,31,112,2,46,47,0,6,76,6,19,6,1,0,4,0,0,0,2,2,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Walstede,0281::SB3,4001 HE,1517,1207,2,2,0,0,3,1090,118,0,0,0,0,0,0,1211,308,82,182,88,114,139,13,123,6,45,55,2,3,7,1,33,1,0,1,4,0,0,0,0,0,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw KTVM,0281::SB4,4001 HZ,1874,1235,1,5,0,0,0,1117,124,0,0,0,0,0,0,1241,175,74,323,143,63,90,31,84,3,34,53,4,7,88,11,38,2,0,1,4,0,1,0,0,6,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Centrum Oosthonk,0281::SB5,4005 VR,1771,1484,2,10,0,8,3,1330,171,0,0,0,8,0,0,1504,299,89,325,126,104,125,18,119,6,36,47,3,7,130,8,30,0,1,4,3,0,2,0,1,1,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vier Gravinnen,0281::SB6,4001 RZ,1529,1288,0,7,0,0,4,1131,160,0,0,0,0,0,0,1295,181,92,168,111,127,119,30,135,15,28,51,1,8,198,1,19,0,0,0,0,2,0,0,1,1,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Achtbaan,0281::SB7,4005 VP,1784,1114,0,1,0,0,0,994,121,0,0,0,0,0,0,1115,234,49,272,110,100,85,16,71,5,23,31,0,0,77,2,30,0,0,1,2,1,1,0,3,1,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Vrijthof,0281::SB8,4003 CA,1728,1322,1,3,0,1,3,1161,161,0,0,1,0,0,0,1325,345,76,182,95,181,147,43,94,7,44,42,0,7,16,5,27,2,1,0,5,2,0,0,1,0,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Betuwe Sporthal,0281::SB9,4006 AJ,2291,1644,3,11,0,0,0,1456,203,0,1,0,1,0,0,1659,200,130,288,178,155,139,33,153,13,38,60,0,3,206,5,30,3,1,0,4,2,0,0,1,2,0
Nijmegen,Tiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Lingewaarde,0281::SB10,4002 AG,1689,1382,2,4,0,2,4,1228,158,0,0,0,2,0,0,1390,339,102,198,101,161,171,24,118,3,38,59,2,3,27,0,20,4,0,2,4,1,3,0,0,2,0
