contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bestuurscentrum (KCC),0938::SB1,,1459,1277,4,4,0,0,6,1143,138,0,0,0,2,0,0,1287,339,61,138,86,237,203,10,96,1,38,33,2,2,1,1,28,1,0,0,0,0,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Beukeloord,0938::SB2,,1228,800,3,2,0,0,0,727,80,0,0,0,2,0,0,807,143,53,130,114,137,75,4,59,0,19,41,1,0,0,0,20,1,0,1,0,2,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gem.schapshuis De Stip,0938::SB3,,1012,932,0,2,0,0,5,855,74,0,0,0,0,0,0,934,140,32,210,138,138,101,2,66,0,28,46,0,2,0,0,19,3,1,0,6,0,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum de Ketel,0938::SB4,,1047,830,4,1,0,0,3,758,74,0,0,0,0,0,0,835,102,33,244,143,90,60,3,53,0,14,65,0,3,0,2,14,1,1,1,0,1,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis de Koel,0938::SB6,,1323,1017,4,4,0,0,6,929,90,0,0,0,0,0,0,1025,169,43,262,130,129,93,7,78,0,32,44,1,1,5,3,15,0,0,0,4,0,1,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scoutinggebouw Bunde,0938::SB12,,1039,910,2,1,0,0,4,811,99,0,0,0,1,0,0,914,246,46,109,69,146,156,5,64,0,17,32,0,2,1,0,16,0,0,0,1,0,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum de Wilgenhof,0938::SB13,,1215,1254,0,3,0,0,3,1152,102,0,0,0,0,0,0,1257,252,43,170,165,229,175,10,94,3,16,71,0,0,1,4,17,0,0,1,2,0,1,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum De Auw Kerk Limited,0938::SB14,,1166,1126,3,1,0,0,4,995,131,0,0,0,0,0,0,1130,289,36,174,103,154,160,9,76,4,40,38,3,1,0,1,37,0,0,0,1,0,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonbegeleidingscentrum Aan de Pas,0938::SB15,,1238,627,2,1,0,0,3,567,61,0,0,0,1,0,0,631,122,19,98,76,80,96,8,69,0,18,28,0,0,0,0,9,0,0,1,3,0,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal 't Wapen van Geulle,0938::SB16,,1267,1000,1,1,0,0,2,892,109,0,0,0,1,0,0,1003,172,37,211,105,154,119,4,65,1,33,64,5,2,0,0,28,0,0,0,0,0,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum  Avé Maria,0938::SB17,,1195,1002,2,0,0,0,3,916,86,0,0,0,1,0,0,1005,177,36,152,117,201,106,6,78,0,37,55,3,2,0,1,22,3,1,0,5,0,0,0
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis D'n Huppel,0938::SB21,,1183,999,0,0,0,0,3,873,123,0,0,0,0,0,0,999,199,49,204,69,216,98,2,55,5,20,44,2,6,0,3,21,0,0,1,4,0,0,1
Maastricht,Meerssen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Triangel,0938::SB22,,1089,948,0,1,0,0,2,845,102,0,0,0,0,0,0,949,175,37,171,121,172,92,1,56,0,35,52,2,8,0,5,16,1,0,0,3,0,1,0
