contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0851::SB1,4652 GA,2125,1744,4,2,0,0,8,1562,180,0,0,0,0,0,0,1750,474,72,345,140,226,169,16,95,6,44,81,4,11,3,1,44,2,1,2,5,0,1,0,0,2,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Verzorgingsh.""Onze Stede""",0851::SB2,4651 EL,1349,1124,2,2,0,4,0,1022,110,0,0,0,4,0,0,1132,260,54,259,154,126,102,13,65,3,25,40,2,0,1,0,13,0,0,0,3,0,1,1,1,1,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau R.K. Basisschool Gummarus,0851::SB3,4651 KM,2346,2009,3,2,0,0,3,1810,201,0,0,0,0,0,0,2014,435,81,499,268,221,154,24,112,4,41,103,0,9,3,5,38,0,0,1,5,0,1,0,2,2,1
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Scoutinggeb.""Wallenburch""",0851::SB4,4651 WB,1643,1363,3,1,0,0,3,1244,120,0,0,0,0,0,0,1367,365,55,324,110,151,149,20,56,3,35,46,1,3,1,2,33,0,0,0,5,0,0,0,4,0,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Vaert,0851::SB5,4651 XE,1203,975,0,0,0,0,3,871,101,0,0,0,0,0,0,975,258,36,217,91,142,93,8,37,3,23,41,1,4,0,2,15,0,0,0,1,0,0,0,1,2,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Siemburg,0851::SB6,4756 AR,1788,1405,0,0,0,0,2,1250,153,0,0,0,0,0,0,1405,468,40,317,131,194,74,10,51,6,23,52,2,10,2,1,19,0,1,0,1,0,0,0,0,2,1
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Stelle,0851::SB7,4655 AB,697,529,0,0,0,0,2,471,56,0,0,0,0,0,0,529,116,14,145,54,54,49,14,26,4,15,26,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verz.huis De Nieuwe Haven,0851::SB8,4671 AW,1569,1258,2,6,0,0,3,1119,144,0,0,0,0,0,0,1266,226,40,311,171,154,90,43,47,57,32,38,0,12,0,0,27,0,0,0,7,0,0,0,2,1,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Regenboog,0851::SB9,4671 ES,1731,1328,1,6,0,1,2,1191,143,0,0,0,1,0,0,1336,349,31,282,137,169,81,34,57,61,24,54,0,5,3,3,30,1,1,0,2,2,0,0,1,1,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Vossenburcht,0851::SB10,4681 AS,1761,1388,9,2,0,1,3,1273,124,0,0,0,1,0,0,1400,330,60,312,154,219,84,13,65,7,30,66,4,4,0,0,30,2,0,0,0,0,0,0,2,6,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Sportpark,0851::SB11,4651 KS,1058,606,0,2,0,0,1,545,62,0,0,0,0,0,0,608,139,29,148,82,61,48,6,31,3,9,24,0,5,0,0,13,1,2,1,0,0,1,0,0,3,0
Tilburg,Steenbergen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis,0851::SB12,4671 CC,1044,810,0,0,0,0,4,753,53,0,0,0,0,0,0,810,179,19,163,95,113,71,16,44,26,17,36,2,8,0,1,17,1,0,1,0,0,0,0,0,1,0
