contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadskantoor Sittard,1883::SB1,6131 LB,1795,1375,4,3,0,0,15,1239,131,0,3,0,3,0,0,1385,278,53,169,121,271,189,19,131,1,61,38,0,3,5,4,24,0,2,0,4,1,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schouwburg De Domijnen,1883::SB2,6131 AE,1689,1353,3,1,0,0,15,1236,106,0,0,0,0,0,0,1357,245,46,148,118,236,213,9,170,1,61,47,6,6,6,4,23,3,0,3,7,0,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Multifuntioneel Centrum Sanderbout,1883::SB3,6134 TZ,1637,1056,4,2,0,0,0,906,156,0,0,0,0,0,0,1062,72,54,389,205,75,54,4,73,2,29,54,1,0,26,3,7,0,1,1,4,1,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis de Landjwaer,1883::SB4,6133 AJ,1694,1808,4,2,0,0,1,1626,187,0,0,0,0,0,0,1814,273,103,266,242,245,233,16,223,2,80,72,0,0,5,0,38,1,0,0,8,0,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Fanfarezaal St. Jan,1883::SB5,6132 CD,2015,1536,1,6,0,0,7,1342,194,0,0,0,0,0,0,1543,510,71,124,82,321,214,11,95,7,27,37,0,5,0,0,29,0,0,0,2,0,0,1
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum de Kollenberg,1883::SB6,6137 AC,1080,836,1,3,0,0,10,758,72,0,0,0,0,0,0,840,119,46,110,93,168,108,10,69,1,40,43,0,0,1,1,21,0,0,1,2,0,3,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tafeltenniscentrum Sittard,1883::SB7,6137 PE,1644,1094,1,0,0,0,3,1005,87,0,0,0,0,0,0,1095,112,60,255,183,138,104,12,76,1,55,44,4,4,14,1,22,0,0,2,4,2,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Broeksittard,1883::SB8,6137 SR,1777,1124,0,6,0,0,14,995,121,0,0,0,0,0,0,1130,69,48,404,126,129,57,11,111,1,30,57,8,4,46,1,20,0,0,0,2,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oos Zittesj Hoes,1883::SB9,6131 GS,1366,765,4,3,0,0,4,715,54,0,1,0,1,0,0,773,124,38,158,91,155,73,4,40,0,23,36,1,2,3,1,16,0,0,0,0,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Xonar,1883::SB10,6132 EL,1374,757,3,2,0,0,1,692,69,0,0,0,0,0,0,762,86,36,158,137,71,65,6,81,0,44,48,0,2,3,1,13,1,1,0,3,0,1,0
