contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Raadhuis,0397::SB1,2101 HA,1162,1788,2,4,0,0,17,1616,161,0,0,0,0,0,0,1794,602,93,126,82,173,329,29,149,12,85,37,2,4,18,0,37,1,1,0,4,3,1,0
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal Offenbachlaan,0397::SB2,,1153,871,1,1,0,0,3,806,64,0,0,0,0,0,0,873,384,41,40,23,103,143,10,80,3,11,15,0,2,0,0,11,0,0,0,5,0,0,0
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nicolaas Beetsschool,0397::SB3,2103 VR,1117,858,1,2,0,0,4,854,4,0,1,0,1,0,0,862,295,39,67,49,62,164,16,74,0,39,22,0,3,0,0,18,2,0,0,2,2,4,0
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bosbeek,0397::SB4,2104 WG,1114,910,1,5,0,0,0,823,93,0,0,0,0,0,0,916,260,60,59,51,148,115,33,89,2,43,26,1,5,0,1,14,0,0,0,0,0,2,1
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Princehof 1,0397::SB5,2104 AH,1021,777,0,2,0,0,7,704,68,0,0,0,0,0,0,779,200,47,86,63,88,111,12,79,3,43,25,1,4,7,0,5,0,0,0,0,2,0,1
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Portocabin Amstellaan,0397::SB6,,1412,1175,0,0,0,1,2,1074,100,0,0,0,1,0,0,1176,355,75,96,45,114,219,29,120,2,53,26,1,4,0,0,28,1,2,0,3,1,1,0
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Evenaar,0397::SB7,2105 TC,1349,1181,0,1,0,0,6,1089,87,0,0,0,0,0,0,1182,352,80,62,46,160,227,16,130,4,44,32,0,0,0,2,22,0,1,0,1,0,1,1
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Luifel,0397::SB8,2101 MP,1142,968,6,3,0,0,1,862,114,0,0,0,0,0,0,977,340,39,61,51,120,171,11,88,2,26,29,1,1,3,0,21,0,0,0,2,0,0,2
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek,0397::SB9,2101 ZC,1286,1421,0,5,0,0,5,1289,132,0,0,0,0,0,0,1426,518,77,98,56,112,269,15,135,0,58,37,1,2,0,1,33,0,0,2,6,0,0,1
Haarlem,Heemstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kennermerduin,0397::SB10,2101 MS,1347,865,3,3,0,0,4,775,92,0,0,0,0,0,0,871,307,55,49,34,117,143,10,62,1,53,16,1,2,1,0,11,0,0,0,1,0,2,0
