contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 01 - Trefcentrum,0951::SB1,6361 CA,1219,661,6,3,1,0,2,605,62,0,0,1,0,0,0,669,132,126,64,98,99,33,39,23,31,5,9,2
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 02 - Basisschool de Bolster,0951::SB2,6361 XG,1461,705,5,1,0,0,1,636,74,0,0,0,0,0,0,711,143,135,76,96,108,45,38,17,22,12,11,2
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 04 - Zorgcentrum Op den Toren,0951::SB3,6361 EB,974,399,4,0,0,0,0,357,46,0,0,0,0,0,0,403,67,72,48,50,61,24,21,14,30,5,7,0
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 05 - Kantine tennisclub Nuth,0951::SB4,6361 EV,849,370,1,2,0,0,0,333,40,0,0,0,0,0,0,373,69,96,43,19,36,25,41,10,23,0,8,0
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 06 - voorm. Servatiusschool,0951::SB5,6361 JE,836,413,3,3,0,0,0,364,55,0,0,0,0,0,0,419,128,96,39,27,52,11,23,12,10,4,11,0
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 07 - Gemeenschapshuis Wijnandsrade,0951::SB6,6363 BV,1381,753,4,0,0,0,1,665,91,0,0,0,0,0,0,757,81,173,122,78,98,44,61,36,40,3,17,0
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 08 - Gemeenschapshuis Schimmert,0951::SB7,6333 BJ,1284,640,1,1,0,0,2,550,90,0,0,0,0,0,0,642,78,229,97,36,59,22,44,21,24,7,23,0
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 10 - Zaal 't Weverke,0951::SB8,6333 BG,1357,749,3,1,0,1,0,675,79,0,0,0,1,0,0,754,97,254,75,65,71,32,68,31,28,12,15,1
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 11 - Zorgcentrum Panhuys,0951::SB9,6336 AH,1596,792,3,0,0,0,1,682,112,0,0,0,0,0,0,795,132,208,63,79,97,27,61,56,42,3,21,3
Maastricht,Nuth,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 13 -Kantine Voetbalvere. Hulsberg,0951::SB10,6336 VT,1709,844,8,3,0,0,0,746,109,0,0,0,0,0,0,855,145,219,112,63,93,30,77,31,33,11,29,1
