contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis Waalwijk,0867::SB1,5141 PA,989,369,2,0,0,0,0,330,41,0,0,0,0,0,0,371,107,41,39,48,19,42,19,18,15,0,0,4,2,14,1
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Parkpaviljoen,0867::SB2,5141 HC,1164,365,0,0,0,0,0,320,45,0,0,0,0,0,0,365,82,76,30,45,25,52,9,14,11,0,0,8,0,13,0
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum Samarja,0867::SB3,5141 AM,1120,537,0,0,0,1,0,487,49,0,0,1,0,0,0,536,80,98,78,62,30,66,15,21,15,2,1,11,1,53,4
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ontm. centrum Ambrosiuskerk,0867::SB4,5142 AA,1529,568,2,2,0,0,0,516,56,0,0,0,0,0,0,572,38,60,123,106,44,37,56,37,22,2,0,21,0,22,0
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis De Ouwe Toren,0867::SB7,5142 EP,1404,450,0,4,0,0,0,411,43,0,0,0,0,0,0,454,57,61,72,65,25,50,51,24,17,0,0,15,0,12,1
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Baardwijk,0867::SB8,5142 WX,1339,607,2,6,0,0,0,566,49,0,0,0,0,0,0,615,57,86,97,126,33,46,71,51,12,0,0,15,0,11,2
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool van der Heijden,0867::SB9,5144 GE,1553,513,0,1,0,0,0,465,49,0,0,0,0,0,0,514,55,57,106,102,38,37,44,29,24,0,0,8,2,11,0
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Buurthuis Zanddonk,0867::SB11,5144 VM,1459,635,2,3,0,0,0,581,59,0,0,0,0,0,0,640,80,85,102,132,33,73,34,40,25,1,0,14,2,12,2
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Buurthuis De Wierd,0867::SB12,5144 RC,1480,452,1,2,0,0,0,409,46,0,0,0,0,0,0,455,49,48,87,104,23,36,36,25,18,1,1,10,1,12,1
Tilburg,Waalwijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Juliana v Stolberg,0867::SB13,5144 CJ,1187,579,0,5,0,0,0,521,63,0,0,0,0,0,0,584,129,134,69,53,35,61,22,24,22,0,0,11,0,19,0
