contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stadhuis Arnhem,0202::SB1,,1814,954,8,6,0,0,1,897,71,0,0,0,1,0,0,969,139,103,62,69,119,202,135,16,1,73,8,2,1,2,6,5,3,6,2
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Huis der Provincie,0202::SB2,,1390,482,5,3,0,0,3,451,36,0,0,0,0,0,0,490,84,53,35,24,69,104,56,5,3,34,7,2,0,1,1,0,1,3,0
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Introdans (hoofdgebouw),0202::SB3,,1191,377,0,2,0,0,0,354,25,0,0,0,0,0,0,379,53,55,17,26,53,67,61,10,0,24,3,2,1,0,2,1,0,1,1
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Buurtcentrum 't Huukske,0202::SB4,,1194,649,0,0,0,0,0,605,44,0,0,0,0,0,0,649,79,78,31,34,104,119,96,11,1,59,13,0,0,0,5,7,5,7,0
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum Klingelpoort,0202::SB5,,943,500,2,2,0,0,0,460,44,0,0,0,0,0,0,504,65,78,33,24,43,119,72,14,0,25,13,1,1,0,3,3,1,4,1
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kerkelijk Kultureel Centrum,0202::SB6,,1087,592,3,0,0,0,0,531,64,0,0,0,0,0,0,595,58,61,51,22,102,124,88,21,3,31,13,2,0,0,4,1,4,5,2
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau ROC Rijn IJssel College,0202::SB7,,1439,654,0,0,0,0,0,611,43,0,0,0,0,0,0,654,62,86,17,18,116,138,120,16,0,52,11,6,0,1,2,4,3,2,0
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Bezoekerscentrum Sonsbeek,0202::SB8,,1621,837,2,2,0,0,0,776,67,0,2,0,2,0,0,843,143,123,41,25,59,216,122,18,3,67,3,1,4,0,8,3,0,1,0
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum De Bakermat,0202::SB9,,1648,1066,1,3,0,1,0,961,110,0,0,0,1,0,0,1071,244,130,97,39,66,268,111,37,2,43,8,1,0,0,4,6,7,2,1
Arnhem,Arnhem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Pieter Brueghelschool,0202::SB11,,1114,889,3,5,0,0,1,777,117,0,0,2,0,0,0,895,248,111,56,22,27,267,73,30,1,36,11,1,0,1,0,0,4,0,1
