contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadskantoor,0777::SB1,,2215,1167,2,4,0,0,1,1065,108,0,1,0,1,0,0,1174,180,210,176,155,97,131,41,70,29,0,3,60,1,11,3
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Nieuwe Nobelaer,0777::SB2,,2011,914,0,2,0,0,0,826,90,0,0,0,0,0,0,916,158,166,178,107,64,73,24,48,33,0,0,51,1,5,6
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Avoord Zorg en Wonen, locatie Anbarg",0777::SB3,,2456,846,2,2,0,0,0,776,74,0,0,0,0,0,0,850,139,153,105,140,63,93,31,43,20,0,1,46,2,5,5
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Smeltkroes de Keen,0777::SB4,,2428,802,3,2,0,0,0,711,96,0,0,0,0,0,0,807,193,116,99,77,68,116,20,35,22,0,0,42,1,9,4
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau ARV Achilles,0777::SB5,,2941,1141,5,5,0,0,0,1040,109,0,0,2,0,2,0,1149,191,211,189,143,94,114,32,69,36,0,0,43,2,15,2
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkgebouw Ut Praotuis,0777::SB6,,1352,624,4,6,0,0,0,576,58,0,0,0,0,0,0,634,102,119,107,73,48,67,14,44,15,0,1,22,1,6,5
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Scholengemeenschap,0777::SB7,,2130,936,2,1,0,0,0,820,118,0,0,1,0,1,0,938,167,167,134,132,77,107,44,25,22,1,1,42,1,10,6
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Avoord Zorg en Wonen, locatie Kloostergaard",0777::SB8,,1860,741,3,1,1,0,0,650,94,0,0,1,0,0,0,744,142,228,100,75,41,51,11,25,24,1,0,32,0,8,3
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stichting Instuif het Zorgenkind,0777::SB9,,1715,578,0,2,0,0,0,502,76,0,0,0,0,0,0,578,105,105,80,96,58,43,20,25,20,0,0,20,0,5,1
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Tafeltennishal Tanaka,0777::SB10,,2520,826,2,5,0,0,0,748,85,0,0,0,0,0,0,833,148,120,129,114,79,89,28,42,26,0,0,40,2,6,3
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Kantine Gemeentewerf,0777::SB11,,1022,485,3,0,0,0,0,424,64,0,0,0,0,0,0,488,86,135,55,52,33,63,10,9,13,1,0,20,0,5,3
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkgebouw De Gong,0777::SB12,,2437,1230,3,0,0,1,0,1074,160,0,0,0,1,0,0,1234,168,182,220,177,101,150,43,64,45,0,0,47,1,27,5
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Brede school De Vleer,0777::SB13,,2480,1022,8,5,0,0,0,918,117,0,0,0,0,0,0,1035,152,123,180,157,79,135,33,32,40,0,2,64,0,20,5
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Trouwkerkje,0777::SB14,,2406,1179,6,6,0,0,2,1043,146,0,0,0,0,0,0,1191,192,208,207,142,94,124,41,57,35,0,0,60,5,13,1
Tilburg,Etten-Leur,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Het Turfschip,0777::SB15,,2448,974,2,4,0,0,0,853,127,0,0,0,0,0,0,980,233,178,136,82,62,150,21,50,16,1,0,35,3,7,0
