contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadhuis,0826::SB1,4902 ZP,2995,995,0,4,0,0,3,879,118,0,1,0,1,0,0,1000,129,108,184,179,87,135,61,34,31,0,0,29,1,14,3
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Delta-Onderwijs,0826::SB2,4902 AB,2096,871,3,4,0,0,3,787,88,0,0,0,0,0,0,878,241,158,80,98,56,117,46,34,16,1,0,17,0,7,0
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Zorgcentrum ""De Doelen""",0826::SB3,4901 AJ,2473,968,9,2,0,0,0,892,87,0,0,0,0,0,0,979,170,159,142,163,69,121,44,43,30,0,2,16,2,6,1
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Nieuwe Pannehoef,0826::SB5,4905 AT,1775,901,1,4,1,0,0,806,99,0,0,1,0,0,0,905,210,113,133,126,58,103,47,47,29,1,0,28,0,4,2
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau BS ""Paulo Freire""",0826::SB7,4901 AW,2172,881,6,3,0,0,0,813,77,0,0,0,0,0,0,890,107,110,169,167,76,105,44,39,18,1,0,22,3,18,2
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Zorgcentrum ""Oosterheem""",0826::SB8,4901 MN,2219,992,4,2,1,0,0,900,99,0,0,0,1,0,0,999,161,180,130,148,72,143,45,49,24,2,0,23,1,13,1
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Speelgoed-& Carnavalsmuseum ""op Stelten""",0826::SB9,4901 HT,1672,605,2,2,0,0,0,543,66,0,0,0,0,0,0,609,88,97,99,87,50,72,33,35,18,0,0,11,1,13,1
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Activiteitencentrum ""De Bunthoef""",0826::SB10,4904 CA,2038,743,5,6,0,0,0,678,76,0,0,0,0,0,0,754,69,93,161,154,61,69,32,51,28,1,1,11,1,8,3
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Kindcentrum ""De Ontdekking""",0826::SB11,4904 KJ,1893,590,1,0,0,0,0,530,61,0,0,0,0,0,0,591,44,58,121,124,56,62,48,26,24,1,0,15,0,5,6
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Zorgcentrum ""Buurstede""",0826::SB12,4904 PX,818,506,3,4,0,0,0,471,42,0,0,0,0,0,0,513,103,91,75,68,32,53,20,34,12,0,0,11,0,7,0
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau BS ""De Beiaard""",0826::SB13,4904 PW,1696,851,0,0,0,5,0,761,95,0,0,0,5,0,0,856,231,146,86,62,61,169,48,14,16,0,1,9,1,7,0
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Dorpshuis ""De Klip""",0826::SB14,4849 BG,2086,839,3,1,0,2,0,750,95,0,0,0,2,0,0,845,154,188,106,101,60,93,43,34,23,0,0,31,2,4,0
Tilburg,Oosterhout,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Gemeenschapshuis ""Oostquartier""",0826::SB15,4909 AL,1010,504,1,0,0,0,0,438,67,0,0,0,0,0,0,505,112,175,33,39,34,50,9,18,15,0,0,16,1,1,1
