contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Albertusgebouw,1955::SB1,6942 BE,1602,796,1,5,0,0,0,748,54,0,0,0,0,0,0,802,140,60,181,121,113,87,12,4,1,15,39,0,1,0,8,4,7,1,2
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Ziep,1955::SB2,6941 BH,1573,696,3,0,0,0,0,633,66,0,0,0,0,0,0,699,122,55,172,71,99,81,25,5,0,17,24,0,2,0,13,3,6,1,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Albert Schweitzerschool,1955::SB3,6942 VA,1826,850,3,1,0,1,0,778,75,0,0,1,0,0,0,853,134,68,170,143,129,106,17,9,2,15,22,1,3,2,14,2,11,2,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cafe-restaurant Uniek,1955::SB4,6942 EA,2255,1044,5,6,0,0,0,954,101,0,0,0,0,0,0,1055,218,92,226,146,106,134,14,2,1,22,37,0,0,4,16,4,15,5,2
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,1955::SB5,6942 GK,1875,538,2,1,0,0,0,489,52,0,0,0,0,0,0,541,95,49,132,64,88,47,13,1,2,12,14,0,3,1,6,2,9,0,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verenigingsgebouw de Zomp,1955::SB6,6941 DM,1364,679,2,2,0,0,0,604,79,0,0,0,0,0,0,683,118,26,340,59,45,34,6,5,1,13,10,0,3,0,16,1,2,0,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verenigingsgebouw de Meikever,1955::SB7,6942 HD,1448,638,2,0,0,0,0,559,81,0,0,0,0,0,0,640,122,37,193,105,76,38,12,5,1,16,15,2,1,0,11,0,0,3,1
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gouden Handen,1955::SB8,7041 AV,2144,973,1,2,0,0,2,861,113,0,0,0,0,0,0,976,153,95,129,183,166,96,17,4,4,33,42,1,0,1,34,1,9,4,1
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau het Willem van den Berghcentrum,1955::SB9,7041 CW,1625,624,1,1,0,0,0,555,71,0,0,0,0,0,0,626,84,53,97,122,117,69,10,1,1,23,17,2,0,0,15,3,5,4,1
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woningstichting Bergh,1955::SB10,7041 GL,1588,570,3,2,0,0,0,527,48,0,0,0,0,0,0,575,50,49,66,164,98,50,24,7,7,9,24,1,1,1,15,1,1,2,0
